time,票据推销,色情欺诈,卡贷诱骗,商务广告
103,74,0,0,0
104,65,0,0,0
108,28,0,0,2
109,84,0,0,7
110,77,0,0,8
113,70,0,0,8
114,60,0,14,6
116,56,0,49,6
117,42,0,41,0
118,62,0,70,4
119,64,0,111,5
120,117,0,104,2
121,70,0,108,10
123,156,0,94,1
124,84,0,108,0
125,96,0,88,5
126,112,0,83,12
127,82,0,127,5
128,84,0,114,5
129,67,0,181,9
130,105,0,94,5
131,103,0,101,0
132,62,0,151,6
133,101,0,159,0
134,85,0,149,1
135,122,0,144,0
136,100,0,107,5
137,124,0,116,4
138,103,0,132,6
139,169,0,80,1
140,143,0,102,10
141,98,0,94,11
142,92,0,153,11
143,87,0,88,7
144,46,0,96,4
145,91,0,117,0
146,85,0,112,1
147,42,0,95,11
148,52,0,85,3
149,59,0,72,0
150,44,0,133,6
151,11,0,115,4
152,47,0,119,5
154,82,0,118,5
156,71,0,72,0
157,63,0,110,0
158,57,0,49,8
160,100,0,116,11
161,43,0,107,10
162,50,0,111,11
163,28,0,166,15
164,62,0,202,6
165,68,0,106,10
167,55,0,115,1
168,48,0,83,14
169,48,0,135,21
170,23,0,56,5
171,38,0,70,1
172,53,0,57,2
173,17,0,123,2
174,2,0,80,0
175,11,0,160,0
176,0,0,69,0
177,27,0,230,0
178,24,0,241,0
179,24,0,95,0
