time,票据推销,色情欺诈,卡贷诱骗,商务广告
204,38,0,6,0
205,25,0,0,0
206,25,0,6,0
208,142,0,32,0
209,189,0,23,0
210,96,0,30,0
211,207,0,10,2
214,88,0,14,1
216,122,0,52,1
220,96,0,0,0
221,269,0,11,2
223,91,0,38,0
224,109,5,152,11
225,73,130,254,35
229,84,142,11,0
230,65,39,98,3
231,132,82,53,1
232,142,51,62,5
233,89,61,26,0
234,298,51,0,1
235,148,9,82,0
238,87,52,55,0
239,65,96,21,0
240,78,103,15,0
241,131,87,26,0
242,107,63,7,1
246,48,59,22,0
247,58,88,22,0
248,48,31,16,0
249,14,50,18,0
250,55,81,6,0
251,7,88,22,0
253,15,63,16,0
254,11,56,32,0
255,20,99,47,0
256,7,110,98,0
257,0,38,55,0
258,0,9,65,0
