time,票据推销,色情欺诈,卡贷诱骗,商务广告
166,30,0,47,3
167,10,0,2,4
169,10,0,0,9
171,29,0,2,0
172,11,0,22,2
174,23,0,27,0
175,17,0,89,4
176,46,0,127,0
178,6,0,24,0
180,35,0,40,2
181,111,0,31,0
183,37,0,70,17
184,53,0,95,10
185,52,0,122,17
186,71,0,140,19
187,141,0,81,12
188,133,0,122,21
189,83,0,119,40
190,110,0,97,25
191,110,0,149,10
192,26,0,148,29
193,61,0,124,0
194,41,0,153,26
195,28,0,179,3
196,59,0,87,7
197,110,0,33,2
199,23,0,83,16
201,63,0,91,9
205,119,0,51,3
206,159,0,39,3
