time,票据推销,色情欺诈,卡贷诱骗,商务广告
227,0,0,21,0
228,6,0,21,0
229,1,0,19,3
232,3,0,27,0
233,8,0,53,0
234,0,0,31,0
235,28,0,34,0
237,10,0,55,0
238,4,0,32,0
240,0,0,69,0
242,25,0,41,0
243,26,10,120,0
244,86,45,47,0
245,26,37,69,2
246,40,0,23,0
247,25,0,57,0
248,11,0,10,0
249,0,1,11,0
250,0,0,32,0
252,5,0,60,0
256,0,0,47,0
257,2,0,58,0
258,9,0,34,0
259,28,28,79,0
260,7,81,39,0
261,4,18,35,0
262,7,0,28,0
266,3,5,15,0
267,19,31,4,0
269,0,31,5,0
270,6,35,2,0
271,5,28,23,0
273,6,53,0,0
274,5,15,1,0
276,0,38,8,0
277,0,13,5,0
