time,票据推销,色情欺诈,卡贷诱骗,商务广告
223,50,0,6,0
225,23,0,8,0
227,8,0,1,0
228,31,0,0,0
229,36,0,3,0
230,85,0,0,0
234,6,10,2,0
235,10,0,0,0
236,24,8,1,0
237,13,15,0,0
238,68,8,1,0
239,58,14,0,0
240,27,12,0,0
241,50,6,0,0
242,53,1,0,0
243,22,9,7,0
244,32,20,5,0
245,79,22,4,0
246,39,15,2,0
247,13,6,2,0
248,6,3,3,0
249,22,0,14,0
250,24,10,9,0
251,14,0,1,0
252,13,0,0,0
253,13,0,2,0
254,5,0,6,0
255,10,0,0,0
256,4,0,2,0
257,8,0,0,0
259,5,3,4,0
260,43,0,0,0
261,5,0,5,0
262,29,0,7,0
263,0,8,3,0
264,0,4,5,0
265,0,9,0,0
266,17,5,0,0
267,11,3,0,0
268,8,0,0,0
269,10,9,0,0
270,10,0,0,0
271,0,29,0,0
272,5,0,0,0
273,9,0,0,0
