time,票据推销,色情欺诈,卡贷诱骗,商务广告
113,15,0,26,4
115,32,0,0,0
116,10,0,27,0
117,0,0,10,6
119,0,0,23,5
122,6,0,37,14
123,9,0,0,0
125,30,0,0,4
126,23,0,0,9
127,10,0,0,8
130,17,0,32,1
131,6,0,37,0
132,1,0,19,5
133,4,0,53,0
134,0,0,17,0
135,46,0,48,0
137,3,0,16,0
138,26,0,6,0
140,12,0,19,0
142,21,0,97,0
143,33,0,5,0
144,8,0,30,0
145,29,0,24,0
146,30,0,56,0
147,5,0,39,0
148,4,0,80,0
149,12,0,32,0
150,7,0,48,0
151,10,0,33,0
152,19,0,28,6
153,22,0,75,13
154,20,0,59,0
155,15,0,45,0
