time,票据推销,色情欺诈,卡贷诱骗,商务广告
124,16,0,26,1
125,43,0,26,0
127,10,0,16,0
128,36,0,8,0
129,22,0,48,0
130,19,0,55,0
131,15,0,13,0
132,0,0,23,0
133,0,0,9,0
134,2,0,12,0
135,0,0,16,0
136,7,0,58,0
137,6,0,47,0
138,5,0,26,0
139,4,0,25,0
140,7,0,87,1
141,7,0,81,0
142,10,0,39,0
143,10,0,37,0
144,0,0,47,0
145,5,0,37,0
146,6,0,29,0
147,33,0,75,0
148,39,0,24,0
149,35,0,19,0
150,4,0,18,0
151,30,0,47,0
152,11,0,46,1
153,20,0,27,1
154,20,0,30,1
155,19,0,37,0
156,23,0,63,0
157,0,0,28,0
158,33,0,22,0
159,37,0,10,0
160,23,0,0,0
162,13,0,4,1
163,5,0,29,0
164,11,0,29,0
165,14,0,26,2
166,4,0,36,0
167,2,0,26,0
168,6,0,24,4
169,2,0,12,10
170,0,0,15,0
172,0,0,12,5
173,8,0,10,0
174,9,0,14,0
175,2,0,12,0
176,2,0,10,0
177,3,0,43,0
179,0,0,27,0
180,1,0,30,0
181,0,0,32,0
183,0,0,5,0
185,7,0,9,4
186,5,0,4,13
187,3,0,9,7
188,23,0,74,7
189,5,0,26,5
190,5,0,5,3
191,9,0,42,15
192,9,0,20,9
193,20,0,69,5
195,2,0,35,20
196,2,0,22,28
198,12,0,28,0
199,0,0,4,8
200,3,0,5,21
201,21,0,16,14
202,0,0,34,10
205,24,0,3,19
207,42,0,0,5
208,16,0,0,0
210,18,0,3,0
211,23,0,4,0
213,31,0,5,0
214,38,0,10,0
215,65,0,3,0
216,105,0,4,2
217,128,0,0,3
218,76,0,0,0
219,47,0,0,1
220,63,0,2,2
221,17,0,21,0
222,23,0,13,0
223,37,0,1,0
224,62,0,4,0
225,47,0,0,0
226,91,0,0,0
228,43,0,0,0
