time,票据推销,色情欺诈,卡贷诱骗,商务广告
180,13,0,21,2
181,15,0,41,0
182,17,0,31,0
184,21,0,41,0
185,20,0,98,0
186,17,0,110,0
187,4,0,92,1
188,47,0,51,0
189,12,0,126,0
190,40,0,88,0
191,34,0,132,1
192,29,0,85,0
193,38,0,107,1
194,35,0,65,0
195,8,0,74,0
199,43,0,63,0
200,63,0,83,0
201,73,0,55,0
202,78,0,49,0
204,186,0,17,0
205,93,0,53,2
206,115,0,22,0
207,168,0,52,0
209,77,0,47,0
210,97,0,67,0
211,101,0,65,0
212,167,0,110,0
213,181,0,83,5
214,118,0,95,0
215,188,0,84,0
216,129,0,74,0
217,134,0,144,0
218,113,0,111,1
219,129,0,87,0
220,268,0,103,4
221,176,0,108,0
222,162,0,63,0
223,208,0,64,5
224,203,0,98,0
225,165,0,90,5
226,170,0,36,0
227,177,0,131,0
228,233,0,159,0
229,170,0,52,0
230,183,0,27,0
231,186,0,23,0
232,179,0,22,0
233,169,0,14,0
234,186,0,8,0
235,229,0,41,0
236,192,0,16,0
237,138,0,20,0
238,203,0,8,0
239,137,0,0,0
240,94,0,2,0
242,119,0,1,0
243,122,0,2,0
245,49,0,0,0
249,79,0,0,8
250,84,0,0,0
251,50,0,0,0
252,100,0,0,0
