time,票据推销,色情欺诈,卡贷诱骗,商务广告
160,52,0,5,1
162,39,0,13,0
163,25,0,0,0
164,22,0,0,0
167,15,0,32,5
169,10,0,50,0
173,25,0,0,0
177,8,0,66,0
178,16,0,58,3
179,26,0,51,0
180,59,0,10,8
182,43,0,40,2
183,5,0,25,0
184,7,0,21,0
186,1,0,61,0
188,1,0,83,17
189,0,0,68,14
190,4,0,85,165
191,0,0,79,67
192,0,0,55,79
193,25,0,72,101
194,36,0,70,59
195,13,0,106,61
196,33,0,175,142
197,71,0,91,67
198,50,0,170,38
199,60,0,239,14
200,116,0,146,26
201,102,0,57,48
202,55,0,177,3
203,122,0,123,14
204,42,0,59,18
205,141,0,59,19
207,160,0,76,0
208,31,0,97,0
209,84,0,132,30
211,54,0,81,18
212,52,0,55,0
214,82,0,41,60
215,144,16,21,59
216,145,0,43,52
217,126,0,95,7
218,88,0,109,28
219,99,0,64,29
220,111,0,43,25
221,118,0,42,41
222,100,0,109,12
223,137,0,58,2
225,133,102,71,0
226,149,148,3,9
227,74,70,2,4
228,82,76,1,8
229,98,46,0,0
230,43,114,0,10
232,109,12,0,8
233,76,132,1,15
234,76,94,1,0
235,150,69,15,10
236,145,95,2,0
237,191,112,0,0
238,196,82,6,0
239,164,37,0,0
240,91,113,6,0
241,107,75,0,0
242,53,214,0,0
243,65,57,0,0
244,52,122,0,0
245,31,146,2,0
246,22,149,0,0
247,43,162,0,0
248,52,132,0,0
249,24,77,2,0
251,26,118,0,0
252,24,152,0,0
253,69,143,0,0
254,2,258,1,0
255,4,129,0,0
256,4,114,0,0
257,5,55,1,0
258,3,48,2,0
262,5,58,0,0
266,0,59,0,0
267,0,35,0,0
268,0,19,0,0
269,6,104,5,0
270,8,87,0,0
271,14,55,0,0
272,28,29,0,0
273,13,94,0,0
277,0,45,0,0
278,0,74,0,0
280,0,56,0,0
282,0,45,0,0
283,0,20,0,0
284,0,52,0,0
285,0,52,0,0
286,0,8,0,0
