time,票据推销,色情欺诈,卡贷诱骗,商务广告
211,13,0,29,0
213,15,0,19,0
214,122,0,27,2
215,106,0,30,0
216,92,0,34,2
218,216,10,12,0
219,233,5,5,0
220,178,1,5,0
221,205,5,21,0
222,190,7,5,0
223,124,12,5,0
224,164,31,11,0
225,99,47,10,2
227,121,238,0,0
228,98,86,0,0
229,69,83,0,0
230,140,130,3,0
231,74,108,6,0
232,119,168,1,0
233,87,120,24,0
234,98,99,34,0
235,50,107,55,0
236,136,154,33,0
237,125,117,17,1
238,91,153,0,0
239,110,156,0,0
240,85,125,0,0
241,131,152,0,0
242,100,122,0,0
243,110,69,0,1
244,112,73,0,0
245,97,106,0,0
246,29,110,0,0
247,62,160,0,0
248,43,70,2,0
249,37,42,0,0
250,30,60,4,0
252,21,120,9,0
253,12,118,0,0
254,28,113,3,0
255,16,56,0,0
256,49,97,7,0
257,15,64,4,0
258,29,60,5,0
259,15,130,0,0
260,12,89,0,0
261,14,93,9,0
262,29,122,5,0
263,22,98,0,0
264,5,81,0,0
265,17,56,14,0
266,5,40,7,0
267,5,80,5,0
268,22,0,0,0
269,5,27,0,0
270,5,50,0,0
271,0,69,0,0
272,0,44,0,0
273,0,55,0,0
274,5,0,0,0
275,0,38,0,0
276,0,81,0,0
277,0,5,0,0
278,0,26,0,0
279,13,74,0,0
280,0,74,0,0
282,5,11,0,0
283,0,39,0,0
284,0,58,0,0
285,5,51,0,0
286,0,53,0,0
287,0,40,0,0
