time,票据推销,色情欺诈,卡贷诱骗,商务广告
112,30,0,0,1
113,37,0,0,0
114,41,0,0,2
115,36,0,0,0
116,31,0,0,0
117,9,0,8,1
118,7,0,32,0
120,7,0,10,1
121,10,0,0,0
122,22,0,5,0
124,41,0,16,0
125,26,0,8,2
126,40,0,35,3
130,29,0,5,0
134,0,0,23,1
136,17,0,69,1
137,25,0,54,1
138,28,0,40,0
140,4,0,15,0
141,11,0,71,1
142,0,0,36,0
143,10,0,18,2
144,0,0,47,0
145,1,0,27,0
148,0,0,45,1
149,16,0,32,1
151,20,0,47,2
153,0,0,48,0
154,4,0,47,5
156,5,0,119,0
157,0,0,110,0
158,0,0,56,0
159,0,0,51,0
161,0,0,28,0
162,0,0,75,0
163,7,0,78,0
164,9,0,74,0
165,4,0,69,5
166,0,0,68,0
167,0,0,62,0
168,0,0,55,0
169,0,0,80,0
170,0,0,68,0
171,0,0,35,0
172,0,0,63,0
173,0,0,41,0
174,0,0,62,0
175,0,0,106,0
176,0,0,89,0
177,0,0,33,0
178,0,0,32,0
179,0,0,18,0
180,14,0,65,0
181,3,0,39,0
182,18,0,13,0
183,5,0,26,0
184,0,0,64,0
185,3,0,38,0
186,0,0,64,0
187,0,0,22,0
188,0,0,42,0
189,0,0,48,0
190,0,0,87,0
191,9,0,2,0
192,0,0,42,2
193,5,0,32,1
194,9,0,41,0
195,0,0,64,2
196,5,0,33,0
197,13,0,82,2
198,0,0,50,0
199,8,0,33,0
200,16,0,46,0
201,18,0,19,1
202,16,0,24,2
203,0,0,32,0
204,4,0,81,0
205,3,0,34,0
207,17,0,13,0
208,30,0,7,0
209,9,0,24,1
210,12,0,11,2
211,4,0,51,1
212,94,0,41,2
213,52,0,49,0
214,69,0,17,0
215,51,0,61,0
216,40,0,11,0
217,51,0,4,0
218,60,0,4,0
219,62,0,1,0
220,79,0,0,0
221,113,0,0,0
222,62,0,0,0
