time,票据推销,色情欺诈,卡贷诱骗,商务广告
200,8,0,33,0
204,6,0,4,0
205,37,0,23,0
206,12,0,22,0
207,22,0,93,0
208,23,0,160,0
209,135,0,75,0
210,145,0,61,0
211,253,0,220,0
213,128,0,237,49
214,243,0,109,20
215,273,0,147,21
216,177,0,104,6
217,346,0,123,0
218,182,0,167,0
219,212,0,99,0
220,432,0,167,0
221,417,0,84,0
222,364,27,81,0
223,280,89,110,1
224,172,15,55,0
225,249,80,113,0
226,248,78,60,0
227,390,57,273,1
228,618,82,28,3
229,306,9,29,4
230,429,8,0,0
231,371,38,0,0
232,368,28,1,3
233,552,61,0,0
234,342,9,0,0
235,412,3,2,0
236,206,12,0,0
237,198,30,0,0
238,276,195,0,0
239,419,167,0,0
240,201,346,0,0
241,158,461,41,0
242,279,387,1,0
243,97,125,32,0
244,244,377,3,0
245,81,514,9,0
246,64,149,7,1
247,33,339,5,0
248,105,424,1,0
249,97,227,16,0
250,47,211,0,0
251,53,78,0,0
252,0,382,0,0
253,51,225,0,0
254,0,184,0,0
255,27,108,0,0
256,72,343,0,0
257,9,487,0,0
258,28,436,0,0
259,15,162,0,0
260,0,137,0,0
261,0,38,0,0
262,0,115,0,0
263,0,289,0,0
264,0,303,0,0
265,0,147,0,0
266,0,200,1,0
267,0,258,0,0
268,0,183,0,0
269,0,72,0,0
270,0,199,0,0
271,0,161,0,0
272,0,95,0,0
273,0,44,0,0
274,0,36,0,0
275,0,78,0,0
276,0,310,2,0
277,0,211,6,0
278,0,66,0,0
279,0,99,0,0
280,0,75,0,0
281,0,307,0,0
282,0,209,0,0
283,0,56,4,0
284,0,162,2,0
285,0,103,11,0
286,0,85,0,0
287,0,70,0,0
