time,票据推销,色情欺诈,卡贷诱骗,商务广告
108,0,0,35,0
109,0,0,26,0
111,0,0,12,0
112,0,0,20,0
113,5,0,20,0
114,4,0,16,0
115,6,0,7,0
117,4,0,12,0
118,1,0,17,0
119,12,0,22,0
122,10,0,15,0
123,16,0,30,0
125,15,0,0,0
129,20,0,37,0
130,21,0,57,0
131,37,0,26,0
132,11,0,47,0
133,10,0,17,0
135,61,0,34,0
136,39,0,33,0
138,67,0,16,4
139,60,0,29,0
140,62,0,37,13
141,33,0,181,16
142,73,0,191,2
143,39,0,117,0
144,62,0,117,5
145,41,0,40,4
146,47,0,53,6
147,53,0,95,9
148,24,0,80,4
149,58,0,112,4
150,28,0,64,2
151,59,0,38,7
152,13,0,49,4
153,24,0,79,2
154,10,0,50,0
155,39,0,85,3
156,10,0,89,12
157,3,0,38,8
158,17,0,33,5
159,37,0,39,20
160,24,0,63,8
161,11,0,9,2
164,0,0,33,0
165,5,0,31,0
169,6,0,92,0
170,0,0,34,0
171,0,0,36,0
172,5,0,22,0
173,13,0,43,0
174,16,0,55,0
175,4,0,58,0
176,0,0,40,3
177,7,0,38,0
178,15,0,54,0
179,0,0,83,0
180,1,0,32,0
181,10,0,43,0
182,9,0,97,0
183,1,0,76,0
184,23,0,83,0
185,25,0,86,0
187,3,0,45,0
188,4,0,49,0
189,13,0,15,0
