key,value,date
票据推销,13,00/03
票据推销,20,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,10,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,4,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,2,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,3,05/08
票据推销,5,05/13
票据推销,0,05/18
票据推销,5,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,10,05/38
票据推销,5,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,0,06/03
票据推销,9,06/08
票据推销,4,06/13
票据推销,21,06/18
票据推销,36,06/23
票据推销,34,06/28
票据推销,59,06/33
票据推销,38,06/38
票据推销,38,06/43
票据推销,62,06/48
票据推销,88,06/53
票据推销,97,06/58
票据推销,77,07/03
票据推销,136,07/08
票据推销,138,07/13
票据推销,208,07/18
票据推销,197,07/23
票据推销,181,07/28
票据推销,259,07/33
票据推销,160,07/38
票据推销,192,07/43
票据推销,232,07/48
票据推销,243,07/53
票据推销,216,07/58
票据推销,291,08/03
票据推销,261,08/08
票据推销,353,08/13
票据推销,333,08/18
票据推销,291,08/23
票据推销,271,08/28
票据推销,332,08/33
票据推销,219,08/38
票据推销,258,08/43
票据推销,305,08/48
票据推销,254,08/53
票据推销,272,08/58
票据推销,227,09/03
票据推销,285,09/08
票据推销,334,09/13
票据推销,210,09/18
票据推销,257,09/23
票据推销,280,09/28
票据推销,190,09/33
票据推销,253,09/38
票据推销,322,09/43
票据推销,337,09/48
票据推销,282,09/53
票据推销,306,09/58
票据推销,296,10/03
票据推销,200,10/08
票据推销,336,10/13
票据推销,198,10/18
