key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,10,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,4,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,5,05/58
票据推销,23,06/03
票据推销,42,06/08
票据推销,39,06/13
票据推销,38,06/18
票据推销,24,06/23
票据推销,54,06/28
票据推销,86,06/33
票据推销,105,06/38
票据推销,54,06/43
票据推销,158,06/48
票据推销,117,06/53
票据推销,178,06/58
票据推销,265,07/03
票据推销,170,07/08
票据推销,276,07/13
票据推销,243,07/18
票据推销,336,07/23
票据推销,333,07/28
票据推销,305,07/33
票据推销,314,07/38
票据推销,353,07/43
票据推销,320,07/48
票据推销,362,07/53
票据推销,345,07/58
票据推销,406,08/03
票据推销,451,08/08
票据推销,430,08/13
票据推销,414,08/18
票据推销,578,08/23
票据推销,395,08/28
票据推销,426,08/33
票据推销,311,08/38
票据推销,389,08/43
票据推销,476,08/48
票据推销,434,08/53
票据推销,326,08/58
票据推销,346,09/03
票据推销,391,09/08
票据推销,381,09/13
票据推销,360,09/18
票据推销,353,09/23
票据推销,415,09/28
票据推销,316,09/33
票据推销,322,09/38
票据推销,390,09/43
票据推销,434,09/48
票据推销,384,09/53
票据推销,362,09/58
票据推销,348,10/03
票据推销,415,10/08
票据推销,306,10/13
票据推销,284,10/18
票据推销,272,10/23
票据推销,279,10/28
票据推销,310,10/33
票据推销,283,10/38
票据推销,288,10/43
票据推销,255,10/48
票据推销,195,10/53
票据推销,262,10/58
票据推销,190,11/03
票据推销,160,11/08
票据推销,162,11/13
票据推销,140,11/18
票据推销,174,11/23
票据推销,218,11/28
票据推销,125,11/33
票据推销,147,11/38
票据推销,163,11/43
票据推销,151,11/48
票据推销,138,11/53
票据推销,163,11/58
票据推销,178,12/03
票据推销,117,12/08
票据推销,135,12/13
票据推销,163,12/18
票据推销,116,12/23
票据推销,133,12/28
票据推销,128,12/33
票据推销,79,12/38
票据推销,88,12/43
票据推销,134,12/48
票据推销,129,12/53
票据推销,86,12/58
票据推销,120,13/03
票据推销,43,13/08
票据推销,83,13/13
票据推销,122,13/18
票据推销,130,13/23
票据推销,70,13/28
票据推销,102,13/33
票据推销,74,13/38
票据推销,77,13/43
票据推销,126,13/48
票据推销,212,13/53
票据推销,132,13/58
票据推销,188,14/03
票据推销,167,14/08
票据推销,185,14/13
票据推销,124,14/18
票据推销,141,14/23
票据推销,122,14/28
票据推销,106,14/33
票据推销,110,14/38
票据推销,68,14/43
票据推销,70,14/48
票据推销,100,14/53
票据推销,51,14/58
票据推销,72,15/03
票据推销,101,15/08
票据推销,144,15/13
票据推销,114,15/18
票据推销,102,15/23
票据推销,114,15/28
票据推销,135,15/33
票据推销,105,15/38
票据推销,131,15/43
票据推销,111,15/48
票据推销,102,15/53
票据推销,130,15/58
票据推销,111,16/03
票据推销,144,16/08
票据推销,97,16/13
票据推销,169,16/18
票据推销,146,16/23
票据推销,163,16/28
票据推销,191,16/33
票据推销,233,16/38
票据推销,164,16/43
票据推销,198,16/48
票据推销,262,16/53
票据推销,261,16/58
票据推销,198,17/03
票据推销,357,17/08
票据推销,325,17/13
票据推销,239,17/18
票据推销,229,17/23
票据推销,382,17/28
票据推销,304,17/33
票据推销,324,17/38
票据推销,363,17/43
票据推销,347,17/48
票据推销,431,17/53
票据推销,320,17/58
票据推销,403,18/03
票据推销,321,18/08
票据推销,338,18/13
票据推销,329,18/18
票据推销,479,18/23
票据推销,388,18/28
票据推销,358,18/33
票据推销,497,18/38
票据推销,511,18/43
票据推销,372,18/48
票据推销,484,18/53
票据推销,419,18/58
票据推销,399,19/03
票据推销,505,19/08
票据推销,436,19/13
票据推销,339,19/18
票据推销,346,19/23
票据推销,296,19/28
票据推销,368,19/33
票据推销,320,19/38
票据推销,310,19/43
票据推销,316,19/48
票据推销,328,19/53
票据推销,257,19/58
