key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,5,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,6,03/23
票据推销,0,03/28
票据推销,5,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,4,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,2,05/53
票据推销,18,05/58
票据推销,1,06/03
票据推销,0,06/08
票据推销,0,06/13
票据推销,16,06/18
票据推销,12,06/23
票据推销,14,06/28
票据推销,25,06/33
票据推销,30,06/38
票据推销,18,06/43
票据推销,17,06/48
票据推销,27,06/53
票据推销,54,06/58
票据推销,38,07/03
票据推销,31,07/08
票据推销,50,07/13
票据推销,77,07/18
票据推销,128,07/23
票据推销,122,07/28
票据推销,118,07/33
票据推销,112,07/38
票据推销,92,07/43
票据推销,131,07/48
票据推销,86,07/53
票据推销,91,07/58
票据推销,118,08/03
票据推销,119,08/08
票据推销,129,08/13
票据推销,111,08/18
票据推销,119,08/23
票据推销,172,08/28
票据推销,148,08/33
票据推销,140,08/38
票据推销,101,08/43
票据推销,124,08/48
票据推销,69,08/53
票据推销,73,08/58
票据推销,93,09/03
票据推销,87,09/08
票据推销,119,09/13
票据推销,113,09/18
票据推销,55,09/23
票据推销,109,09/28
票据推销,120,09/33
票据推销,119,09/38
票据推销,178,09/43
票据推销,105,09/48
票据推销,136,09/53
票据推销,79,09/58
票据推销,115,10/03
票据推销,117,10/08
票据推销,170,10/13
票据推销,122,10/18
票据推销,195,10/23
票据推销,116,10/28
票据推销,123,10/33
票据推销,82,10/38
票据推销,126,10/43
票据推销,122,10/48
票据推销,107,10/53
票据推销,103,10/58
票据推销,140,11/03
票据推销,116,11/08
票据推销,81,11/13
票据推销,166,11/18
票据推销,109,11/23
票据推销,59,11/28
票据推销,64,11/33
票据推销,82,11/38
票据推销,53,11/43
票据推销,55,11/48
票据推销,91,11/53
票据推销,83,11/58
票据推销,89,12/03
票据推销,72,12/08
票据推销,99,12/13
票据推销,87,12/18
票据推销,112,12/23
票据推销,127,12/28
票据推销,50,12/33
票据推销,71,12/38
票据推销,102,12/43
票据推销,74,12/48
票据推销,110,12/53
票据推销,72,12/58
票据推销,92,13/03
票据推销,116,13/08
票据推销,93,13/13
票据推销,87,13/18
票据推销,104,13/23
票据推销,68,13/28
票据推销,55,13/33
票据推销,65,13/38
票据推销,60,13/43
票据推销,96,13/48
票据推销,148,13/53
票据推销,121,13/58
票据推销,147,14/03
票据推销,74,14/08
票据推销,64,14/13
票据推销,87,14/18
票据推销,91,14/23
票据推销,76,14/28
票据推销,115,14/33
票据推销,108,14/38
票据推销,121,14/43
票据推销,87,14/48
票据推销,58,14/53
票据推销,105,14/58
票据推销,110,15/03
票据推销,59,15/08
票据推销,133,15/13
票据推销,114,15/18
票据推销,87,15/23
票据推销,93,15/28
票据推销,100,15/33
票据推销,119,15/38
票据推销,91,15/43
票据推销,104,15/48
票据推销,76,15/53
票据推销,145,15/58
票据推销,166,16/03
票据推销,105,16/08
票据推销,127,16/13
票据推销,80,16/18
票据推销,126,16/23
票据推销,134,16/28
票据推销,118,16/33
票据推销,150,16/38
票据推销,154,16/43
票据推销,130,16/48
票据推销,99,16/53
票据推销,106,16/58
票据推销,111,17/03
票据推销,131,17/08
票据推销,106,17/13
票据推销,186,17/18
票据推销,214,17/23
票据推销,143,17/28
票据推销,138,17/33
票据推销,143,17/38
票据推销,181,17/43
票据推销,189,17/48
票据推销,192,17/53
票据推销,215,17/58
票据推销,205,18/03
票据推销,237,18/08
票据推销,216,18/13
票据推销,270,18/18
票据推销,194,18/23
票据推销,163,18/28
票据推销,221,18/33
票据推销,184,18/38
票据推销,174,18/43
票据推销,154,18/48
票据推销,144,18/53
票据推销,204,18/58
票据推销,210,19/03
票据推销,174,19/08
票据推销,184,19/13
票据推销,161,19/18
票据推销,165,19/23
票据推销,166,19/28
票据推销,158,19/33
票据推销,110,19/38
票据推销,145,19/43
票据推销,105,19/48
票据推销,107,19/53
票据推销,100,19/58
