key,value,date
票据推销,5,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,10,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,6,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,10,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,5,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,3,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,5,02/33
票据推销,5,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,10,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,10,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,4,05/13
票据推销,0,05/18
票据推销,4,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,9,05/53
票据推销,0,05/58
票据推销,36,06/03
票据推销,0,06/08
票据推销,37,06/13
票据推销,29,06/18
票据推销,16,06/23
票据推销,42,06/28
票据推销,38,06/33
票据推销,87,06/38
票据推销,83,06/43
票据推销,81,06/48
票据推销,56,06/53
票据推销,52,06/58
票据推销,134,07/03
票据推销,133,07/08
票据推销,93,07/13
票据推销,105,07/18
票据推销,191,07/23
票据推销,151,07/28
票据推销,76,07/33
票据推销,113,07/38
票据推销,139,07/43
票据推销,131,07/48
票据推销,120,07/53
票据推销,179,07/58
票据推销,174,08/03
票据推销,205,08/08
票据推销,219,08/13
票据推销,226,08/18
票据推销,218,08/23
票据推销,405,08/28
票据推销,285,08/33
票据推销,286,08/38
票据推销,355,08/43
票据推销,260,08/48
票据推销,318,08/53
票据推销,291,08/58
票据推销,232,09/03
票据推销,384,09/08
票据推销,375,09/13
票据推销,358,09/18
票据推销,384,09/23
票据推销,341,09/28
票据推销,468,09/33
票据推销,315,09/38
票据推销,357,09/43
票据推销,310,09/48
票据推销,283,09/53
票据推销,215,09/58
票据推销,193,10/03
票据推销,239,10/08
票据推销,278,10/13
票据推销,266,10/18
票据推销,228,10/23
票据推销,253,10/28
票据推销,307,10/33
票据推销,383,10/38
票据推销,349,10/43
票据推销,214,10/48
票据推销,322,10/53
票据推销,271,10/58
票据推销,238,11/03
票据推销,279,11/08
票据推销,253,11/13
票据推销,199,11/18
票据推销,129,11/23
票据推销,191,11/28
票据推销,301,11/33
票据推销,267,11/38
票据推销,267,11/43
票据推销,295,11/48
票据推销,213,11/53
票据推销,197,11/58
票据推销,199,12/03
票据推销,194,12/08
票据推销,141,12/13
票据推销,122,12/18
票据推销,185,12/23
票据推销,171,12/28
票据推销,135,12/33
票据推销,179,12/38
票据推销,115,12/43
票据推销,120,12/48
票据推销,92,12/53
票据推销,107,12/58
票据推销,157,13/03
