key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,6,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,5,02/53
票据推销,9,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,10,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,0,06/03
票据推销,10,06/08
票据推销,11,06/13
票据推销,17,06/18
票据推销,6,06/23
票据推销,13,06/28
票据推销,8,06/33
票据推销,12,06/38
票据推销,16,06/43
票据推销,14,06/48
票据推销,6,06/53
票据推销,28,06/58
票据推销,33,07/03
票据推销,13,07/08
票据推销,47,07/13
票据推销,55,07/18
票据推销,43,07/23
票据推销,36,07/28
票据推销,87,07/33
票据推销,44,07/38
票据推销,52,07/43
票据推销,63,07/48
票据推销,35,07/53
票据推销,67,07/58
票据推销,47,08/03
票据推销,51,08/08
票据推销,116,08/13
票据推销,46,08/18
票据推销,57,08/23
票据推销,94,08/28
票据推销,86,08/33
票据推销,54,08/38
票据推销,108,08/43
票据推销,100,08/48
票据推销,147,08/53
票据推销,78,08/58
票据推销,118,09/03
票据推销,133,09/08
票据推销,89,09/13
票据推销,50,09/18
票据推销,67,09/23
票据推销,72,09/28
票据推销,100,09/33
票据推销,117,09/38
票据推销,187,09/43
票据推销,195,09/48
票据推销,164,09/53
票据推销,138,09/58
票据推销,141,10/03
票据推销,99,10/08
票据推销,101,10/13
票据推销,196,10/18
票据推销,73,10/23
票据推销,164,10/28
票据推销,126,10/33
票据推销,89,10/38
票据推销,166,10/43
票据推销,163,10/48
票据推销,159,10/53
票据推销,58,10/58
票据推销,154,11/03
票据推销,111,11/08
票据推销,93,11/13
票据推销,89,11/18
票据推销,134,11/23
票据推销,80,11/28
票据推销,93,11/33
票据推销,71,11/38
票据推销,133,11/43
票据推销,88,11/48
票据推销,32,11/53
票据推销,55,11/58
票据推销,74,12/03
票据推销,102,12/08
票据推销,74,12/13
票据推销,21,12/18
票据推销,69,12/23
票据推销,60,12/28
票据推销,31,12/33
票据推销,77,12/38
票据推销,84,12/43
票据推销,41,12/48
票据推销,29,12/53
票据推销,51,12/58
票据推销,30,13/03
票据推销,57,13/08
票据推销,95,13/13
票据推销,77,13/18
票据推销,84,13/23
票据推销,68,13/28
票据推销,46,13/33
票据推销,67,13/38
票据推销,54,13/43
票据推销,35,13/48
票据推销,77,13/53
票据推销,42,13/58
票据推销,22,14/03
票据推销,45,14/08
票据推销,45,14/13
票据推销,85,14/18
票据推销,137,14/23
票据推销,137,14/28
票据推销,66,14/33
票据推销,161,14/38
票据推销,145,14/43
票据推销,107,14/48
票据推销,113,14/53
票据推销,102,14/58
票据推销,79,15/03
票据推销,53,15/08
票据推销,115,15/13
票据推销,50,15/18
票据推销,111,15/23
票据推销,30,15/28
票据推销,73,15/33
票据推销,99,15/38
票据推销,110,15/43
票据推销,96,15/48
票据推销,57,15/53
票据推销,110,15/58
票据推销,169,16/03
票据推销,64,16/08
票据推销,43,16/13
票据推销,121,16/18
票据推销,90,16/23
票据推销,74,16/28
票据推销,113,16/33
票据推销,77,16/38
票据推销,95,16/43
票据推销,88,16/48
票据推销,142,16/53
票据推销,116,16/58
票据推销,125,17/03
票据推销,136,17/08
票据推销,134,17/13
票据推销,160,17/18
票据推销,91,17/23
票据推销,118,17/28
票据推销,103,17/33
票据推销,101,17/38
票据推销,150,17/43
票据推销,115,17/48
票据推销,142,17/53
票据推销,128,17/58
票据推销,67,18/03
票据推销,63,18/08
票据推销,81,18/13
票据推销,81,18/18
票据推销,37,18/23
票据推销,81,18/28
票据推销,87,18/33
票据推销,85,18/38
票据推销,97,18/43
票据推销,120,18/48
票据推销,92,18/53
票据推销,82,18/58
票据推销,77,19/03
票据推销,48,19/08
票据推销,66,19/13
票据推销,66,19/18
票据推销,54,19/23
票据推销,68,19/28
票据推销,32,19/33
票据推销,39,19/38
票据推销,61,19/43
票据推销,57,19/48
票据推销,59,19/53
票据推销,10,19/58
