key,value,date
票据推销,5,00/03
票据推销,0,00/08
票据推销,6,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,9,00/28
票据推销,0,00/33
票据推销,5,00/38
票据推销,0,00/43
票据推销,5,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,2,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,5,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,8,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,5,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,2,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,7,05/33
票据推销,0,05/38
票据推销,1,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,5,05/58
票据推销,0,06/03
票据推销,0,06/08
票据推销,0,06/13
票据推销,3,06/18
票据推销,3,06/23
票据推销,25,06/28
票据推销,41,06/33
票据推销,45,06/38
票据推销,81,06/43
票据推销,93,06/48
票据推销,67,06/53
票据推销,178,06/58
票据推销,258,07/03
票据推销,129,07/08
票据推销,102,07/13
票据推销,113,07/18
票据推销,196,07/23
票据推销,165,07/28
票据推销,143,07/33
票据推销,148,07/38
票据推销,149,07/43
票据推销,183,07/48
票据推销,338,07/53
票据推销,206,07/58
票据推销,225,08/03
票据推销,397,08/08
票据推销,298,08/13
票据推销,188,08/18
票据推销,309,08/23
票据推销,223,08/28
票据推销,185,08/33
票据推销,264,08/38
票据推销,232,08/43
票据推销,285,08/48
票据推销,182,08/53
票据推销,230,08/58
票据推销,310,09/03
票据推销,269,09/08
票据推销,274,09/13
票据推销,185,09/18
票据推销,171,09/23
票据推销,149,09/28
票据推销,207,09/33
票据推销,230,09/38
票据推销,271,09/43
票据推销,191,09/48
票据推销,213,09/53
票据推销,287,09/58
票据推销,246,10/03
票据推销,293,10/08
票据推销,385,10/13
票据推销,290,10/18
票据推销,305,10/23
票据推销,292,10/28
票据推销,319,10/33
票据推销,218,10/38
票据推销,220,10/43
票据推销,194,10/48
票据推销,295,10/53
票据推销,329,10/58
票据推销,234,11/03
票据推销,210,11/08
票据推销,212,11/13
票据推销,183,11/18
票据推销,143,11/23
票据推销,177,11/28
票据推销,139,11/33
票据推销,186,11/38
票据推销,183,11/43
票据推销,155,11/48
票据推销,137,11/53
票据推销,158,11/58
票据推销,252,12/03
票据推销,144,12/08
票据推销,140,12/13
票据推销,107,12/18
票据推销,215,12/23
票据推销,208,12/28
票据推销,164,12/33
票据推销,121,12/38
票据推销,185,12/43
票据推销,196,12/48
票据推销,175,12/53
票据推销,138,12/58
票据推销,102,13/03
