key,value,date
票据推销,4,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,4,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,7,03/03
票据推销,0,03/08
票据推销,10,03/13
票据推销,0,03/18
票据推销,10,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,5,05/33
票据推销,0,05/38
票据推销,4,05/43
票据推销,13,05/48
票据推销,5,05/53
票据推销,12,05/58
票据推销,10,06/03
票据推销,16,06/08
票据推销,29,06/13
票据推销,22,06/18
票据推销,61,06/23
票据推销,75,06/28
票据推销,61,06/33
票据推销,64,06/38
票据推销,112,06/43
票据推销,184,06/48
票据推销,83,06/53
票据推销,207,06/58
票据推销,270,07/03
票据推销,295,07/08
票据推销,419,07/13
票据推销,383,07/18
票据推销,459,07/23
票据推销,305,07/28
票据推销,367,07/33
票据推销,533,07/38
票据推销,512,07/43
票据推销,416,07/48
票据推销,564,07/53
票据推销,429,07/58
票据推销,453,08/03
票据推销,516,08/08
票据推销,593,08/13
票据推销,408,08/18
票据推销,373,08/23
票据推销,313,08/28
票据推销,466,08/33
票据推销,517,08/38
票据推销,516,08/43
票据推销,577,08/48
票据推销,533,08/53
票据推销,499,08/58
票据推销,534,09/03
票据推销,447,09/08
票据推销,469,09/13
票据推销,441,09/18
票据推销,379,09/23
票据推销,309,09/28
票据推销,433,09/33
票据推销,480,09/38
票据推销,546,09/43
票据推销,432,09/48
票据推销,308,09/53
票据推销,412,09/58
票据推销,395,10/03
票据推销,364,10/08
票据推销,292,10/13
票据推销,257,10/18
票据推销,354,10/23
票据推销,361,10/28
票据推销,422,10/33
票据推销,340,10/38
票据推销,314,10/43
票据推销,304,10/48
票据推销,326,10/53
票据推销,260,10/58
票据推销,189,11/03
票据推销,237,11/08
票据推销,243,11/13
票据推销,166,11/18
票据推销,164,11/23
票据推销,150,11/28
票据推销,145,11/33
票据推销,136,11/38
票据推销,186,11/43
票据推销,211,11/48
票据推销,229,11/53
票据推销,215,11/58
票据推销,181,12/03
票据推销,214,12/08
票据推销,183,12/13
票据推销,135,12/18
票据推销,210,12/23
票据推销,155,12/28
票据推销,142,12/33
票据推销,190,12/38
票据推销,97,12/43
票据推销,121,12/48
票据推销,154,12/53
票据推销,81,12/58
票据推销,104,13/03
票据推销,237,13/08
票据推销,101,13/13
票据推销,66,13/18
票据推销,137,13/23
票据推销,206,13/28
票据推销,117,13/33
票据推销,181,13/38
票据推销,143,13/43
票据推销,101,13/48
票据推销,115,13/53
票据推销,141,13/58
票据推销,87,14/03
票据推销,102,14/08
票据推销,122,14/13
票据推销,130,14/18
票据推销,118,14/23
票据推销,114,14/28
票据推销,67,14/33
票据推销,84,14/38
票据推销,98,14/43
票据推销,114,14/48
票据推销,114,14/53
票据推销,87,14/58
票据推销,86,15/03
票据推销,103,15/08
票据推销,66,15/13
票据推销,80,15/18
票据推销,82,15/23
票据推销,108,15/28
票据推销,93,15/33
票据推销,142,15/38
票据推销,97,15/43
票据推销,120,15/48
票据推销,58,15/53
票据推销,61,15/58
票据推销,135,16/03
票据推销,111,16/08
票据推销,152,16/13
票据推销,141,16/18
票据推销,135,16/23
票据推销,158,16/28
票据推销,223,16/33
票据推销,216,16/38
票据推销,251,16/43
票据推销,303,16/48
票据推销,274,16/53
票据推销,284,16/58
票据推销,289,17/03
票据推销,293,17/08
票据推销,327,17/13
票据推销,336,17/18
票据推销,383,17/23
票据推销,367,17/28
票据推销,445,17/33
票据推销,361,17/38
票据推销,330,17/43
票据推销,358,17/48
票据推销,398,17/53
票据推销,431,17/58
票据推销,493,18/03
票据推销,320,18/08
票据推销,467,18/13
票据推销,507,18/18
票据推销,400,18/23
票据推销,374,18/28
票据推销,374,18/33
票据推销,365,18/38
票据推销,376,18/43
票据推销,472,18/48
票据推销,459,18/53
票据推销,503,18/58
票据推销,410,19/03
票据推销,490,19/08
票据推销,342,19/13
票据推销,285,19/18
票据推销,396,19/23
票据推销,375,19/28
票据推销,458,19/33
票据推销,432,19/38
票据推销,446,19/43
票据推销,262,19/48
票据推销,220,19/53
票据推销,277,19/58
票据推销,308,20/03
票据推销,267,20/08
票据推销,179,20/13
票据推销,263,20/18
票据推销,187,20/23
票据推销,96,20/28
票据推销,142,20/33
票据推销,148,20/38
票据推销,106,20/43
票据推销,148,20/48
票据推销,107,20/53
票据推销,95,20/58
票据推销,130,21/03
票据推销,62,21/08
票据推销,42,21/13
票据推销,73,21/18
票据推销,36,21/23
票据推销,74,21/28
