key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,16,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,8,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,4,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,0,06/03
票据推销,0,06/08
票据推销,16,06/13
票据推销,18,06/18
票据推销,10,06/23
票据推销,40,06/28
票据推销,8,06/33
票据推销,24,06/38
票据推销,38,06/43
票据推销,92,06/48
票据推销,108,06/53
票据推销,168,06/58
票据推销,134,07/03
票据推销,78,07/08
票据推销,92,07/13
票据推销,120,07/18
票据推销,164,07/23
票据推销,176,07/28
票据推销,170,07/33
票据推销,262,07/38
票据推销,226,07/43
票据推销,178,07/48
票据推销,200,07/53
票据推销,254,07/58
票据推销,120,08/03
票据推销,202,08/08
票据推销,168,08/13
票据推销,210,08/18
票据推销,210,08/23
票据推销,178,08/28
票据推销,238,08/33
票据推销,260,08/38
票据推销,234,08/43
票据推销,170,08/48
票据推销,252,08/53
票据推销,350,08/58
票据推销,252,09/03
票据推销,464,09/08
票据推销,304,09/13
票据推销,270,09/18
票据推销,166,09/23
票据推销,320,09/28
票据推销,240,09/33
票据推销,168,09/38
票据推销,202,09/43
票据推销,194,09/48
票据推销,340,09/53
票据推销,304,09/58
票据推销,394,10/03
票据推销,166,10/08
票据推销,176,10/13
票据推销,112,10/18
票据推销,248,10/23
票据推销,158,10/28
票据推销,240,10/33
票据推销,254,10/38
票据推销,296,10/43
票据推销,244,10/48
票据推销,244,10/53
票据推销,394,10/58
票据推销,338,11/03
票据推销,158,11/08
票据推销,166,11/13
票据推销,346,11/18
票据推销,232,11/23
票据推销,180,11/28
票据推销,186,11/33
票据推销,218,11/38
票据推销,206,11/43
票据推销,126,11/48
票据推销,186,11/53
票据推销,206,11/58
票据推销,160,12/03
票据推销,222,12/08
票据推销,188,12/13
票据推销,252,12/18
票据推销,280,12/23
票据推销,242,12/28
票据推销,184,12/33
票据推销,142,12/38
票据推销,134,12/43
票据推销,100,12/48
票据推销,144,12/53
票据推销,172,12/58
票据推销,102,13/03
票据推销,118,13/08
票据推销,130,13/13
票据推销,180,13/18
票据推销,140,13/23
票据推销,222,13/28
票据推销,192,13/33
票据推销,154,13/38
票据推销,268,13/43
票据推销,158,13/48
票据推销,112,13/53
票据推销,174,13/58
票据推销,220,14/03
票据推销,92,14/08
票据推销,132,14/13
票据推销,94,14/18
票据推销,178,14/23
票据推销,146,14/28
票据推销,152,14/33
票据推销,100,14/38
票据推销,154,14/43
票据推销,224,14/48
票据推销,182,14/53
票据推销,196,14/58
票据推销,136,15/03
票据推销,186,15/08
票据推销,198,15/13
票据推销,104,15/18
票据推销,134,15/23
票据推销,286,15/28
票据推销,204,15/33
票据推销,124,15/38
票据推销,232,15/43
票据推销,244,15/48
票据推销,222,15/53
票据推销,112,15/58
票据推销,178,16/03
票据推销,434,16/08
票据推销,296,16/13
票据推销,406,16/18
票据推销,424,16/23
票据推销,352,16/28
票据推销,292,16/33
票据推销,270,16/38
票据推销,104,16/43
票据推销,82,16/48
票据推销,98,16/53
票据推销,162,16/58
票据推销,320,17/03
票据推销,280,17/08
票据推销,222,17/13
票据推销,226,17/18
票据推销,372,17/23
票据推销,234,17/28
票据推销,332,17/33
票据推销,184,17/38
票据推销,270,17/43
票据推销,184,17/48
票据推销,304,17/53
票据推销,318,17/58
票据推销,254,18/03
票据推销,108,18/08
票据推销,256,18/13
票据推销,222,18/18
票据推销,178,18/23
票据推销,220,18/28
票据推销,218,18/33
票据推销,194,18/38
票据推销,156,18/43
票据推销,154,18/48
票据推销,230,18/53
票据推销,124,18/58
票据推销,132,19/03
票据推销,248,19/08
票据推销,300,19/13
票据推销,188,19/18
票据推销,138,19/23
票据推销,188,19/28
票据推销,142,19/33
票据推销,130,19/38
票据推销,96,19/43
票据推销,124,19/48
票据推销,40,19/53
票据推销,78,19/58
