key,value,date
票据推销,11,00/03
票据推销,1,00/08
票据推销,1,00/13
票据推销,1,00/18
票据推销,2,00/23
票据推销,1,00/28
票据推销,3,00/33
票据推销,1,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,5,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,5,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,4,06/03
票据推销,0,06/08
票据推销,5,06/13
票据推销,7,06/18
票据推销,14,06/23
票据推销,27,06/28
票据推销,29,06/33
票据推销,83,06/38
票据推销,33,06/43
票据推销,19,06/48
票据推销,49,06/53
票据推销,65,06/58
票据推销,49,07/03
票据推销,81,07/08
票据推销,96,07/13
票据推销,62,07/18
票据推销,33,07/23
票据推销,77,07/28
票据推销,98,07/33
票据推销,94,07/38
票据推销,68,07/43
票据推销,29,07/48
票据推销,50,07/53
票据推销,81,07/58
票据推销,57,08/03
票据推销,58,08/08
票据推销,57,08/13
票据推销,87,08/18
票据推销,71,08/23
票据推销,83,08/28
票据推销,133,08/33
票据推销,81,08/38
票据推销,58,08/43
票据推销,68,08/48
票据推销,49,08/53
票据推销,37,08/58
票据推销,58,09/03
票据推销,52,09/08
票据推销,64,09/13
票据推销,42,09/18
票据推销,46,09/23
票据推销,47,09/28
票据推销,70,09/33
票据推销,36,09/38
票据推销,18,09/43
票据推销,37,09/48
票据推销,42,09/53
票据推销,23,09/58
票据推销,40,10/03
票据推销,17,10/08
票据推销,27,10/13
票据推销,44,10/18
票据推销,38,10/23
票据推销,44,10/28
票据推销,30,10/33
票据推销,39,10/38
票据推销,48,10/43
票据推销,26,10/48
票据推销,21,10/53
票据推销,50,10/58
票据推销,34,11/03
票据推销,16,11/08
票据推销,54,11/13
票据推销,61,11/18
票据推销,37,11/23
票据推销,26,11/28
票据推销,53,11/33
票据推销,36,11/38
票据推销,33,11/43
票据推销,16,11/48
票据推销,32,11/53
票据推销,27,11/58
票据推销,4,12/03
票据推销,52,12/08
票据推销,35,12/13
票据推销,20,12/18
票据推销,23,12/23
票据推销,48,12/28
票据推销,42,12/33
票据推销,40,12/38
票据推销,49,12/43
票据推销,36,12/48
票据推销,31,12/53
票据推销,33,12/58
票据推销,22,13/03
票据推销,9,13/08
票据推销,27,13/13
票据推销,15,13/18
票据推销,15,13/23
票据推销,50,13/28
票据推销,44,13/33
票据推销,52,13/38
票据推销,16,13/43
票据推销,23,13/48
票据推销,18,13/53
票据推销,10,13/58
票据推销,16,14/03
票据推销,35,14/08
票据推销,9,14/13
票据推销,32,14/18
票据推销,24,14/23
票据推销,39,14/28
票据推销,20,14/33
票据推销,49,14/38
票据推销,19,14/43
票据推销,14,14/48
票据推销,10,14/53
票据推销,10,14/58
票据推销,23,15/03
票据推销,14,15/08
票据推销,31,15/13
票据推销,7,15/18
票据推销,23,15/23
票据推销,26,15/28
票据推销,29,15/33
票据推销,7,15/38
票据推销,52,15/43
票据推销,14,15/48
票据推销,13,15/53
票据推销,16,15/58
票据推销,14,16/03
票据推销,33,16/08
票据推销,44,16/13
票据推销,75,16/18
票据推销,50,16/23
票据推销,51,16/28
票据推销,39,16/33
票据推销,41,16/38
票据推销,35,16/43
票据推销,36,16/48
票据推销,37,16/53
票据推销,28,16/58
票据推销,52,17/03
票据推销,28,17/08
票据推销,36,17/13
票据推销,12,17/18
票据推销,15,17/23
票据推销,22,17/28
票据推销,94,17/33
票据推销,48,17/38
票据推销,115,17/43
票据推销,96,17/48
票据推销,139,17/53
票据推销,108,17/58
票据推销,100,18/03
票据推销,119,18/08
票据推销,100,18/13
票据推销,111,18/18
票据推销,140,18/23
票据推销,92,18/28
票据推销,106,18/33
票据推销,110,18/38
票据推销,114,18/43
票据推销,114,18/48
票据推销,72,18/53
票据推销,106,18/58
票据推销,126,19/03
票据推销,67,19/08
票据推销,92,19/13
票据推销,51,19/18
票据推销,78,19/23
票据推销,95,19/28
票据推销,105,19/33
票据推销,79,19/38
票据推销,34,19/43
票据推销,17,19/48
票据推销,55,19/53
票据推销,37,19/58
票据推销,88,20/03
票据推销,58,20/08
票据推销,55,20/13
票据推销,66,20/18
票据推销,62,20/23
票据推销,34,20/28
票据推销,0,20/33
票据推销,9,20/38
票据推销,22,20/43
票据推销,7,20/48
票据推销,5,20/53
票据推销,5,20/58
票据推销,4,21/03
票据推销,5,21/08
票据推销,4,21/13
票据推销,16,21/18
票据推销,13,21/23
票据推销,5,21/28
票据推销,0,21/33
票据推销,0,21/38
票据推销,0,21/43
票据推销,0,21/48
票据推销,0,21/53
票据推销,0,21/58
票据推销,0,22/03
票据推销,5,22/08
票据推销,0,22/13
票据推销,0,22/18
票据推销,0,22/23
票据推销,0,22/28
票据推销,0,22/33
票据推销,0,22/38
票据推销,0,22/43
票据推销,0,22/48
票据推销,0,22/53
票据推销,0,22/58
票据推销,0,23/03
票据推销,0,23/08
票据推销,0,23/13
票据推销,0,23/18
票据推销,0,23/23
票据推销,0,23/28
票据推销,0,23/33
票据推销,0,23/38
票据推销,0,23/43
票据推销,0,23/48
票据推销,0,23/53
票据推销,0,23/58
色情欺诈,0,00/03
色情欺诈,0,00/08
色情欺诈,0,00/13
色情欺诈,0,00/18
色情欺诈,0,00/23
色情欺诈,0,00/28
色情欺诈,0,00/33
色情欺诈,0,00/38
色情欺诈,0,00/43
色情欺诈,0,00/48
色情欺诈,0,00/53
色情欺诈,0,00/58
色情欺诈,0,01/03
色情欺诈,0,01/08
色情欺诈,0,01/13
色情欺诈,0,01/18
色情欺诈,0,01/23
色情欺诈,0,01/28
色情欺诈,0,01/33
色情欺诈,0,01/38
色情欺诈,0,01/43
色情欺诈,0,01/48
