key,value,date
票据推销,0,00/03
票据推销,2,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,0,06/03
票据推销,0,06/08
票据推销,0,06/13
票据推销,0,06/18
票据推销,12,06/23
票据推销,15,06/28
票据推销,24,06/33
票据推销,27,06/38
票据推销,32,06/43
票据推销,36,06/48
票据推销,113,06/53
票据推销,60,06/58
票据推销,43,07/03
票据推销,32,07/08
票据推销,52,07/13
票据推销,11,07/18
票据推销,49,07/23
票据推销,47,07/28
票据推销,29,07/33
票据推销,50,07/38
票据推销,72,07/43
票据推销,51,07/48
票据推销,59,07/53
票据推销,78,07/58
票据推销,80,08/03
票据推销,76,08/08
票据推销,63,08/13
票据推销,30,08/18
票据推销,83,08/23
票据推销,82,08/28
票据推销,96,08/33
票据推销,90,08/38
票据推销,88,08/43
票据推销,90,08/48
票据推销,75,08/53
票据推销,54,08/58
票据推销,94,09/03
票据推销,141,09/08
票据推销,162,09/13
票据推销,24,09/18
票据推销,43,09/23
票据推销,38,09/28
票据推销,117,09/33
票据推销,41,09/38
票据推销,89,09/43
票据推销,68,09/48
票据推销,92,09/53
票据推销,93,09/58
票据推销,45,10/03
票据推销,99,10/08
票据推销,37,10/13
票据推销,29,10/18
票据推销,52,10/23
票据推销,34,10/28
票据推销,58,10/33
票据推销,30,10/38
票据推销,28,10/43
票据推销,35,10/48
票据推销,47,10/53
票据推销,57,10/58
票据推销,32,11/03
票据推销,56,11/08
票据推销,26,11/13
票据推销,14,11/18
票据推销,22,11/23
票据推销,18,11/28
票据推销,20,11/33
票据推销,27,11/38
票据推销,14,11/43
票据推销,10,11/48
票据推销,17,11/53
票据推销,17,11/58
票据推销,20,12/03
票据推销,12,12/08
票据推销,9,12/13
票据推销,20,12/18
票据推销,5,12/23
票据推销,42,12/28
票据推销,26,12/33
票据推销,63,12/38
票据推销,51,12/43
票据推销,32,12/48
票据推销,19,12/53
票据推销,18,12/58
票据推销,5,13/03
票据推销,9,13/08
票据推销,48,13/13
票据推销,42,13/18
票据推销,14,13/23
票据推销,10,13/28
票据推销,11,13/33
票据推销,30,13/38
票据推销,26,13/43
票据推销,8,13/48
票据推销,0,13/53
票据推销,12,13/58
票据推销,19,14/03
票据推销,25,14/08
票据推销,49,14/13
