key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,2,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,5,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,3,02/23
票据推销,0,02/28
票据推销,15,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,5,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,5,04/08
票据推销,0,04/13
票据推销,12,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,6,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,3,05/58
票据推销,9,06/03
票据推销,13,06/08
票据推销,12,06/13
票据推销,58,06/18
票据推销,23,06/23
票据推销,5,06/28
票据推销,18,06/33
票据推销,30,06/38
票据推销,16,06/43
票据推销,16,06/48
票据推销,77,06/53
票据推销,45,06/58
票据推销,62,07/03
票据推销,80,07/08
票据推销,41,07/13
票据推销,57,07/18
票据推销,47,07/23
票据推销,60,07/28
票据推销,75,07/33
票据推销,46,07/38
票据推销,106,07/43
票据推销,87,07/48
票据推销,38,07/53
票据推销,43,07/58
票据推销,91,08/03
票据推销,88,08/08
票据推销,174,08/13
票据推销,79,08/18
票据推销,117,08/23
票据推销,212,08/28
票据推销,164,08/33
票据推销,108,08/38
票据推销,143,08/43
票据推销,124,08/48
票据推销,137,08/53
票据推销,106,08/58
票据推销,111,09/03
票据推销,146,09/08
票据推销,127,09/13
票据推销,158,09/18
票据推销,142,09/23
票据推销,131,09/28
票据推销,117,09/33
票据推销,111,09/38
票据推销,145,09/43
票据推销,180,09/48
票据推销,90,09/53
票据推销,112,09/58
票据推销,118,10/03
票据推销,111,10/08
票据推销,118,10/13
票据推销,112,10/18
票据推销,106,10/23
票据推销,151,10/28
票据推销,165,10/33
票据推销,144,10/38
票据推销,136,10/43
票据推销,176,10/48
票据推销,214,10/53
票据推销,190,10/58
票据推销,227,11/03
票据推销,262,11/08
票据推销,156,11/13
票据推销,217,11/18
票据推销,196,11/23
票据推销,121,11/28
票据推销,210,11/33
票据推销,88,11/38
票据推销,103,11/43
票据推销,101,11/48
票据推销,89,11/53
票据推销,78,11/58
票据推销,99,12/03
票据推销,54,12/08
票据推销,124,12/13
票据推销,104,12/18
票据推销,44,12/23
票据推销,102,12/28
票据推销,79,12/33
票据推销,93,12/38
票据推销,87,12/43
票据推销,90,12/48
票据推销,87,12/53
票据推销,109,12/58
票据推销,59,13/03
票据推销,107,13/08
票据推销,95,13/13
票据推销,108,13/18
票据推销,93,13/23
票据推销,107,13/28
票据推销,57,13/33
票据推销,80,13/38
票据推销,67,13/43
票据推销,84,13/48
票据推销,73,13/53
票据推销,65,13/58
票据推销,92,14/03
票据推销,115,14/08
票据推销,165,14/13
票据推销,132,14/18
票据推销,161,14/23
票据推销,86,14/28
票据推销,136,14/33
票据推销,123,14/38
票据推销,134,14/43
票据推销,112,14/48
票据推销,106,14/53
票据推销,177,14/58
票据推销,137,15/03
票据推销,130,15/08
票据推销,159,15/13
票据推销,153,15/18
票据推销,148,15/23
票据推销,155,15/28
票据推销,118,15/33
票据推销,112,15/38
票据推销,168,15/43
票据推销,103,15/48
票据推销,110,15/53
票据推销,98,15/58
票据推销,124,16/03
票据推销,148,16/08
票据推销,135,16/13
票据推销,138,16/18
票据推销,165,16/23
票据推销,149,16/28
票据推销,111,16/33
票据推销,205,16/38
票据推销,191,16/43
票据推销,144,16/48
票据推销,227,16/53
票据推销,181,16/58
票据推销,131,17/03
票据推销,190,17/08
票据推销,248,17/13
票据推销,209,17/18
票据推销,182,17/23
票据推销,220,17/28
票据推销,285,17/33
票据推销,170,17/38
票据推销,329,17/43
票据推销,227,17/48
票据推销,204,17/53
票据推销,306,17/58
票据推销,241,18/03
票据推销,189,18/08
票据推销,206,18/13
票据推销,204,18/18
票据推销,205,18/23
票据推销,217,18/28
票据推销,317,18/33
票据推销,177,18/38
票据推销,239,18/43
票据推销,228,18/48
票据推销,288,18/53
票据推销,275,18/58
票据推销,192,19/03
票据推销,204,19/08
票据推销,282,19/13
票据推销,259,19/18
票据推销,160,19/23
票据推销,171,19/28
票据推销,142,19/33
票据推销,164,19/38
票据推销,162,19/43
票据推销,177,19/48
票据推销,168,19/53
票据推销,162,19/58
