key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,13,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,8,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,3,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,5,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,9,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,16,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,7,05/53
票据推销,10,05/58
票据推销,0,06/03
票据推销,31,06/08
票据推销,14,06/13
票据推销,24,06/18
票据推销,9,06/23
票据推销,5,06/28
票据推销,38,06/33
票据推销,77,06/38
票据推销,31,06/43
票据推销,38,06/48
票据推销,43,06/53
票据推销,85,06/58
票据推销,65,07/03
票据推销,99,07/08
票据推销,107,07/13
票据推销,155,07/18
票据推销,152,07/23
票据推销,167,07/28
票据推销,128,07/33
票据推销,133,07/38
票据推销,191,07/43
票据推销,226,07/48
票据推销,202,07/53
票据推销,165,07/58
票据推销,221,08/03
票据推销,226,08/08
票据推销,152,08/13
票据推销,186,08/18
票据推销,208,08/23
票据推销,251,08/28
票据推销,282,08/33
票据推销,231,08/38
票据推销,286,08/43
票据推销,295,08/48
票据推销,228,08/53
票据推销,242,08/58
票据推销,227,09/03
票据推销,221,09/08
票据推销,250,09/13
票据推销,216,09/18
票据推销,122,09/23
票据推销,140,09/28
票据推销,117,09/33
票据推销,68,09/38
票据推销,143,09/43
票据推销,182,09/48
票据推销,210,09/53
票据推销,217,09/58
票据推销,174,10/03
票据推销,243,10/08
票据推销,269,10/13
票据推销,199,10/18
票据推销,215,10/23
票据推销,175,10/28
票据推销,169,10/33
票据推销,221,10/38
票据推销,312,10/43
票据推销,312,10/48
票据推销,219,10/53
票据推销,173,10/58
票据推销,245,11/03
票据推销,141,11/08
票据推销,172,11/13
票据推销,249,11/18
票据推销,193,11/23
票据推销,227,11/28
票据推销,243,11/33
票据推销,161,11/38
票据推销,182,11/43
票据推销,290,11/48
票据推销,316,11/53
票据推销,239,11/58
票据推销,137,12/03
票据推销,77,12/08
票据推销,88,12/13
票据推销,129,12/18
票据推销,104,12/23
票据推销,130,12/28
票据推销,88,12/33
票据推销,98,12/38
票据推销,159,12/43
票据推销,125,12/48
票据推销,121,12/53
票据推销,114,12/58
票据推销,67,13/03
票据推销,110,13/08
票据推销,112,13/13
票据推销,64,13/18
票据推销,80,13/23
票据推销,107,13/28
票据推销,94,13/33
票据推销,82,13/38
票据推销,58,13/43
票据推销,88,13/48
票据推销,79,13/53
票据推销,128,13/58
票据推销,95,14/03
票据推销,114,14/08
票据推销,106,14/13
票据推销,33,14/18
票据推销,87,14/23
票据推销,53,14/28
票据推销,74,14/33
票据推销,82,14/38
票据推销,72,14/43
票据推销,93,14/48
票据推销,93,14/53
票据推销,57,14/58
票据推销,122,15/03
票据推销,116,15/08
票据推销,142,15/13
票据推销,130,15/18
票据推销,117,15/23
票据推销,114,15/28
票据推销,96,15/33
票据推销,123,15/38
票据推销,95,15/43
票据推销,125,15/48
票据推销,118,15/53
票据推销,107,15/58
票据推销,87,16/03
票据推销,79,16/08
票据推销,93,16/13
票据推销,98,16/18
票据推销,97,16/23
票据推销,82,16/28
票据推销,183,16/33
票据推销,220,16/38
票据推销,229,16/43
票据推销,342,16/48
票据推销,227,16/53
票据推销,208,16/58
票据推销,181,17/03
票据推销,325,17/08
票据推销,287,17/13
票据推销,251,17/18
票据推销,322,17/23
票据推销,350,17/28
票据推销,280,17/33
票据推销,346,17/38
票据推销,388,17/43
票据推销,311,17/48
票据推销,369,17/53
票据推销,330,17/58
票据推销,261,18/03
票据推销,320,18/08
票据推销,384,18/13
票据推销,393,18/18
票据推销,354,18/23
票据推销,377,18/28
票据推销,378,18/33
票据推销,302,18/38
票据推销,373,18/43
票据推销,354,18/48
票据推销,350,18/53
票据推销,234,18/58
票据推销,228,19/03
票据推销,194,19/08
票据推销,283,19/13
票据推销,165,19/18
票据推销,237,19/23
票据推销,156,19/28
票据推销,221,19/33
票据推销,157,19/38
票据推销,185,19/43
票据推销,202,19/48
票据推销,174,19/53
票据推销,178,19/58
