key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,4,01/33
票据推销,9,01/38
票据推销,10,01/43
票据推销,8,01/48
票据推销,0,01/53
票据推销,5,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,4,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,7,06/03
票据推销,5,06/08
票据推销,8,06/13
票据推销,34,06/18
票据推销,37,06/23
票据推销,34,06/28
票据推销,27,06/33
票据推销,36,06/38
票据推销,59,06/43
票据推销,76,06/48
票据推销,37,06/53
票据推销,57,06/58
票据推销,54,07/03
票据推销,79,07/08
票据推销,57,07/13
票据推销,42,07/18
票据推销,49,07/23
票据推销,75,07/28
票据推销,65,07/33
票据推销,72,07/38
票据推销,75,07/43
票据推销,57,07/48
票据推销,56,07/53
票据推销,14,07/58
票据推销,75,08/03
票据推销,146,08/08
票据推销,115,08/13
票据推销,106,08/18
票据推销,139,08/23
票据推销,142,08/28
票据推销,193,08/33
票据推销,130,08/38
票据推销,103,08/43
票据推销,52,08/48
票据推销,121,08/53
票据推销,56,08/58
票据推销,110,09/03
票据推销,83,09/08
票据推销,86,09/13
票据推销,80,09/18
票据推销,105,09/23
票据推销,69,09/28
票据推销,80,09/33
票据推销,101,09/38
票据推销,104,09/43
票据推销,86,09/48
票据推销,80,09/53
票据推销,56,09/58
票据推销,90,10/03
票据推销,70,10/08
票据推销,38,10/13
票据推销,73,10/18
票据推销,92,10/23
票据推销,98,10/28
票据推销,77,10/33
票据推销,96,10/38
票据推销,68,10/43
票据推销,95,10/48
票据推销,85,10/53
票据推销,69,10/58
票据推销,74,11/03
票据推销,104,11/08
票据推销,46,11/13
票据推销,64,11/18
票据推销,118,11/23
票据推销,62,11/28
票据推销,64,11/33
票据推销,86,11/38
票据推销,97,11/43
票据推销,87,11/48
票据推销,70,11/53
票据推销,33,11/58
票据推销,104,12/03
票据推销,132,12/08
票据推销,113,12/13
票据推销,121,12/18
票据推销,89,12/23
票据推销,117,12/28
票据推销,75,12/33
票据推销,77,12/38
票据推销,50,12/43
票据推销,50,12/48
票据推销,53,12/53
票据推销,88,12/58
票据推销,53,13/03
票据推销,168,13/08
票据推销,149,13/13
票据推销,71,13/18
票据推销,58,13/23
票据推销,99,13/28
票据推销,76,13/33
票据推销,85,13/38
票据推销,62,13/43
票据推销,44,13/48
票据推销,60,13/53
票据推销,83,13/58
票据推销,69,14/03
票据推销,46,14/08
票据推销,66,14/13
票据推销,68,14/18
票据推销,53,14/23
票据推销,22,14/28
票据推销,40,14/33
票据推销,64,14/38
票据推销,71,14/43
票据推销,71,14/48
票据推销,111,14/53
票据推销,77,14/58
票据推销,38,15/03
票据推销,44,15/08
票据推销,69,15/13
票据推销,43,15/18
票据推销,141,15/23
票据推销,128,15/28
票据推销,85,15/33
票据推销,134,15/38
票据推销,123,15/43
票据推销,96,15/48
票据推销,83,15/53
票据推销,83,15/58
票据推销,68,16/03
票据推销,140,16/08
票据推销,110,16/13
票据推销,160,16/18
票据推销,186,16/23
票据推销,123,16/28
票据推销,152,16/33
票据推销,112,16/38
票据推销,159,16/43
票据推销,74,16/48
票据推销,121,16/53
票据推销,114,16/58
票据推销,153,17/03
票据推销,169,17/08
票据推销,122,17/13
票据推销,163,17/18
票据推销,133,17/23
票据推销,204,17/28
票据推销,157,17/33
票据推销,137,17/38
票据推销,148,17/43
票据推销,117,17/48
票据推销,144,17/53
票据推销,141,17/58
票据推销,110,18/03
票据推销,218,18/08
票据推销,176,18/13
票据推销,132,18/18
票据推销,89,18/23
票据推销,178,18/28
票据推销,161,18/33
票据推销,151,18/38
票据推销,182,18/43
票据推销,154,18/48
票据推销,192,18/53
票据推销,128,18/58
票据推销,124,19/03
票据推销,103,19/08
票据推销,86,19/13
票据推销,128,19/18
票据推销,133,19/23
票据推销,160,19/28
票据推销,102,19/33
票据推销,84,19/38
票据推销,136,19/43
票据推销,103,19/48
票据推销,155,19/53
票据推销,91,19/58
