key,value,date
票据推销,0,00/03
票据推销,1,00/08
票据推销,0,00/13
票据推销,5,00/18
票据推销,5,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,5,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,4,05/23
票据推销,0,05/28
票据推销,2,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,3,06/03
票据推销,15,06/08
票据推销,21,06/13
票据推销,22,06/18
票据推销,54,06/23
票据推销,48,06/28
票据推销,84,06/33
票据推销,99,06/38
票据推销,73,06/43
票据推销,192,06/48
票据推销,136,06/53
票据推销,148,06/58
票据推销,264,07/03
票据推销,346,07/08
票据推销,367,07/13
票据推销,305,07/18
票据推销,287,07/23
票据推销,351,07/28
票据推销,209,07/33
票据推销,301,07/38
票据推销,289,07/43
票据推销,344,07/48
票据推销,401,07/53
票据推销,328,07/58
票据推销,395,08/03
票据推销,393,08/08
票据推销,349,08/13
票据推销,397,08/18
票据推销,413,08/23
票据推销,358,08/28
票据推销,582,08/33
票据推销,489,08/38
票据推销,445,08/43
票据推销,529,08/48
票据推销,443,08/53
票据推销,511,08/58
票据推销,497,09/03
票据推销,341,09/08
票据推销,374,09/13
票据推销,340,09/18
票据推销,473,09/23
票据推销,385,09/28
票据推销,343,09/33
票据推销,298,09/38
票据推销,238,09/43
票据推销,282,09/48
票据推销,236,09/53
票据推销,277,09/58
票据推销,337,10/03
票据推销,207,10/08
票据推销,265,10/13
票据推销,258,10/18
票据推销,367,10/23
票据推销,262,10/28
票据推销,244,10/33
票据推销,357,10/38
票据推销,244,10/43
票据推销,194,10/48
票据推销,234,10/53
票据推销,264,10/58
票据推销,255,11/03
票据推销,279,11/08
票据推销,167,11/13
票据推销,178,11/18
票据推销,243,11/23
票据推销,254,11/28
票据推销,286,11/33
票据推销,286,11/38
票据推销,170,11/43
票据推销,174,11/48
票据推销,246,11/53
票据推销,275,11/58
票据推销,296,12/03
票据推销,204,12/08
票据推销,180,12/13
票据推销,134,12/18
票据推销,88,12/23
票据推销,135,12/28
票据推销,137,12/33
票据推销,117,12/38
票据推销,166,12/43
票据推销,146,12/48
票据推销,132,12/53
票据推销,154,12/58
票据推销,114,13/03
票据推销,145,13/08
票据推销,187,13/13
票据推销,184,13/18
票据推销,101,13/23
票据推销,113,13/28
票据推销,127,13/33
票据推销,106,13/38
票据推销,131,13/43
票据推销,139,13/48
票据推销,184,13/53
票据推销,179,13/58
票据推销,85,14/03
票据推销,102,14/08
票据推销,102,14/13
票据推销,124,14/18
票据推销,93,14/23
票据推销,120,14/28
票据推销,83,14/33
票据推销,84,14/38
票据推销,96,14/43
票据推销,86,14/48
票据推销,116,14/53
票据推销,101,14/58
票据推销,151,15/03
票据推销,117,15/08
票据推销,112,15/13
票据推销,97,15/18
票据推销,130,15/23
票据推销,80,15/28
票据推销,65,15/33
票据推销,141,15/38
票据推销,100,15/43
票据推销,77,15/48
票据推销,73,15/53
票据推销,52,15/58
票据推销,86,16/03
票据推销,127,16/08
票据推销,107,16/13
票据推销,50,16/18
票据推销,128,16/23
票据推销,225,16/28
票据推销,213,16/33
票据推销,213,16/38
票据推销,209,16/43
票据推销,219,16/48
票据推销,290,16/53
票据推销,326,16/58
票据推销,264,17/03
票据推销,218,17/08
票据推销,328,17/13
票据推销,273,17/18
票据推销,334,17/23
票据推销,362,17/28
票据推销,430,17/33
票据推销,434,17/38
票据推销,478,17/43
票据推销,494,17/48
票据推销,403,17/53
票据推销,379,17/58
票据推销,372,18/03
票据推销,329,18/08
票据推销,390,18/13
票据推销,347,18/18
票据推销,400,18/23
票据推销,371,18/28
票据推销,346,18/33
票据推销,314,18/38
票据推销,327,18/43
票据推销,416,18/48
票据推销,550,18/53
票据推销,487,18/58
票据推销,510,19/03
票据推销,311,19/08
票据推销,301,19/13
票据推销,340,19/18
票据推销,291,19/23
票据推销,251,19/28
票据推销,206,19/33
票据推销,217,19/38
票据推销,321,19/43
票据推销,267,19/48
票据推销,308,19/53
票据推销,211,19/58
票据推销,124,20/03
票据推销,180,20/08
票据推销,103,20/13
票据推销,185,20/18
票据推销,183,20/23
票据推销,132,20/28
票据推销,178,20/33
票据推销,162,20/38
票据推销,89,20/43
票据推销,65,20/48
票据推销,39,20/53
票据推销,34,20/58
票据推销,39,21/03
票据推销,34,21/08
票据推销,29,21/13
