key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,3,00/13
票据推销,1,00/18
票据推销,0,00/23
票据推销,2,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,2,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,0,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,0,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,0,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,1,05/58
票据推销,0,06/03
票据推销,3,06/08
票据推销,32,06/13
票据推销,5,06/18
票据推销,13,06/23
票据推销,23,06/28
票据推销,18,06/33
票据推销,20,06/38
票据推销,27,06/43
票据推销,84,06/48
票据推销,18,06/53
票据推销,49,06/58
票据推销,61,07/03
票据推销,50,07/08
票据推销,47,07/13
票据推销,37,07/18
票据推销,44,07/23
票据推销,103,07/28
票据推销,111,07/33
票据推销,87,07/38
票据推销,150,07/43
票据推销,69,07/48
票据推销,138,07/53
票据推销,99,07/58
票据推销,188,08/03
票据推销,242,08/08
票据推销,157,08/13
票据推销,103,08/18
票据推销,223,08/23
票据推销,176,08/28
票据推销,280,08/33
票据推销,264,08/38
票据推销,287,08/43
票据推销,324,08/48
票据推销,321,08/53
票据推销,348,08/58
票据推销,319,09/03
票据推销,323,09/08
票据推销,335,09/13
票据推销,303,09/18
票据推销,346,09/23
票据推销,298,09/28
票据推销,264,09/33
票据推销,237,09/38
票据推销,193,09/43
票据推销,311,09/48
票据推销,254,09/53
票据推销,242,09/58
票据推销,305,10/03
票据推销,284,10/08
票据推销,448,10/13
票据推销,321,10/18
票据推销,276,10/23
票据推销,359,10/28
票据推销,239,10/33
票据推销,339,10/38
票据推销,311,10/43
票据推销,266,10/48
票据推销,312,10/53
票据推销,262,10/58
票据推销,283,11/03
票据推销,334,11/08
票据推销,293,11/13
票据推销,309,11/18
票据推销,337,11/23
票据推销,288,11/28
票据推销,272,11/33
票据推销,267,11/38
票据推销,226,11/43
票据推销,206,11/48
票据推销,214,11/53
票据推销,100,11/58
票据推销,118,12/03
票据推销,128,12/08
票据推销,102,12/13
票据推销,96,12/18
票据推销,91,12/23
票据推销,98,12/28
票据推销,181,12/33
票据推销,108,12/38
票据推销,124,12/43
票据推销,103,12/48
票据推销,180,12/53
票据推销,145,12/58
票据推销,128,13/03
票据推销,76,13/08
票据推销,104,13/13
票据推销,91,13/18
票据推销,59,13/23
票据推销,79,13/28
票据推销,124,13/33
票据推销,84,13/38
票据推销,59,13/43
票据推销,85,13/48
票据推销,102,13/53
票据推销,114,13/58
票据推销,77,14/03
票据推销,115,14/08
票据推销,126,14/13
票据推销,72,14/18
票据推销,151,14/23
票据推销,161,14/28
票据推销,99,14/33
票据推销,120,14/38
票据推销,218,14/43
票据推销,236,14/48
票据推销,181,14/53
票据推销,169,14/58
票据推销,163,15/03
票据推销,153,15/08
票据推销,176,15/13
票据推销,140,15/18
票据推销,198,15/23
票据推销,132,15/28
票据推销,174,15/33
票据推销,97,15/38
票据推销,83,15/43
票据推销,91,15/48
票据推销,92,15/53
票据推销,56,15/58
票据推销,155,16/03
票据推销,146,16/08
票据推销,108,16/13
票据推销,228,16/18
票据推销,149,16/23
票据推销,106,16/28
票据推销,143,16/33
票据推销,223,16/38
票据推销,180,16/43
票据推销,155,16/48
票据推销,121,16/53
票据推销,109,16/58
票据推销,48,17/03
票据推销,126,17/08
票据推销,88,17/13
票据推销,103,17/18
票据推销,176,17/23
票据推销,112,17/28
票据推销,80,17/33
票据推销,88,17/38
票据推销,115,17/43
票据推销,59,17/48
票据推销,154,17/53
票据推销,141,17/58
票据推销,140,18/03
票据推销,115,18/08
票据推销,166,18/13
票据推销,206,18/18
票据推销,193,18/23
票据推销,148,18/28
票据推销,96,18/33
票据推销,158,18/38
票据推销,112,18/43
票据推销,110,18/48
票据推销,126,18/53
票据推销,61,18/58
票据推销,109,19/03
票据推销,115,19/08
票据推销,54,19/13
票据推销,81,19/18
票据推销,41,19/23
票据推销,99,19/28
票据推销,124,19/33
票据推销,90,19/38
票据推销,68,19/43
票据推销,85,19/48
票据推销,56,19/53
票据推销,23,19/58
