key,value,date
票据推销,0,00/03
票据推销,0,00/08
票据推销,0,00/13
票据推销,0,00/18
票据推销,0,00/23
票据推销,0,00/28
票据推销,0,00/33
票据推销,0,00/38
票据推销,0,00/43
票据推销,0,00/48
票据推销,0,00/53
票据推销,0,00/58
票据推销,0,01/03
票据推销,0,01/08
票据推销,0,01/13
票据推销,0,01/18
票据推销,0,01/23
票据推销,0,01/28
票据推销,0,01/33
票据推销,0,01/38
票据推销,0,01/43
票据推销,0,01/48
票据推销,0,01/53
票据推销,0,01/58
票据推销,0,02/03
票据推销,0,02/08
票据推销,0,02/13
票据推销,0,02/18
票据推销,0,02/23
票据推销,0,02/28
票据推销,0,02/33
票据推销,0,02/38
票据推销,0,02/43
票据推销,0,02/48
票据推销,0,02/53
票据推销,5,02/58
票据推销,0,03/03
票据推销,0,03/08
票据推销,0,03/13
票据推销,0,03/18
票据推销,0,03/23
票据推销,0,03/28
票据推销,0,03/33
票据推销,0,03/38
票据推销,0,03/43
票据推销,0,03/48
票据推销,0,03/53
票据推销,0,03/58
票据推销,0,04/03
票据推销,2,04/08
票据推销,0,04/13
票据推销,0,04/18
票据推销,0,04/23
票据推销,0,04/28
票据推销,0,04/33
票据推销,0,04/38
票据推销,0,04/43
票据推销,0,04/48
票据推销,0,04/53
票据推销,0,04/58
票据推销,0,05/03
票据推销,0,05/08
票据推销,0,05/13
票据推销,5,05/18
票据推销,0,05/23
票据推销,0,05/28
票据推销,0,05/33
票据推销,0,05/38
票据推销,0,05/43
票据推销,0,05/48
票据推销,0,05/53
票据推销,0,05/58
票据推销,0,06/03
票据推销,0,06/08
票据推销,8,06/13
票据推销,12,06/18
票据推销,23,06/23
票据推销,11,06/28
票据推销,4,06/33
票据推销,12,06/38
票据推销,47,06/43
票据推销,0,06/48
票据推销,20,06/53
票据推销,14,06/58
票据推销,37,07/03
票据推销,38,07/08
票据推销,63,07/13
票据推销,46,07/18
票据推销,60,07/23
票据推销,42,07/28
票据推销,39,07/33
票据推销,42,07/38
票据推销,67,07/43
票据推销,72,07/48
票据推销,62,07/53
票据推销,49,07/58
票据推销,58,08/03
票据推销,50,08/08
票据推销,61,08/13
票据推销,39,08/18
票据推销,17,08/23
票据推销,26,08/28
票据推销,32,08/33
票据推销,46,08/38
票据推销,25,08/43
票据推销,9,08/48
票据推销,51,08/53
票据推销,26,08/58
票据推销,44,09/03
票据推销,26,09/08
票据推销,29,09/13
票据推销,29,09/18
票据推销,24,09/23
票据推销,21,09/28
票据推销,60,09/33
票据推销,40,09/38
票据推销,39,09/43
票据推销,50,09/48
票据推销,43,09/53
票据推销,44,09/58
票据推销,40,10/03
票据推销,42,10/08
票据推销,97,10/13
票据推销,63,10/18
票据推销,54,10/23
票据推销,39,10/28
票据推销,52,10/33
票据推销,23,10/38
票据推销,21,10/43
票据推销,39,10/48
票据推销,9,10/53
票据推销,17,10/58
票据推销,43,11/03
票据推销,18,11/08
票据推销,56,11/13
票据推销,49,11/18
票据推销,19,11/23
票据推销,44,11/28
票据推销,27,11/33
票据推销,23,11/38
票据推销,43,11/43
票据推销,42,11/48
票据推销,22,11/53
票据推销,26,11/58
票据推销,32,12/03
票据推销,35,12/08
票据推销,14,12/13
票据推销,28,12/18
票据推销,10,12/23
票据推销,15,12/28
票据推销,28,12/33
票据推销,32,12/38
票据推销,42,12/43
票据推销,48,12/48
票据推销,12,12/53
票据推销,29,12/58
票据推销,29,13/03
票据推销,51,13/08
票据推销,65,13/13
票据推销,73,13/18
票据推销,42,13/23
票据推销,22,13/28
票据推销,29,13/33
票据推销,9,13/38
票据推销,35,13/43
票据推销,28,13/48
票据推销,23,13/53
票据推销,43,13/58
票据推销,11,14/03
票据推销,9,14/08
票据推销,5,14/13
票据推销,14,14/18
票据推销,7,14/23
票据推销,14,14/28
票据推销,14,14/33
票据推销,6,14/38
票据推销,18,14/43
票据推销,0,14/48
票据推销,3,14/53
票据推销,15,14/58
票据推销,14,15/03
票据推销,2,15/08
票据推销,10,15/13
票据推销,9,15/18
票据推销,19,15/23
票据推销,14,15/28
票据推销,4,15/33
票据推销,16,15/38
票据推销,10,15/43
票据推销,9,15/48
票据推销,26,15/53
票据推销,45,15/58
票据推销,21,16/03
票据推销,23,16/08
票据推销,7,16/13
票据推销,13,16/18
票据推销,35,16/23
票据推销,20,16/28
票据推销,29,16/33
票据推销,32,16/38
票据推销,29,16/43
票据推销,22,16/48
票据推销,52,16/53
票据推销,57,16/58
票据推销,74,17/03
票据推销,33,17/08
票据推销,75,17/13
票据推销,109,17/18
票据推销,72,17/23
票据推销,58,17/28
票据推销,113,17/33
票据推销,64,17/38
票据推销,97,17/43
票据推销,125,17/48
票据推销,88,17/53
票据推销,77,17/58
票据推销,86,18/03
票据推销,72,18/08
票据推销,56,18/13
票据推销,105,18/18
票据推销,159,18/23
票据推销,87,18/28
票据推销,99,18/33
票据推销,97,18/38
票据推销,97,18/43
票据推销,61,18/48
票据推销,61,18/53
票据推销,66,18/58
票据推销,83,19/03
票据推销,43,19/08
票据推销,83,19/13
票据推销,127,19/18
票据推销,63,19/23
票据推销,46,19/28
票据推销,74,19/33
票据推销,60,19/38
票据推销,110,19/43
票据推销,64,19/48
票据推销,47,19/53
票据推销,14,19/58
