time,票据推销,色情欺诈,卡贷诱骗,商务广告
214,62,0,58,0
217,22,0,0,0
218,132,0,0,0
219,34,0,3,0
220,25,0,7,0
221,68,0,51,0
223,33,0,38,0
224,27,0,64,0
225,6,0,98,0
226,62,0,96,0
227,33,0,194,2
228,52,0,198,1
229,11,0,94,0
230,20,0,121,0
231,73,0,148,0
232,58,0,95,0
233,43,0,77,3
234,46,0,97,0
235,28,0,35,0
237,3,0,96,0
239,113,0,4,0
240,105,0,0,0
241,66,0,4,0
242,102,0,0,0
243,109,0,0,0
244,54,0,0,0
245,18,0,0,0
246,76,0,0,0
247,55,0,0,0
248,101,0,3,0
249,43,0,0,0
251,11,0,0,0
252,24,0,0,0
253,34,0,0,0
254,14,0,0,0
256,18,0,0,0
260,20,0,0,0
263,5,0,0,0
264,11,0,0,0
