time,票据推销,色情欺诈,卡贷诱骗,商务广告
170,60,0,3,0
172,8,0,0,0
173,35,0,12,4
174,0,0,14,4
175,4,0,15,5
176,9,0,37,0
177,10,0,67,0
180,19,0,27,0
182,105,0,35,0
183,19,0,53,0
184,37,0,90,0
185,37,0,60,0
186,64,0,63,0
187,48,0,32,0
188,29,0,92,0
189,23,0,58,0
190,16,0,62,0
191,14,0,71,0
192,28,0,97,0
193,4,0,98,0
194,22,0,67,0
195,4,0,66,0
196,2,0,133,0
197,24,0,96,2
198,17,0,90,0
199,28,0,107,0
200,9,0,57,0
203,31,0,96,0
204,19,0,93,0
205,36,0,37,0
207,44,0,69,0
211,59,0,119,0
212,129,0,51,0
213,126,0,35,0
215,122,0,137,0
216,119,0,147,0
217,70,0,89,0
218,67,0,102,0
219,49,0,164,0
220,46,0,94,0
221,75,0,93,0
222,171,0,214,0
223,72,0,11,0
225,166,0,0,0
229,126,0,0,0
