time,票据推销,色情欺诈,卡贷诱骗,商务广告
209,4,0,31,0
210,38,0,41,0
211,46,0,20,3
212,24,0,22,5
213,64,0,12,10
214,13,0,61,5
215,16,0,0,0
216,26,0,11,0
217,49,0,0,0
218,55,0,0,0
219,52,0,0,2
222,34,0,0,1
223,41,0,0,0
225,22,0,0,0
227,23,0,0,0
229,36,2,1,1
231,41,63,4,0
232,74,57,0,0
233,35,37,0,17
234,9,93,1,17
235,25,58,0,0
236,6,72,19,2
237,46,47,0,0
238,27,37,0,4
239,0,88,0,14
241,15,12,0,7
242,13,54,0,1
243,27,89,0,8
244,2,46,0,0
245,0,19,0,0
246,7,22,3,0
247,0,30,0,5
248,4,34,0,0
249,0,26,0,14
250,0,50,0,11
251,0,70,0,0
252,2,46,0,0
253,14,43,0,0
255,4,13,0,0
257,4,32,0,0
258,0,83,0,0
259,0,76,0,0
260,0,51,0,0
261,0,56,0,0
262,0,85,0,0
263,0,68,0,0
264,0,59,0,0
265,0,116,0,0
266,10,63,0,0
267,17,100,0,0
268,13,42,0,0
269,40,53,0,0
270,13,90,0,0
271,11,98,0,0
272,11,72,0,0
273,14,71,0,0
274,7,4,0,0
277,10,24,0,0
278,0,24,0,0
279,0,102,0,0
280,4,148,0,0
281,0,54,0,0
282,1,52,0,0
283,5,87,0,0
284,0,60,0,0
285,0,77,0,0
286,0,53,0,0
287,0,20,0,0
