time,票据推销,色情欺诈,卡贷诱骗,商务广告
78,29,0,0,0
79,19,0,0,0
81,35,0,6,0
82,16,0,5,0
83,50,0,31,0
84,37,5,11,0
85,38,0,0,0
86,47,0,15,0
87,37,0,9,0
89,47,0,1,0
90,74,0,0,0
91,50,0,0,0
92,40,0,0,0
94,87,0,0,0
96,87,0,3,0
97,79,0,5,0
100,70,0,22,0
102,115,0,5,1
104,121,0,6,0
105,152,0,15,0
106,74,0,16,0
107,88,0,8,0
108,104,0,8,0
109,104,0,7,0
110,119,0,13,0
111,113,0,0,0
112,79,0,3,0
114,134,0,7,0
115,153,0,0,0
116,178,0,18,0
117,175,0,7,0
118,135,0,36,0
119,124,0,35,6
120,148,0,32,3
122,107,0,23,0
123,83,0,91,0
124,230,0,95,0
125,109,0,77,1
126,164,0,100,0
127,85,0,40,0
128,116,0,79,6
130,132,0,172,0
131,110,0,171,1
132,119,0,66,1
133,76,0,122,0
134,106,0,63,0
135,98,0,45,0
136,49,0,83,0
137,51,0,123,1
138,51,0,139,0
139,134,0,117,0
140,81,0,21,0
141,145,0,21,0
142,156,0,25,0
143,77,0,28,1
145,166,0,36,1
146,131,0,37,1
147,118,0,95,0
148,140,0,72,2
149,107,0,90,0
150,106,0,98,0
151,107,0,73,0
152,138,0,35,0
153,89,0,177,0
154,28,0,145,0
155,66,0,168,0
156,27,0,141,1
157,40,0,171,1
158,19,0,155,0
159,58,0,85,1
160,35,0,28,2
163,47,0,85,0
164,43,0,72,0
166,32,0,56,0
168,58,0,54,2
169,30,0,38,0
170,10,0,48,0
171,24,0,63,0
173,46,0,40,0
174,25,0,47,0
175,111,0,129,0
176,72,0,182,2
177,73,0,121,0
178,58,0,199,0
179,45,0,127,0
180,62,0,97,0
181,83,0,95,0
183,77,0,110,2
184,80,0,89,0
185,102,0,125,0
186,128,0,80,1
187,88,0,47,2
188,54,0,98,1
189,113,0,64,2
190,73,0,25,0
191,78,0,54,3
192,66,0,108,2
193,61,0,25,7
194,65,0,40,1
195,43,0,20,0
197,24,0,113,0
200,53,0,55,0
202,32,0,46,0
203,30,0,150,0
204,63,0,80,0
