time,票据推销,色情欺诈,卡贷诱骗,商务广告
198,32,0,1,0
199,29,0,94,0
201,21,0,50,0
205,33,4,92,0
206,65,0,51,0
207,62,0,23,0
208,110,10,92,0
209,111,0,139,0
210,80,0,39,0
211,151,0,56,0
213,138,0,144,0
214,151,0,60,0
215,198,0,62,4
216,329,0,31,0
217,203,0,44,0
218,255,0,36,0
219,206,0,24,0
220,205,0,48,0
221,251,0,28,0
222,217,20,63,0
223,221,0,60,0
224,228,116,79,0
225,173,111,47,0
226,132,211,31,0
227,137,126,15,0
228,145,70,52,0
229,184,104,0,0
230,142,206,0,0
231,104,138,0,0
232,77,89,0,0
233,55,130,1,0
234,38,120,5,0
235,89,195,16,0
236,130,48,12,0
237,41,136,24,1
238,54,93,8,1
239,43,191,3,4
240,49,171,4,8
241,21,216,0,0
242,10,147,0,0
246,27,175,0,0
250,21,162,0,0
252,98,128,0,0
255,42,18,2,0
257,20,95,0,0
260,73,6,1,1
261,30,97,0,3
262,36,26,0,3
263,20,70,0,1
265,5,46,0,1
268,2,68,0,0
272,0,103,0,3
273,5,90,0,2
274,0,29,0,0
275,0,30,0,0
277,0,18,0,2
278,0,70,0,0
279,0,20,0,1
280,1,42,0,4
281,0,52,0,0
282,0,50,0,0
283,0,42,0,0
284,1,63,0,0
286,0,50,0,0
