time,票据推销,色情欺诈,卡贷诱骗,商务广告
189,10,0,44,4
190,9,0,26,0
192,53,0,0,0
193,37,0,0,4
196,32,0,4,0
197,80,0,32,0
198,43,0,20,0
202,19,0,129,6
203,41,0,76,12
204,10,0,74,0
205,26,0,39,0
206,0,0,20,0
207,43,0,73,10
208,22,0,33,0
209,14,0,54,2
211,28,0,55,0
213,32,0,52,0
215,72,0,77,0
216,91,0,122,11
217,73,0,81,2
218,30,0,116,2
219,13,0,69,0
220,47,0,108,1
221,28,0,50,0
222,89,0,75,0
223,39,0,34,0
225,32,0,74,0
226,36,0,126,0
227,94,0,53,0
228,28,2,46,0
229,41,0,29,0
230,57,0,48,0
231,32,3,5,0
232,71,0,14,0
234,73,6,50,0
235,98,4,50,0
236,87,0,8,0
237,22,0,22,0
239,14,0,63,0
243,2,0,27,0
246,0,6,28,0
