time,票据推销,色情欺诈,卡贷诱骗,商务广告
174,0,0,26,5
175,0,0,38,0
176,0,0,26,3
179,9,0,28,0
183,32,0,41,0
184,48,33,62,0
185,29,15,65,0
187,19,0,28,5
188,10,0,54,5
189,6,0,69,5
190,11,0,100,3
191,14,0,111,14
192,2,0,92,44
193,23,0,60,59
194,10,0,60,0
196,30,0,127,50
197,19,0,133,18
199,46,0,72,24
200,89,0,60,33
201,109,0,68,23
203,37,0,41,41
205,69,0,29,30
206,110,0,39,14
208,152,0,84,15
209,126,0,58,5
211,111,0,22,8
212,127,0,31,25
213,140,0,78,39
215,110,0,19,17
219,168,0,36,17
220,162,0,60,16
221,127,0,45,15
223,132,0,54,1
224,77,0,90,12
225,259,46,33,0
226,170,103,52,2
227,174,148,20,2
228,121,112,4,9
229,145,50,46,0
230,130,115,10,0
231,65,76,47,0
232,91,154,13,0
233,94,97,19,0
234,24,71,15,0
235,137,26,7,0
236,135,69,10,0
237,126,59,1,9
238,112,61,0,1
239,146,102,10,0
240,114,119,4,0
241,108,119,7,0
242,129,58,0,0
243,154,117,0,0
244,76,98,8,0
245,39,75,10,0
246,80,66,0,4
248,63,43,2,2
249,25,130,0,0
250,15,96,0,0
251,15,78,7,0
252,45,123,11,0
253,62,101,15,0
254,42,137,14,0
255,56,78,0,0
256,35,27,0,0
257,23,19,4,0
258,34,40,0,0
259,47,117,1,0
260,8,142,5,0
261,11,86,5,0
262,23,46,5,0
263,22,63,0,0
264,16,61,19,0
265,11,76,16,0
266,40,21,3,0
267,0,24,0,0
268,0,27,5,0
269,0,54,0,0
270,0,98,4,0
271,0,97,0,0
272,0,52,0,0
273,0,78,0,0
274,5,17,0,0
275,0,56,0,0
276,3,39,0,0
277,0,48,0,0
278,0,62,0,0
279,0,65,0,0
280,0,35,0,0
281,0,60,0,0
282,0,34,0,0
283,0,9,0,0
284,0,49,0,0
285,0,37,0,0
286,0,26,0,0
287,0,45,0,0
