time,票据推销,色情欺诈,卡贷诱骗,商务广告
96,76,0,0,0
97,80,0,0,0
98,123,0,0,0
99,108,0,0,0
100,92,0,2,0
101,148,0,3,0
102,201,0,0,0
103,121,0,0,5
106,131,0,0,4
107,108,0,4,1
108,116,0,0,0
109,73,0,0,0
110,52,0,1,8
111,124,0,0,1
112,69,0,0,0
113,74,0,4,0
114,161,0,2,0
115,117,0,0,5
116,134,0,0,0
117,100,0,14,13
118,195,0,55,1
119,129,0,19,4
120,93,0,109,0
121,114,0,35,10
123,77,0,130,2
124,51,0,119,0
125,100,0,68,0
126,105,0,44,5
127,77,0,74,8
128,62,0,126,4
129,59,0,119,5
131,51,0,132,0
133,93,0,129,6
135,55,0,116,0
136,73,0,145,4
137,121,0,190,5
138,128,0,249,0
139,152,0,174,7
140,202,0,147,12
141,195,0,99,0
142,140,0,84,0
143,90,0,132,12
144,114,0,137,5
145,121,0,125,13
146,59,0,119,5
147,40,0,150,0
150,39,0,117,0
151,16,0,62,7
