time,票据推销,色情欺诈,卡贷诱骗,商务广告
85,25,0,18,0
89,15,0,18,0
90,35,0,5,1
91,23,0,12,1
92,35,0,8,0
93,15,0,0,0
97,34,0,4,1
101,50,0,0,2
103,29,0,0,0
104,28,0,0,0
107,44,0,0,0
108,18,0,0,0
110,55,0,2,0
112,27,0,0,0
116,27,0,0,1
117,40,0,0,1
118,32,0,4,2
119,30,0,38,0
120,32,0,50,0
121,21,0,42,1
122,14,0,35,0
123,37,0,45,0
124,37,0,47,0
125,68,0,0,0
127,21,0,67,0
128,7,0,74,0
129,0,0,71,0
130,29,0,18,5
131,11,0,49,0
132,14,0,42,0
133,8,0,29,0
134,21,0,11,1
135,24,0,67,1
137,28,0,63,0
138,6,0,42,0
139,11,0,28,0
140,3,0,40,3
141,10,0,18,2
142,7,0,138,1
144,13,0,9,0
145,30,0,111,0
146,6,0,49,1
148,1,0,79,0
149,3,0,137,0
150,5,0,107,0
151,5,0,102,0
152,5,0,164,0
153,18,0,56,0
154,21,0,56,5
155,13,0,54,0
156,6,0,79,0
157,14,0,62,0
158,5,0,48,0
161,15,0,92,0
162,29,0,57,0
163,10,0,29,0
164,24,0,105,0
165,11,0,19,0
166,18,0,110,0
167,15,0,99,0
168,14,0,79,1
169,1,0,46,0
170,8,0,53,0
171,7,0,88,0
172,4,0,87,1
173,10,0,46,0
174,10,0,24,27
175,1,0,89,16
176,0,0,49,33
177,6,0,105,12
178,0,0,123,9
179,0,0,56,2
180,5,0,135,4
181,4,0,83,0
182,0,0,82,0
183,0,0,82,0
184,5,0,75,0
185,0,0,83,0
186,5,0,104,0
187,0,0,94,0
188,11,0,73,0
189,3,0,78,6
190,0,0,33,4
191,0,0,61,1
192,2,0,72,7
194,0,0,111,0
195,30,0,108,9
196,19,0,68,18
199,34,0,64,4
200,9,0,26,0
