time,票据推销,色情欺诈,卡贷诱骗,商务广告
207,0,0,33,26
208,0,0,16,4
209,4,0,46,6
213,0,0,33,0
217,1,0,18,0
219,3,0,54,0
222,0,0,19,0
223,2,0,11,0
224,0,0,13,10
225,43,0,11,0
226,35,0,0,0
227,36,0,0,3
231,28,0,4,4
232,17,0,17,0
233,19,0,15,0
234,32,0,42,0
235,37,0,49,0
236,7,0,16,0
237,16,0,16,0
238,33,0,22,0
239,37,0,16,6
240,23,0,0,0
241,70,0,1,0
242,19,0,0,5
244,27,0,0,0
245,27,0,2,0
246,98,0,0,0
247,65,0,1,0
248,55,0,10,0
249,32,0,0,0
250,21,0,1,0
251,20,0,0,0
252,26,0,0,0
253,10,0,0,0
255,30,0,0,0
257,11,0,0,0
258,26,0,0,0
259,14,0,0,0
260,19,0,0,0
