time,票据推销,色情欺诈,卡贷诱骗,商务广告
84,45,0,0,0
85,15,0,0,0
86,18,0,0,1
87,49,0,0,0
88,52,0,0,0
89,43,0,0,0
90,51,0,0,1
91,32,0,0,0
92,34,0,0,0
93,52,0,0,0
94,49,0,0,0
95,68,0,0,0
96,30,0,0,0
97,41,0,0,0
98,87,0,0,0
100,43,0,0,0
101,54,0,0,0
102,22,0,0,0
103,57,0,0,0
107,38,0,0,2
108,57,0,0,0
109,24,0,1,0
111,79,0,0,2
112,45,0,0,10
113,98,0,5,8
114,71,0,1,12
115,38,0,0,4
116,39,0,0,3
117,53,0,0,3
118,42,0,8,0
119,57,0,0,3
120,57,0,20,12
121,24,0,0,4
122,24,0,33,6
123,4,0,30,2
124,34,0,67,2
125,8,0,45,0
127,44,0,0,2
128,18,0,4,2
