time,票据推销,色情欺诈,卡贷诱骗,商务广告
115,5,0,44,8
116,35,0,70,5
117,11,0,41,3
118,11,0,41,5
119,37,0,117,0
120,32,0,80,2
122,72,0,15,0
123,94,0,68,4
124,50,0,188,10
125,78,0,123,7
126,111,0,76,4
127,121,0,114,1
128,42,0,93,3
129,129,0,43,2
132,39,0,81,0
133,77,0,175,7
135,52,0,80,1
136,61,0,150,0
137,59,0,184,14
138,89,0,86,5
139,16,0,167,1
142,115,0,169,0
143,60,0,176,3
144,140,0,164,0
146,87,0,193,5
147,68,0,119,2
148,89,0,85,2
149,125,0,143,5
151,99,0,122,0
152,171,0,105,3
153,96,0,64,5
155,70,0,80,10
156,115,0,98,0
157,77,0,161,15
158,50,0,133,2
159,6,0,157,6
160,51,0,89,0
161,30,0,127,0
162,39,0,99,0
163,53,0,41,5
165,42,0,86,0
166,37,0,123,0
167,48,0,139,20
169,23,0,119,7
171,28,0,44,1
173,10,0,38,0
174,7,0,84,13
175,10,0,147,2
176,13,0,59,0
