time,label,lat,lng,value
0,1,39.94944,116.39854431,1
0,1,39.9490509,116.4012146,1
0,1,39.94909286,116.40406036,1
0,1,39.94881058,116.40792847,1
0,1,39.94944,116.39854431,1
0,1,39.9490509,116.4012146,1
0,1,39.94909286,116.40406036,1
0,1,39.94881058,116.40792847,1
0,1,39.95970917,116.46658325,1
0,1,39.96231461,116.4684906,1
0,1,39.95970917,116.46658325,1
0,0,39.86244965,116.41539764,1
0,0,39.86542511,116.41104126,1
0,0,39.86514664,116.4094162,1
0,0,39.86542511,116.41104126,1
0,0,39.86514664,116.4094162,1
1,1,39.94858551,116.39450836,1
1,1,39.94884109,116.39525604,1
1,1,39.94858551,116.39450836,1
1,1,39.94884109,116.39525604,1
1,1,39.94858551,116.39450836,1
1,1,39.95970917,116.46658325,1
1,1,39.95646667,116.46248627,1
1,1,39.95676804,116.4756012,1
1,1,39.95970917,116.46658325,1
1,1,39.95646667,116.46248627,1
1,1,39.95676804,116.4756012,1
1,1,39.95465851,116.45942688,1
1,1,39.95457458,116.4593811,1
1,1,39.95518112,116.45850372,1
1,1,39.95526886,116.45857239,1
1,1,39.95439148,116.46173096,1
1,1,39.94858551,116.39450836,1
1,1,39.94884109,116.39525604,1
1,1,39.94858551,116.39450836,1
1,1,39.94884109,116.39525604,1
1,1,39.96302032,116.44675446,1
1,1,39.96157074,116.44779205,1
1,1,39.96302032,116.44675446,1
1,1,39.96248245,116.4489212,1
1,1,39.96302032,116.44675446,1
1,1,39.95975113,116.46662903,1
1,1,39.95970917,116.46658325,1
1,1,39.95969391,116.46385193,1
1,1,39.95970917,116.46658325,1
1,1,39.95975113,116.46662903,1
1,1,39.95465851,116.45942688,1
1,1,39.95457458,116.4593811,1
1,1,39.95518112,116.45850372,1
1,1,39.95526886,116.45857239,1
1,1,39.95439148,116.46173096,1
1,1,39.96302032,116.44675446,1
1,1,39.96157074,116.44779205,1
1,1,39.96302032,116.44675446,1
1,1,39.96248245,116.4489212,1
1,1,39.96302032,116.44675446,1
2,1,39.96956635,116.43540192,1
2,1,39.96871185,116.43798828,1
2,1,39.96891022,116.43747711,1
2,1,39.96956635,116.43540192,1
2,1,39.96530533,116.40777588,1
2,1,39.96518326,116.40782166,1
2,1,39.96530533,116.40777588,1
2,1,39.96530533,116.40777588,1
2,1,39.96518326,116.40782166,1
2,1,39.96530533,116.40777588,1
2,1,39.95855331,116.3952713,1
2,1,39.95855331,116.3952713,1
2,1,39.95855331,116.3952713,1
2,1,39.95855331,116.3952713,1
2,1,39.96437454,116.44257355,1
2,1,39.96263885,116.44096375,1
2,1,39.96437454,116.44257355,1
2,1,39.96437454,116.44257355,1
2,1,39.96437454,116.44257355,1
2,1,39.96159744,116.45043182,1
2,1,39.96437454,116.44257355,1
2,1,39.96263885,116.44096375,1
2,1,39.96437454,116.44257355,1
2,1,39.95855331,116.3952713,1
2,1,39.95855331,116.3952713,1
2,1,39.95855331,116.3952713,1
2,1,39.95855331,116.3952713,1
2,1,39.95718384,116.3957901,1
2,1,39.95718384,116.3957901,1
2,1,39.95855331,116.3952713,1
2,1,39.95718384,116.3957901,1
2,1,39.95947647,116.39712524,1
2,1,39.96082687,116.44869232,1
2,1,39.96082687,116.44869232,1
2,1,39.96082687,116.44869232,1
2,1,39.96082687,116.44869232,1
2,1,39.96082687,116.44869232,1
2,1,39.95718384,116.3957901,1
2,1,39.95718384,116.3957901,1
2,1,39.95855331,116.3952713,1
2,1,39.95718384,116.3957901,1
2,1,39.95947647,116.39712524,1
2,1,39.96956635,116.43540192,1
2,1,39.96871185,116.43798828,1
2,1,39.96891022,116.43747711,1
2,1,39.96956635,116.43540192,1
2,1,39.95393372,116.39466095,1
2,1,39.95379257,116.39453888,1
2,1,39.95379257,116.39453888,1
2,1,39.95379257,116.39453888,1
2,1,39.95379257,116.39453888,1
2,1,39.95393372,116.39466095,1
2,1,39.95379257,116.39453888,1
2,1,39.95379257,116.39453888,1
2,1,39.95379257,116.39453888,1
2,1,39.95379257,116.39453888,1
2,1,39.96409225,116.39984131,1
2,1,39.96246338,116.39595032,1
2,1,39.96216583,116.39548492,1
2,1,39.96246338,116.39595032,1
2,1,39.95075226,116.39425659,1
2,1,39.95075226,116.39425659,1
2,1,39.94892502,116.39279938,1
2,1,39.95075226,116.39425659,1
2,1,39.95075226,116.39425659,1
2,1,39.94892502,116.39279938,1
2,1,39.95560074,116.39334106,1
2,1,39.95560074,116.39334106,1
2,1,39.95560074,116.39334106,1
2,1,39.95560074,116.39334106,1
2,1,39.95560074,116.39334106,1
2,1,39.96399689,116.38937378,1
2,1,39.96399689,116.38937378,1
2,1,39.96311569,116.39189911,1
2,1,39.96399689,116.38937378,1
2,1,39.96246338,116.39595032,1
2,1,39.96399689,116.38937378,1
2,1,39.96399689,116.38937378,1
2,1,39.96311569,116.39189911,1
2,1,39.96399689,116.38937378,1
2,1,39.96246338,116.39595032,1
3,1,39.96416473,116.39473724,1
3,1,39.96216583,116.39548492,1
3,1,39.96246338,116.39595032,1
3,1,39.96294785,116.38803864,1
3,1,39.96216583,116.39548492,1
3,1,39.96416473,116.39473724,1
3,1,39.96216583,116.39548492,1
3,1,39.96246338,116.39595032,1
3,1,39.96294785,116.38803864,1
3,1,39.96216583,116.39548492,1
3,1,39.96921921,116.38919067,1
3,1,39.96567917,116.39817047,1
3,1,39.96921921,116.38919067,1
3,1,39.96921921,116.38919067,1
3,1,39.96567917,116.39817047,1
3,1,39.96921921,116.38919067,1
3,1,39.96416473,116.39473724,1
3,1,39.96401215,116.38853455,1
3,1,39.96416473,116.39473724,1
3,1,39.96401215,116.38853455,1
3,1,39.96416473,116.39473724,1
3,1,39.9655838,116.39775848,1
3,1,39.96841812,116.38986969,1
3,1,39.9631424,116.4030838,1
3,1,39.96401215,116.38853455,1
3,1,39.97337723,116.40362549,1
3,1,39.9655838,116.39775848,1
3,1,39.96841812,116.38986969,1
3,1,39.9631424,116.4030838,1
3,1,39.96401215,116.38853455,1
3,1,39.97337723,116.40362549,1
3,1,39.96886826,116.40172577,1
3,1,39.96931076,116.42648315,1
3,1,39.96836853,116.43148804,1
3,1,39.96949005,116.43022919,1
3,1,39.96956635,116.43540192,1
3,1,39.96886826,116.40172577,1
3,1,39.96931076,116.42648315,1
3,1,39.96836853,116.43148804,1
3,1,39.96949005,116.43022919,1
3,1,39.96246338,116.39595032,1
3,1,39.96216583,116.39548492,1
3,1,39.96246338,116.39595032,1
3,1,39.96216583,116.39548492,1
3,1,39.96246338,116.39595032,1
3,1,39.96399689,116.38937378,1
3,1,39.96399689,116.38937378,1
3,1,39.96399689,116.38937378,1
3,1,39.96416473,116.39473724,1
3,1,39.96216583,116.39548492,1
3,1,39.96246338,116.39595032,1
3,1,39.96294785,116.38803864,1
3,1,39.96216583,116.39548492,1
3,1,39.96416473,116.39473724,1
3,1,39.96216583,116.39548492,1
3,1,39.96246338,116.39595032,1
3,1,39.96294785,116.38803864,1
3,1,39.96216583,116.39548492,1
3,1,39.96533585,116.39859009,1
3,1,39.96533585,116.39859009,1
3,1,39.96326828,116.3949585,1
3,1,39.96326828,116.3949585,1
3,1,39.96327972,116.39816284,1
3,1,39.96325684,116.39485168,1
3,1,39.96325684,116.39485168,1
3,1,39.96839905,116.39396667,1
3,1,39.96416473,116.39473724,1
3,1,39.96899033,116.39096832,1
3,1,39.96416473,116.39473724,1
3,1,39.96399689,116.38937378,1
3,1,39.96399689,116.38937378,1
3,1,39.96399689,116.38937378,1
3,1,39.96409225,116.39984131,1
3,1,39.96246338,116.39595032,1
3,1,39.96416473,116.39473724,1
3,1,39.96899033,116.39096832,1
3,1,39.96401215,116.38853455,1
3,1,39.96416473,116.39473724,1
3,1,39.96416473,116.39473724,1
3,1,39.96416473,116.39473724,1
