time,label,lat,lng,value
18,3,39.98618317,116.34455109,1
18,3,39.98618317,116.34455109,1
18,3,39.98618317,116.34455109,1
18,3,39.98614883,116.34395599,1
18,3,39.98618317,116.34455109,1
22,2,39.89033508,116.46112061,1
61,0,39.88517761,116.48937225,1
61,0,39.87979507,116.48103333,1
61,0,39.88440323,116.47731018,1
61,0,39.88775253,116.47773743,1
61,0,39.87979507,116.48103333,1
71,0,39.86945343,116.5322113,1
71,0,39.86980057,116.53071594,1
71,0,39.86945343,116.5322113,1
71,0,39.86980057,116.53071594,1
71,0,39.86471176,116.53590393,1
74,0,39.90306473,116.4897995,1
74,0,39.90059662,116.48800659,1
74,0,39.90306473,116.4897995,1
74,0,39.90454865,116.48981476,1
74,0,39.90306473,116.4897995,1
75,0,39.91088104,116.47902679,1
75,0,39.90830612,116.48033142,1
75,0,39.91088104,116.47902679,1
75,0,39.91360855,116.47792816,1
75,0,39.91088104,116.47902679,1
75,0,39.91360855,116.47792816,1
75,0,39.9143486,116.47872925,1
75,0,39.91360855,116.47792816,1
75,0,39.9143486,116.47872925,1
75,0,39.91360855,116.47792816,1
76,0,39.9291954,116.47827911,1
77,0,39.9291954,116.47827911,1
77,0,39.9291954,116.47827911,1
77,0,39.9291954,116.47827911,1
77,0,39.9291954,116.47827911,1
77,0,39.9291954,116.47827911,1
79,0,39.91549301,116.48492432,1
79,0,39.91483307,116.49006653,1
79,0,39.91558838,116.48537445,1
79,0,39.91399765,116.48537445,1
79,0,39.91331482,116.48670959,1
80,0,39.90876007,116.49198151,1
80,0,39.9075737,116.49327087,1
80,0,40.09776688,116.41353607,1
80,0,40.10229874,116.41273499,1
80,0,40.09776688,116.41353607,1
80,0,40.10229874,116.41273499,1
80,0,39.87701035,116.49662018,1
80,0,39.87567139,116.496521,1
80,0,39.87701035,116.49662018,1
80,0,39.87567139,116.496521,1
80,0,39.88024521,116.49499512,1
81,0,40.00308228,116.57232666,1
81,0,40.00308228,116.57232666,1
81,0,40.0055275,116.57278442,1
81,0,39.85490036,116.52950287,1
81,0,39.85704422,116.54695892,1
81,0,39.8507843,116.54885101,1
81,0,39.85490036,116.52950287,1
81,0,39.84887314,116.52745819,1
81,0,39.85487747,116.52602386,1
81,0,39.85487747,116.52602386,1
81,0,39.84887314,116.52745819,1
81,0,39.85487747,116.52602386,1
81,0,39.85487747,116.52602386,1
81,0,39.88365555,116.48997498,1
81,0,39.88432312,116.48995972,1
81,0,39.88525009,116.48931885,1
81,0,39.88432312,116.48995972,1
81,0,39.94113159,116.77870941,1
82,0,39.89323807,116.4901886,1
82,0,39.89326859,116.49167633,1
82,0,39.89326859,116.49167633,1
82,0,39.89304352,116.49014282,1
82,0,39.85875702,116.50106049,1
82,0,39.85910416,116.52088928,1
82,0,39.85850906,116.52728271,1
82,0,39.85910416,116.52088928,1
82,0,39.83227539,116.44657135,1
82,0,39.83229065,116.4394989,1
82,0,39.83229065,116.4394989,1
82,0,39.94499207,116.65406036,1
82,0,39.94380569,116.65361023,1
82,0,39.94499207,116.65406036,1
82,0,39.94642639,116.65098572,1
82,0,39.94499207,116.65406036,1
83,0,39.87076187,116.50534821,1
83,0,39.87316895,116.50488281,1
83,0,39.87501144,116.50331879,1
83,0,39.87316895,116.50488281,1
83,0,39.93769836,116.46175385,1
83,0,39.932621,116.46151733,1
83,0,39.93360519,116.46166229,1
83,0,39.93275452,116.46185303,1
83,0,40.00738907,116.50868988,1
83,0,40.0097084,116.50072479,1
83,0,39.86264038,116.51384735,1
83,0,39.86356735,116.51445007,1
83,0,39.86348724,116.5124054,1
83,0,39.86307907,116.51224518,1
83,0,39.87068939,116.50498962,1
83,0,39.86772537,116.50028992,1
83,0,39.87076187,116.50534821,1
83,0,39.86820602,116.50054169,1
83,0,39.87068939,116.50498962,1
83,0,39.9323349,116.48976898,1
83,0,39.93229675,116.48977661,1
83,0,39.92559433,116.51738739,1
83,0,40.01007462,116.51208496,1
83,0,40.00873566,116.51093292,1
83,0,40.00873566,116.51093292,1
84,0,39.92464447,116.50513458,1
84,0,39.92808533,116.50402832,1
84,0,39.92593002,116.50180817,1
84,0,39.92464447,116.50513458,1
84,0,39.92593002,116.50180817,1
84,0,40.05054855,116.41181183,1
84,0,40.05061722,116.41186523,1
84,0,40.04878616,116.41233826,1
84,0,40.05061722,116.41186523,1
84,0,40.05260849,116.41281128,1
84,0,40.04878616,116.41233826,1
84,0,40.05054855,116.41181183,1
84,0,40.05260849,116.41281128,1
84,0,40.05714035,116.41538239,1
84,0,40.05396652,116.41351318,1
84,0,39.92303085,116.5018158,1
84,0,39.92282867,116.50172424,1
84,0,39.92303085,116.5018158,1
84,0,39.92282867,116.50172424,1
84,0,39.92303085,116.5018158,1
84,0,39.92945099,116.49523163,1
84,0,39.9230423,116.50645447,1
84,0,39.92312241,116.50971222,1
84,0,39.92945099,116.49523163,1
84,0,39.88260651,116.48983765,1
84,0,39.8368454,116.43113708,1
84,0,39.88260651,116.48983765,1
84,0,39.8368454,116.43113708,1
84,0,39.8454628,116.55827332,1
84,0,39.8454628,116.55827332,1
84,0,39.8457489,116.56100464,1
84,0,39.84563446,116.56256866,1
84,0,39.84869766,116.56449127,1
85,0,39.88160706,116.48974609,1
85,0,39.88130569,116.48983765,1
85,0,39.87860107,116.49272919,1
85,0,39.88160706,116.48974609,1
85,0,39.87860107,116.49272919,1
85,0,40.13549805,117.102211,1
85,0,40.00550461,116.51065826,1
85,0,40.00550461,116.51065826,1
85,0,39.88412476,116.4821167,1
85,0,39.88412476,116.4821167,1
85,0,39.88412476,116.4821167,1
85,0,39.88412476,116.4821167,1
85,0,39.88412476,116.4821167,1
85,0,39.86270905,116.51544189,1
85,0,39.85988235,116.51638031,1
85,0,39.86270905,116.51544189,1
85,0,39.86264038,116.51384735,1
85,0,39.86270905,116.51544189,1
85,0,39.91227722,116.46186829,1
85,0,39.91309738,116.46169281,1
85,0,39.91460419,116.46176147,1
85,0,39.91534805,116.45919037,1
85,0,39.91530609,116.46173096,1
85,0,39.87934875,116.48181152,1
85,0,39.87816238,116.4773407,1
85,0,39.87934875,116.48181152,1
85,0,39.87870407,116.47940826,1
85,0,39.87979507,116.48103333,1
85,0,39.99563217,116.48822021,1
85,0,39.99484634,116.49546051,1
85,0,39.99563217,116.48822021,1
85,0,39.90884018,116.60630798,1
85,0,39.90917206,116.60741425,1
85,0,39.90763092,116.61055756,1
85,0,39.90574646,116.61656952,1
85,0,39.88160706,116.48974609,1
85,0,39.88130569,116.48983765,1
85,0,39.87860107,116.49272919,1
85,0,39.88160706,116.48974609,1
85,0,39.87860107,116.49272919,1
85,0,39.87567139,116.496521,1
85,0,39.87567139,116.496521,1
85,0,39.87567139,116.496521,1
85,0,39.87567139,116.496521,1
85,0,39.94861984,116.44380951,1
85,0,39.94960022,116.44293213,1
85,0,39.95095444,116.44552612,1
85,0,39.95095444,116.44552612,1
85,0,39.9299736,116.50991058,1
85,0,39.92984009,116.50965118,1
85,0,39.9299736,116.50991058,1
85,0,39.92984009,116.50965118,1
85,0,39.92984009,116.50965118,1
86,0,39.89321899,116.48454285,1
86,0,39.86828613,116.48331451,1
86,0,39.87119293,116.48352051,1
86,0,39.86828613,116.48331451,1
86,0,39.91568756,116.57003784,1
86,0,39.91516113,116.57012939,1
86,0,39.91584015,116.56497955,1
86,0,39.91583252,116.56303406,1
86,0,39.9158783,116.55226898,1
86,0,39.90573883,116.55107117,1
86,0,39.90573883,116.55107117,1
86,0,40.03286743,116.41790009,1
86,0,40.0373764,116.41802216,1
86,0,40.04129028,116.42160797,1
86,0,40.04140854,116.42717743,1
86,0,40.04204559,116.42682648,1
86,0,39.97991562,116.47803497,1
86,0,39.98087311,116.48377228,1
86,0,39.98082352,116.48362732,1
86,0,39.98235321,116.48142242,1
86,0,39.97891235,116.47667694,1
86,0,39.94675064,116.48988342,1
86,0,39.94723892,116.49052429,1
86,0,39.94758606,116.49054718,1
86,0,39.94771576,116.49414825,1
86,0,39.94758606,116.49054718,1
86,0,39.98205566,116.48558044,1
86,0,39.97872543,116.48684692,1
86,0,39.98035812,116.47878265,1
86,0,39.98205566,116.48558044,1
86,0,39.90945435,116.53469849,1
86,0,39.90945435,116.53469849,1
86,0,39.9096756,116.53266144,1
86,0,39.90926743,116.54018402,1
86,0,39.98478699,116.48296356,1
86,0,39.98507309,116.48183441,1
86,0,39.84371567,116.46923065,1
86,0,39.89321899,116.48454285,1
86,0,39.87857437,116.48970795,1
86,0,39.88130569,116.48983765,1
86,0,39.88517761,116.48937225,1
86,0,39.89060974,116.48974609,1
86,0,39.99875259,116.5337677,1
86,0,39.99875259,116.5337677,1
86,0,40.00105667,116.53207397,1
86,0,39.99875259,116.5337677,1
86,0,39.90930557,116.55813599,1
86,0,39.90931702,116.56093597,1
86,0,39.90930557,116.55813599,1
86,0,39.90931702,116.56093597,1
86,0,39.90930557,116.55813599,1
86,0,40.03060532,116.56079865,1
86,0,40.02715683,116.55391693,1
86,0,40.02761078,116.55230713,1
86,0,39.98478699,116.48296356,1
86,0,39.98764038,116.48767853,1
86,0,39.99455643,116.47679901,1
86,0,39.99013901,116.48914337,1
86,0,39.99367905,116.49378967,1
86,0,39.90893173,116.55980682,1
86,0,39.90919113,116.56335449,1
86,0,39.90950012,116.5641861,1
86,0,39.90926743,116.56787109,1
87,0,39.98764038,116.48767853,1
87,0,40.02858353,116.55464172,1
87,0,40.02967453,116.55226898,1
87,0,40.02760696,116.55198669,1
87,0,40.02760696,116.55198669,1
87,0,39.86828995,116.48863983,1
87,0,39.86941147,116.48857117,1
87,0,39.87123871,116.4972229,1
87,0,39.87123871,116.4972229,1
87,0,39.87377548,116.49913788,1
87,0,39.87377548,116.49913788,1
87,0,39.94021606,116.68999481,1
87,0,39.94408035,116.68396759,1
87,0,39.95229721,116.68389893,1
87,0,39.94408035,116.68396759,1
87,0,39.94501495,116.6829834,1
87,0,39.88134003,116.46109772,1
87,0,39.88134003,116.46109772,1
87,0,39.86004639,116.48706055,1
87,0,39.85891724,116.49315643,1
87,0,39.85933304,116.48878479,1
87,0,39.85989761,116.49278259,1
87,0,39.87133026,116.47986603,1
87,0,39.87138367,116.47988129,1
87,0,39.86788177,116.47954559,1
87,0,39.86788177,116.47954559,1
87,0,39.86788177,116.47954559,1
87,0,39.90965271,116.53138733,1
87,0,39.90937424,116.5300827,1
87,0,39.90937424,116.5300827,1
87,0,39.98496628,116.49131012,1
87,0,40.00308228,116.57232666,1
87,0,40.00831223,116.57189941,1
87,0,40.00308228,116.57232666,1
87,0,39.99745941,116.57647705,1
87,0,39.89757156,116.60638428,1
87,0,39.89792633,116.60601807,1
87,0,39.92926788,116.46088409,1
87,0,39.97839737,116.47988892,1
87,0,39.97839737,116.47988892,1
87,0,39.97839737,116.47988892,1
87,0,40.08942413,116.41796875,1
87,0,40.08942413,116.41796875,1
87,0,40.00075912,116.42591095,1
87,0,39.86826706,116.48831177,1
87,0,39.86832428,116.49315643,1
87,0,39.86779022,116.48255157,1
87,0,39.86779022,116.48255157,1
87,0,39.86779022,116.48255157,1
87,0,39.79314423,116.41194916,1
87,0,39.79314423,116.41194916,1
87,0,39.79314423,116.41194916,1
87,0,39.79314423,116.41194916,1
87,0,39.79314423,116.41194916,1
