time,label,lat,lng,value
0,1,39.99311829,116.40783691,1
0,1,39.99489212,116.40771484,1
0,1,39.99369431,116.40768433,1
0,1,39.99401093,116.40791321,1
0,1,39.99369431,116.40768433,1
0,1,39.87600327,116.46089935,1
0,1,39.87450409,116.46099091,1
0,1,39.88074875,116.46105194,1
0,1,39.88273621,116.46130371,1
0,1,39.99311829,116.40783691,1
0,1,39.99489212,116.40771484,1
0,1,39.99369431,116.40768433,1
0,1,39.99401093,116.40791321,1
0,1,39.99369431,116.40768433,1
0,1,39.94939041,116.44042206,1
0,1,39.94374847,116.4387207,1
0,1,39.94939041,116.44042206,1
0,1,39.9420929,116.44345856,1
0,1,39.94374847,116.4387207,1
0,1,39.95970917,116.46658325,1
0,1,39.95970917,116.46658325,1
0,1,39.95975113,116.46662903,1
0,1,39.95970917,116.46658325,1
0,1,39.95970917,116.46658325,1
0,1,39.95975113,116.46662903,1
0,1,39.86984253,116.63443756,1
0,1,39.95843506,116.47161865,1
0,1,39.95783615,116.46784973,1
0,1,39.95843506,116.47161865,1
0,1,39.95843506,116.47161865,1
0,1,39.95843506,116.47161865,1
1,1,39.86373901,116.43092346,1
1,1,39.86377335,116.43437958,1
1,1,39.86373901,116.43092346,1
1,1,39.86373901,116.43092346,1
1,1,39.90737534,116.45006561,1
1,1,39.90737534,116.45006561,1
1,1,39.90705109,116.45127869,1
1,1,39.90737534,116.45006561,1
1,1,39.90575409,116.45146179,1
1,1,39.99383163,116.41010284,1
1,1,39.99285126,116.40398407,1
1,1,39.99383163,116.41010284,1
1,1,39.99285126,116.40398407,1
1,1,39.99383163,116.41010284,1
1,1,39.99383163,116.41010284,1
1,1,39.99285126,116.40398407,1
1,1,39.99383163,116.41010284,1
1,1,39.99285126,116.40398407,1
1,1,39.99383163,116.41010284,1
1,1,39.99837875,116.41026306,1
1,1,39.99748611,116.40743256,1
1,1,39.99748611,116.40743256,1
1,1,39.95969391,116.46385193,1
1,1,39.9730072,116.47164917,1
1,1,39.96159744,116.45043182,1
1,1,39.96014404,116.46446228,1
1,1,39.95969391,116.46385193,1
1,1,39.9730072,116.47164917,1
1,1,39.96159744,116.45043182,1
1,1,39.96014404,116.46446228,1
1,1,39.96452332,116.47029877,1
1,1,39.9656601,116.46299744,1
1,1,39.96452332,116.47029877,1
1,1,39.9656601,116.46299744,1
1,1,39.99083328,116.41124725,1
1,1,39.98974609,116.41130066,1
1,1,39.99083328,116.41124725,1
1,1,39.98974609,116.41130066,1
1,1,39.99083328,116.41124725,1
1,1,39.86414337,116.43867493,1
1,1,39.86460876,116.43593597,1
1,1,39.86306763,116.43859863,1
1,1,39.86460876,116.43593597,1
1,1,39.86271667,116.43685913,1
1,1,39.86579132,116.42708588,1
1,1,39.86186981,116.4295578,1
1,1,39.86172485,116.43045807,1
1,1,39.86186981,116.4295578,1
1,1,39.86172485,116.43045807,1
1,1,39.86579132,116.42708588,1
1,1,39.86186981,116.4295578,1
1,1,39.86172485,116.43045807,1
1,1,39.86186981,116.4295578,1
1,1,39.86172485,116.43045807,1
1,1,39.85582733,116.4375,1
1,1,39.8583374,116.43210602,1
1,1,39.85582733,116.4375,1
1,1,39.85434723,116.43271637,1
1,1,39.85840225,116.43206024,1
1,1,39.99837875,116.41026306,1
1,1,39.99748611,116.40743256,1
1,1,39.99748611,116.40743256,1
1,1,39.99748611,116.40743256,1
1,1,39.99358749,116.40938568,1
1,1,39.99347687,116.40738678,1
1,1,39.99748611,116.40743256,1
1,1,39.99358749,116.40938568,1
1,1,39.99347687,116.40738678,1
1,1,39.98854065,116.4168396,1
1,1,39.96789932,116.41742706,1
1,1,39.98794937,116.41921234,1
1,1,39.96789932,116.41742706,1
1,1,39.98794937,116.41921234,1
1,1,39.96789932,116.41742706,1
1,1,39.99383163,116.41010284,1
1,1,39.99285126,116.40398407,1
1,1,39.99383163,116.41010284,1
1,1,39.99285126,116.40398407,1
1,1,39.99383163,116.41010284,1
2,1,39.8549614,116.43276215,1
2,1,39.8549614,116.43276215,1
2,1,39.8583374,116.43210602,1
2,1,39.8549614,116.43276215,1
2,1,39.85404587,116.43093109,1
2,1,39.85840225,116.43206024,1
2,1,39.85404587,116.43093109,1
2,1,39.85840225,116.43206024,1
2,1,39.85434723,116.43271637,1
2,1,39.96274185,116.46884918,1
2,1,39.9623642,116.46833038,1
2,1,39.80131149,116.50375366,1
2,1,39.80583954,116.50156403,1
2,1,39.80131149,116.50375366,1
2,1,39.98793793,116.41666412,1
2,1,39.98880768,116.41957092,1
2,1,39.98881149,116.4196701,1
2,1,39.98854065,116.417099,1
2,1,39.98793793,116.41666412,1
2,1,39.98880768,116.41957092,1
2,1,39.98881149,116.4196701,1
2,1,39.98854065,116.417099,1
2,1,39.98884201,116.42340851,1
2,1,39.98901749,116.42515564,1
2,1,39.98834229,116.42402649,1
2,1,39.9869194,116.42404175,1
2,1,39.98884201,116.42340851,1
2,1,39.98884201,116.42340851,1
2,1,39.98901749,116.42515564,1
2,1,39.98834229,116.42402649,1
2,1,39.9869194,116.42404175,1
2,1,39.96033859,116.46514893,1
2,1,39.95970917,116.46658325,1
2,1,39.96014404,116.46446228,1
2,1,39.96101379,116.46422577,1
2,1,39.96033859,116.46514893,1
2,0,39.92728043,116.48200989,1
2,0,39.92728043,116.48200989,1
2,1,39.85624695,116.43250275,1
2,1,39.85792923,116.43009186,1
2,1,39.85624695,116.43250275,1
2,1,39.85792923,116.43009186,1
2,0,39.92728043,116.48200989,1
2,1,39.96101379,116.46422577,1
2,1,39.96033859,116.46514893,1
2,1,39.95970917,116.46658325,1
2,1,39.96014404,116.46446228,1
2,1,39.96101379,116.46422577,1
2,1,39.95776749,116.4677887,1
2,1,39.94974899,116.46228027,1
2,1,39.89672089,116.4616394,1
2,1,39.95776749,116.4677887,1
2,1,39.94974899,116.46228027,1
2,1,39.95776749,116.4677887,1
2,1,39.94974899,116.46228027,1
2,1,39.89672089,116.4616394,1
2,1,39.95776749,116.4677887,1
2,1,39.94974899,116.46228027,1
2,1,39.98916245,116.43151855,1
2,1,39.9936676,116.49363708,1
2,1,40.00873566,116.51093292,1
2,1,40.03467941,116.56937408,1
2,1,40.05315018,116.6136322,1
2,1,39.96274185,116.46884918,1
2,1,39.9623642,116.46833038,1
2,1,39.80131149,116.50375366,1
2,1,39.80583954,116.50156403,1
2,1,39.80131149,116.50375366,1
3,0,39.92728043,116.48200989,1
3,1,39.96222305,116.44818878,1
3,1,39.96039581,116.45056915,1
3,1,39.96222305,116.44818878,1
3,1,39.96039581,116.45056915,1
3,1,39.96222305,116.44818878,1
