time,label,lat,lng,value
0,1,39.94892502,116.39279938,1
0,1,39.94892502,116.39279938,1
0,1,39.94892502,116.39279938,1
0,1,39.95075226,116.39425659,1
0,0,39.72240448,116.33860016,1
0,0,39.72256851,116.33260345,1
0,0,39.91452408,116.45735168,1
0,0,39.91480637,116.45386505,1
0,0,39.91485214,116.45437622,1
0,1,39.94894791,116.39320374,1
0,1,39.94892502,116.39279938,1
0,1,39.94894791,116.39320374,1
0,1,39.94892502,116.39279938,1
0,0,39.93421555,116.46192169,1
1,1,39.94665909,116.4471817,1
1,1,39.94665909,116.4471817,1
1,1,39.94665909,116.4471817,1
1,1,39.94665909,116.4471817,1
1,1,39.94665909,116.4471817,1
1,1,39.94665909,116.4471817,1
1,0,39.93421555,116.46192169,1
1,0,39.93421555,116.46192169,1
1,1,39.94894409,116.39334106,1
1,1,39.94889832,116.39524841,1
1,1,39.94882202,116.39459991,1
1,1,39.94958115,116.46147156,1
1,1,39.94958115,116.46147156,1
1,1,39.94958115,116.46147156,1
1,0,39.93421555,116.46192169,1
1,1,39.94944,116.39854431,1
1,1,39.9490509,116.4012146,1
1,1,39.94881058,116.40792847,1
1,1,39.94917679,116.41098022,1
1,1,39.94944,116.39854431,1
1,1,39.9490509,116.4012146,1
1,1,39.94881058,116.40792847,1
1,1,39.94917679,116.41098022,1
1,1,39.94894409,116.39334106,1
1,1,39.94889832,116.39524841,1
1,1,39.94882202,116.39459991,1
1,1,39.94894409,116.39334106,1
2,1,39.95560074,116.39334106,1
2,1,39.95179749,116.39540863,1
2,1,39.95027542,116.39394379,1
2,1,39.95075226,116.39425659,1
2,1,39.95075226,116.39425659,1
2,1,39.95075226,116.39425659,1
2,1,39.94892502,116.39279938,1
2,1,39.95075226,116.39425659,1
2,1,39.94944,116.39854431,1
2,1,39.94524002,116.39456177,1
2,1,39.94598007,116.39697266,1
2,1,39.94904327,116.39888,1
2,1,39.95560074,116.39334106,1
2,1,39.95179749,116.39540863,1
2,1,39.95027542,116.39394379,1
2,1,39.95560074,116.39334106,1
2,1,39.95179749,116.39540863,1
2,1,39.95027542,116.39394379,1
2,1,39.94944,116.39854431,1
2,1,39.94524002,116.39456177,1
2,1,39.94598007,116.39697266,1
2,1,39.94904327,116.39888,1
2,1,39.95075226,116.39425659,1
2,1,39.95075226,116.39425659,1
2,1,39.95075226,116.39425659,1
2,1,39.94892502,116.39279938,1
2,1,39.95075226,116.39425659,1
2,1,39.94524002,116.39456177,1
2,1,39.95855331,116.3952713,1
2,1,39.94524002,116.39456177,1
2,1,39.95855331,116.3952713,1
2,1,39.94524002,116.39456177,1
2,1,39.86575317,116.45823669,1
3,1,39.96416473,116.39473724,1
3,1,39.96565247,116.39472961,1
3,1,39.96380234,116.3993454,1
3,1,39.96416473,116.39473724,1
3,1,39.96416473,116.39473724,1
3,1,39.96291351,116.3883667,1
3,1,39.96401215,116.38853455,1
3,1,39.96416473,116.39473724,1
3,1,39.96401215,116.38853455,1
3,0,39.74534225,116.28773499,1
3,0,39.74534225,116.28773499,1
3,1,39.96919632,116.41766357,1
3,1,39.96845627,116.3927002,1
