time,票据推销,色情欺诈,卡贷诱骗,商务广告
156,0,0,19,9
157,0,0,16,0
160,15,0,10,41
161,28,0,53,34
162,29,0,0,9
163,10,0,42,0
165,21,0,36,29
166,34,0,59,0
167,44,0,92,5
168,16,0,96,0
169,30,0,111,0
170,21,0,123,0
171,73,0,176,2
172,25,0,193,7
173,20,0,83,5
174,25,0,115,1
175,24,0,111,4
176,31,0,112,0
177,41,0,166,4
178,29,0,62,0
179,23,0,64,17
180,43,0,74,1
181,27,0,38,5
182,66,0,45,4
183,37,0,108,9
184,62,0,88,10
187,47,0,135,13
189,12,0,83,4
190,12,0,53,0
191,13,0,55,0
192,4,0,113,0
193,32,0,86,5
194,17,0,68,5
195,11,0,48,0
196,35,0,38,5
199,83,0,27,0
202,128,0,0,0
203,152,0,9,0
206,107,0,8,0
207,125,0,0,0
208,140,0,10,0
210,199,0,25,0
211,229,0,64,0
212,185,0,41,0
213,200,0,27,0
214,172,0,18,0
