time,票据推销,色情欺诈,卡贷诱骗,商务广告
95,31,0,0,0
97,18,0,0,0
100,32,0,0,0
104,17,0,0,0
105,16,0,0,0
109,50,0,0,0
110,42,0,0,0
111,55,0,0,0
112,89,0,4,0
113,44,0,0,0
115,48,0,4,0
116,54,0,0,5
117,77,0,48,1
118,50,0,87,0
119,42,0,104,0
120,78,0,160,0
121,51,0,146,0
122,54,0,68,0
123,48,0,41,0
124,157,0,73,0
125,93,0,147,0
126,38,5,115,5
127,147,0,106,0
129,46,0,81,0
130,38,0,134,0
131,88,0,147,0
132,132,0,142,0
133,95,0,109,0
134,70,0,170,0
135,45,0,107,0
136,37,0,102,0
138,89,0,55,0
139,107,0,78,2
140,80,0,103,0
141,22,0,86,0
142,95,0,108,2
143,59,0,145,3
144,65,0,158,2
145,18,0,151,5
146,13,0,71,13
147,18,0,78,0
149,17,0,81,0
150,28,0,129,8
151,45,0,93,18
152,55,0,85,18
153,34,0,75,10
154,53,0,70,13
155,11,0,71,13
156,43,0,6,7
157,50,0,21,8
158,44,0,28,0
159,36,0,31,13
