time,票据推销,色情欺诈,卡贷诱骗,商务广告
210,13,0,15,0
212,58,0,15,0
215,3,0,19,0
216,9,0,42,0
217,5,0,54,2
218,25,0,31,0
222,13,0,41,0
223,72,0,29,0
224,45,0,36,0
225,167,0,28,8
229,50,0,82,1
230,53,0,10,5
232,124,0,1,0
234,96,0,6,0
235,48,5,8,0
236,98,3,0,0
238,107,3,0,0
239,68,18,10,0
240,57,20,0,0
241,77,36,0,0
242,50,26,0,0
243,134,12,0,4
244,84,22,0,0
245,54,24,0,0
246,144,62,0,0
247,134,44,0,0
248,43,55,0,0
249,26,14,0,0
250,4,9,0,0
251,7,16,0,0
252,11,65,0,0
253,5,34,0,0
254,14,36,0,0
255,8,31,0,0
256,34,0,1,0
257,12,9,0,0
258,5,18,0,0
259,6,28,0,0
260,15,58,0,0
261,11,26,0,5
262,0,38,1,10
263,0,20,0,4
264,0,24,0,0
267,0,20,5,0
268,2,27,2,0
269,11,26,0,0
270,1,12,0,0
271,13,6,0,0
274,0,15,0,0
275,5,34,0,0
276,8,35,0,0
277,5,11,0,0
280,0,5,0,0
281,0,18,0,0
282,0,5,0,0
283,0,15,0,0
284,0,12,0,0
285,0,19,0,0
286,0,5,0,0
