time,票据推销,色情欺诈,卡贷诱骗,商务广告
198,33,0,6,0
199,32,0,19,0
200,2,0,25,0
201,7,0,27,0
202,34,0,38,0
203,17,0,34,0
204,4,0,41,0
206,34,0,50,0
207,37,0,115,0
208,90,0,52,0
209,10,0,27,0
211,50,0,31,0
212,76,0,111,0
213,39,0,146,7
214,60,0,74,0
215,91,0,73,0
216,106,0,22,9
217,66,0,65,0
218,70,0,48,4
219,76,0,20,0
221,63,27,42,0
222,37,9,26,0
223,83,23,74,1
224,37,37,69,0
225,48,17,63,2
226,54,20,33,0
227,24,36,34,0
228,54,33,24,0
229,77,33,3,0
230,18,42,0,0
231,30,21,1,1
232,15,31,5,0
233,29,36,8,0
235,36,48,10,0
236,31,57,15,0
237,44,24,17,0
239,16,25,11,0
240,13,76,1,0
241,12,114,1,0
242,5,141,1,0
243,6,60,11,0
244,5,150,13,0
245,26,144,3,0
246,29,44,16,0
247,18,78,15,0
248,18,140,18,0
249,11,109,0,0
250,59,46,1,4
251,32,57,9,0
252,44,99,3,4
253,60,83,0,0
254,26,48,1,4
255,22,66,0,0
256,29,13,0,3
257,21,55,0,0
258,26,49,1,0
259,65,67,2,3
260,60,34,1,0
261,18,52,3,0
262,0,100,0,0
263,0,41,0,0
264,0,21,0,0
265,0,10,0,0
266,0,11,0,0
267,6,31,0,0
268,0,34,1,0
269,0,97,0,0
270,0,62,1,0
271,0,17,0,0
272,0,101,0,0
273,0,54,0,0
274,0,60,0,0
275,0,60,0,0
276,0,60,0,0
277,0,46,0,0
278,0,14,0,0
279,0,26,0,0
280,0,34,0,0
281,0,94,0,0
282,0,14,0,0
283,0,71,0,0
284,0,20,0,0
285,0,29,5,0
286,0,14,0,1
