time,票据推销,色情欺诈,卡贷诱骗,商务广告
74,27,0,0,0
75,5,0,0,0
76,13,0,0,0
77,10,0,0,0
78,10,0,0,0
79,15,0,0,0
80,15,0,0,0
81,29,0,0,0
83,5,0,0,0
84,13,0,0,0
86,21,0,0,0
87,14,0,2,0
88,12,0,6,0
89,71,0,6,0
90,51,0,0,0
91,38,0,13,0
92,76,0,15,0
93,36,0,23,0
94,47,0,3,0
95,18,0,10,0
96,58,0,4,0
99,22,0,7,0
100,66,0,8,0
101,73,0,5,1
102,93,0,5,2
103,113,0,4,0
104,155,0,12,0
105,153,0,0,1
106,95,0,0,0
107,113,0,3,0
108,127,0,2,0
109,167,0,2,0
110,155,0,3,0
111,149,0,10,0
112,168,0,0,0
113,110,0,0,0
114,92,0,0,0
115,69,0,0,0
116,72,0,0,0
117,128,0,0,0
118,83,0,6,0
119,102,0,6,0
121,91,0,46,0
122,175,0,3,3
123,124,0,1,0
126,123,0,22,3
127,142,0,58,0
128,126,0,91,0
129,107,0,47,1
130,162,0,48,0
131,60,0,87,0
132,136,0,10,3
133,206,0,18,0
134,104,0,29,0
137,118,0,97,0
140,86,0,13,1
141,72,0,35,1
142,49,0,112,1
143,42,0,104,1
144,48,0,85,3
145,63,0,29,1
146,32,0,27,2
147,34,0,36,0
148,33,0,9,0
149,26,0,10,0
150,95,0,23,0
