word,frequency,label
发票,18392,0
公司,16676,0
付款,16622,1
行业,13804,0
代开,11864,0
电话,9903,0
打扰,9765,1
酒店,9146,1
北京,9131,1
模特,8799,1
白领,8700,1
公寓,8314,1
正规,7350,0
增值税,7248,0
上门服务,6974,1
见谅,6113,1
低保真,5920,0
满意,5822,1
验后,5732,0
无需,5730,1
定金,5722,1
少妇,5615,1
空姐,5615,1
保真,5096,0
微信,4717,1
洋妞,4682,1
学生,4115,1
美女,4113,1
三线,4033,1
诚信,3718,1
明星,3611,1
国内外,3587,1
核实,3560,2
热线,3423,1
清纯,3184,1
学妹,3184,1
韩,3184,1
法意,3184,1
俄,3184,1
高端,3184,1
支票,3110,0
走账,2725,0
兑现,2702,0
联系电话,2650,1
普通,2543,0
韩欧美,2538,1
对公,2458,0
服务,2435,1
年代,2403,0
长期,2352,1
机打,2300,0
学生妹,2148,1
恭喜发财,2099,0
提供,1911,1
尊敬,1900,2
被,1890,2
常,1863,0
账户,1850,2
冻结,1850,2
因,1845,2
解冻,1845,2
登录,1843,2
上门,1837,3
短信,1831,3
各种,1812,0
不,1805,2
用户,1801,2
提示,1784,2
工行,1780,2
未分类,1780,2
个人信息,1780,2
按,1780,2
工商银行,1780,2
按摩,1726,1
国外,1726,1
留学生,1726,1
诚电,1726,1
勿扰,1726,1
不回,1726,1
姿色,1716,1
专业,1703,0
年,1700,2
需要,1683,0
非诚,1681,1
王经理,1679,0
材料,1667,0
谅解,1619,0
可验,1588,0
对外,1579,0
张,1487,0
一套,1482,2
万,1437,2
低,1396,0
票,1366,0
普通发票,1363,0
全国,1352,0
农家院,1325,2
独门独院,1308,2
出售,1297,0
实习,1294,1
护士,1294,1
佳丽,1294,1
海涵,1278,1
经理,1276,0
通州,1248,2
多,1245,2
北京市,1245,0
金发碧眼,1244,1
北影,1244,1
房源,1244,2
欲购从速,1244,2
总价,1242,2
各行各业,1216,0
工程,1193,0
点低,1182,0
广告,1146,0
永久,1136,0
等等,1106,0
新版,1105,0
联系,1071,0
来电,1070,0
性感,1040,1
大密,1040,1
科技,1033,0
李经理,1026,0
公,1022,0
欢迎,1021,0
租赁,1013,0
急用,1012,0
工程款,980,0
可开,970,0
同号,943,0
请谅解,943,0
俄罗斯,929,1
咨询,925,0
长期有效,908,0
走帐,884,0
会议,881,0
常年,869,0
税点,842,0
咨询电话,815,0
办理,795,2
开发票,771,0
联系人,761,0
最近,757,0
使用,751,2
一房,740,2
一棚,740,2
一院,740,2
敬请,728,0
优惠,719,0
微,714,0
以备,713,0
国税,677,0
信号,664,0
会计,662,0
价格,658,0
可验证,650,0
设备,644,0
广告设计,640,0
医疗器械,640,0
刘华,640,0
现在,623,2
刻章,621,0
可公,603,0
大额,598,0
保留,596,0
专用,594,0
低验,583,0
税额,582,0
赵会记,582,0
都,581,0
用后,581,0
多余,581,0
代,572,0
点底,550,0
普增,549,0
外地,544,0
长,540,0
小李,513,0
合同,512,2
燃气,508,2
入户,508,2
發票,500,0
生活,491,0
平米,485,2
及,482,0
点位,478,0
刘,473,0
抢购,468,2
所,467,1
款,466,0
专用发票,464,0
验证,460,0
办证,460,0
祝您,456,0
机,455,0
打票,455,0
张伟,455,0
愉快,455,0
