word,frequency,label
发票,27581,0
公司,25471,0
付款,20926,1
行业,20190,0
电话,20103,0
代开,18179,0
尊敬,14831,2
用户,14700,2
登录,14692,2
账户,14686,2
分,13651,2
小时,13625,3
元,13604,2
我行,13510,2
积分,13464,2
中国银行,13454,2
网址,13450,2
中行,13449,2
即将,13449,2
到期,13446,2
清零,13446,2
兑换,13446,2
现金,13446,2
北京,11770,1
保真,11583,0
验后,10737,0
正规,8856,0
增值税,7911,0
打扰,7577,0
长期,7203,0
上门服务,7082,1
酒店,7044,1
公寓,6908,1
模特,6849,1
白领,6388,1
低保真,6279,0
洋妞,5659,1
无需,5659,1
定金,5659,1
点底,5294,0
微信,5222,0
高,4666,0
先生,4652,0
满意,4607,1
普通,4372,0
美女,4324,1
三线,3911,1
明星,3911,1
海涵,3728,1
少妇,3667,1
空姐,3667,1
国内外,3643,1
诚信,3555,1
年代,3540,0
热线,3514,1
支票,3382,0
学生,3331,1
韩,3287,1
提供,3249,1
兑现,3248,0
高端,3231,1
清纯,3182,1
学妹,3182,1
法意,3182,1
俄,3182,1
常,2974,0
对外,2733,0
全国,2603,0
走账,2538,0
韩欧美,2477,1
核实,2476,2
王经理,2405,0
联系电话,2399,0
材料,2355,0
生态,2239,2
机打,2214,0
需要,2146,0
不,2082,2
对公,2067,0
张,2060,0
广告,2027,0
万,2000,2
各种,1846,0
可开,1822,0
可验,1800,0
咨询,1659,0
常年,1527,0
请谅解,1509,0
款,1480,0
因,1461,0
经理,1447,0
专业,1443,0
致电,1435,2
姿色,1428,1
工程,1428,0
工程款,1425,0
可验证,1419,0
科技,1418,0
金发碧眼,1406,1
北影,1406,1
在校学生,1406,1
详情,1402,2
普通发票,1385,0
首付,1382,2
恭喜发财,1367,0
直达,1359,2
租赁,1355,0
见谅,1340,0
产权,1331,2
李经理,1325,0
及,1324,0
服务,1308,0
税点,1302,0
欢迎,1278,0
信息,1272,2
票,1268,0
工商银行,1245,2
冻结,1241,2
提示,1241,2
被,1239,2
工行,1238,2
未分类,1238,2
个人身份,1238,2
按,1238,2
来电,1223,0
大,1182,2
精装,1139,2
国税,1138,0
大盘,1138,2
百亩,1137,2
限购,1131,2
普通机,1110,0
验证,1100,0
农家院,1086,2
一套,1086,2
独门独院,1086,2
京南,1086,2
业务,1078,0
实习,1071,1
护士,1071,1
佳丽,1071,1
北京市,1026,0
吃,1002,2
自己,996,2
通州,995,2
两室,995,2
一厅,995,2
远离,995,2
尾气,995,2
种,995,2
菜,995,2
同号,989,0
公,986,0
入住,985,2
低,968,0
房源,964,2
多,964,2
以前,955,2
开发票,949,0
增税,948,0
房屋,939,0
欲购从速,928,2
机械,928,0
等等,925,0
以及,925,0
张婷,925,0
现房,921,2
联系,913,0
联系人,913,0
周先生,874,0
各地,860,0
及时,851,2
点低,850,0
平米,847,2
亦庄,837,2
韩国,833,1
日本,833,1
办证,832,0
长年,831,0
刻章,823,0
年,808,2
抵扣,806,0
国税发,792,0
万起,784,2
交钱,776,2
即,775,2
总价,774,2
新版,760,0
走帐,736,0
代办,717,0
给,699,2
均价,699,2
是,692,2
增值,674,0
专增,667,0
可公,666,0
信号,645,0
劳务,635,0
点位,630,0
营改,625,0
