word,frequency,label
发票,39623,0
公司,35855,0
付款,29924,1
代开,28927,0
电话,28333,0
行业,25899,0
保真,15657,0
北京,13743,1
正规,12456,0
增值税,12164,0
尊敬,11256,2
用户,11201,2
登录,11196,2
打扰,10957,1
验后,10324,0
账户,10032,2
即将,9874,2
我行,9867,2
元,9853,2
积分,9845,2
兑换,9831,2
小时,9826,2
清零,9821,2
网址,9821,2
现金,9821,2
到期,9812,2
分,9806,2
长期,8475,0
低保真,7644,0
酒店,7328,1
建设银行,6680,2
公寓,6330,1
上门服务,6162,1
模特,6143,1
机打,5961,0
白领,5551,1
满意,5445,1
建行,5255,2
广告,4989,0
无需,4863,1
洋妞,4861,1
定金,4861,1
各种,4709,0
点底,4703,0
见谅,4699,1
中行,4569,2
中国银行,4569,2
可验证,4415,0
高,4135,0
对外,4106,0
普通,4088,0
材料,3975,0
先生,3953,0
兑现,3922,0
微信,3921,2
美女,3802,1
支票,3746,0
可验,3534,0
全国,3474,0
空姐,3385,1
少妇,3373,1
张,3370,0
国内外,3307,1
低,3275,0
三线,3239,1
明星,3222,1
联系电话,3186,0
学生,3175,1
热线,3125,1
诚信,3056,1
工程,2988,0
高端,2960,1
多余,2947,0
验证,2875,0
代,2865,0
服务,2804,0
清纯,2758,1
学妹,2758,1
韩,2758,1
法意,2758,1
俄,2758,1
可开,2746,0
税点,2621,0
万,2599,2
提供,2575,1
常年,2492,0
普通发票,2389,0
开发票,2381,0
科技,2359,0
谅解,2337,0
小,2313,2
咨询电话,2295,0
分析,2292,3
核实,2285,2
工程款,2271,0
租赁,2259,0
号码,2227,0
抵扣,2180,0
韩欧美,2103,1
年代,2065,0
恭喜发财,2027,0
退订,1997,3
联系,1976,0
经理,1954,0
回,1930,3
通州,1905,2
独门独院,1889,2
请谅解,1887,0
敬请,1886,2
走账,1839,0
李经理,1833,0
地税,1833,0
农家院,1831,2
一套,1831,2
自己,1823,2
信息,1823,0
生态,1821,2
两室,1821,2
一厅,1821,2
远离,1821,2
尾气,1821,2
吃,1821,2
种,1821,2
菜,1821,2
查询,1800,0
长期有效,1784,0
财富,1781,0
王经理,1759,0
常,1745,0
票据,1744,0
大量,1740,0
咨询,1734,0
必填,1727,3
需要,1724,0
验证码,1721,3
不,1710,2
免费,1699,3
即,1692,3
人满,1646,3
银行,1640,0
通用机,1611,0
收益,1590,3
老牌,1584,3
分析师,1584,3
坐镇,1584,3
自,1584,3
营盘,1584,3
群友,1584,3
全部,1584,3
封加群,1584,3
款,1561,0
李,1534,0
国税,1527,0
及,1508,0
是,1505,0
各行,1502,0
海涵,1494,0
一层,1485,2
手机,1468,2
机械,1465,0
进行,1455,2
所有,1450,0
增值,1441,0
请登入,1437,2
急用,1436,2
逾期,1435,2
失效,1430,2
现房,1429,2
实名,1428,2
补录,1428,2
冻结资金,1428,2
不便,1428,2
紧急通知,1425,2
专业,1410,0
被,1394,2
以备,1394,2
提示,1385,2
票,1379,0
真,1376,0
按,1370,2
冻结,1369,2
工商银行,1369,2
工行,1364,2
因未,1364,2
个人身份,1364,2
核对,1364,2
餐饮,1361,0
亦庄,1339,2
欲购从速,1339,2
劳务,1326,0
网上,1316,0
单位,1303,0
可堆,1296,0
外国,1296,0
等票,1296,0
真点,1296,0
赵打,1296,0
周先生,1282,0
之前,1198,2
谢谢,1177,0
