word,frequency,label
公司,8291,0
发票,6765,0
电话,6107,0
付款,5886,0
行业,4429,0
尊敬,3446,2
分,3442,2
用户,3393,2
元,3386,2
小时,3364,2
建设银行,3358,2
账户,3352,2
我行,3351,2
登录,3350,2
兑换,3346,2
积分,3345,2
即将,3345,2
现金,3344,2
建行,3342,2
到期,3340,2
清零,3340,2
网址,3340,2
正规,3014,0
代开,3012,0
地铁,2978,2
增值税,2929,0
低保真,2729,0
保真,2673,0
打扰,2344,0
验后,2086,0
微信,1948,0
联系电话,1602,0
年代,1560,0
长期,1536,0
紧邻,1500,2
现房,1497,2
年,1496,2
大,1494,2
产权,1494,2
号,1491,2
东二环,1489,2
外,1489,2
出售,1489,2
每平米,1489,2
号线,1489,2
线,1489,2
双,1489,2
热线电话,1489,2
张,1485,0
可开,1371,0
可验,1176,0
北京,1166,0
验证,1158,0
海涵,1146,0
常,1143,0
各种,1142,0
王经理,1042,0
各行各业,895,0
北京市,894,0
点底,879,0
代办,874,0
国税发,874,0
票普增,874,0
专增点,874,0
提供,862,0
同号,817,0
普通,760,0
李,738,0
抵扣,725,0
全国,690,0
可验证,667,0
保頁验,666,0
各地,641,0
致电,595,2
首付,568,3
到,538,2
均价,537,2
一,531,2
孔雀,529,2
城,529,2
京西,529,2
又,529,2
全新,529,2
立作,529,2
平民,529,2
全明,529,2
户型,529,2
万买居,529,2
详情,529,2
价格,523,0
联系人,512,0
酒店,503,2
本会,495,2
所,495,2
美女,495,2
上门服务,495,2
周涛,492,0
谅解,490,3
会计,483,0
低,454,0
长,438,0
见谅,437,0
机打,423,0
材料,407,0
经理,400,0
咨询电话,398,2
赵,376,0
敬请,375,3
国地税,375,0
通用机,375,0
等票,375,0
真点,375,0
女士,375,0
恭喜发财,368,0
發票,366,0
价格低,366,0
小李,366,0
保留,355,0
专用,350,0
请谅解,340,0
科技,330,0
对外,323,0
及,323,0
如有,321,0
广告,318,0
专业,316,0
王,311,0
普票,304,0
保证,304,0
真票,304,0
长期有效,304,0
代,299,0
张文,299,0
急用,294,2
办理,293,0
工程款,289,0
一切,286,2
信用卡,283,2
以备,278,0
税点,262,0
李经理,256,0
支票,253,0
普通发票,252,0
走账,248,0
兑现,248,0
营,239,0
改增,239,0
王飞,239,0
票据,225,0
周强,225,0
需要,211,0
或,200,0
打挠,199,0
咨询,190,0
款,182,0
朱,179,0
专用发票,175,0
该,163,0
刘,162,0
开营,160,0
曾,160,0
霍先生,157,2
详询,154,0
税率,142,0
老板,141,0
请原谅,141,0
开发票,139,0
工程,139,0
高价,134,2
联系,132,0
都,129,2
税点底,123,0
会议,122,0
网上,119,0
可低,118,0
扣,118,0
用后,118,0
郭经理,118,0
还款,113,2
底,111,0
被,111,2
后款,109,0
京代开,109,0
吴先生,109,0
平安,106,2
收,102,3
驾驶证,102,3
处理,102,3
机动车,102,3
违章,102,3
做,102,3
无车,102,3
报废,102,3
指标,102,3
找回,102,3
逾期,102,2
劳务,101,0
干,100,2
妈个,100,2
大黑,100,2
