word,frequency,label
发票,65907,0
公司,64763,0
付款,58759,1
电话,46531,1
我行,46133,2
代开,40174,0
行业,39396,0
打扰,38385,1
用户,29687,2
正规,27607,0
提额,26972,2
对外,25914,0
北京,25343,1
信用卡,23204,2
尊敬,23185,2
提升,22961,2
致电,22955,2
标准,22939,2
工商银行,22930,2
万元,22909,2
达到,22904,2
详情,22904,2
工作日内,22904,2
调整,22889,2
额度,18898,2
增值税,18810,0
多余,18152,0
保真,18079,0
票据,16908,0
酒店,16878,1
模特,16278,1
见谅,15987,1
低保真,15562,0
公寓,15529,1
白领,15494,1
上门服务,15099,1
无需,14973,1
定金,14469,1
谅解,14299,0
认证,14047,2
验后,13817,0
微信,13652,0
抵扣,13631,0
洋妞,13201,1
满意,11988,1
走账,10311,2
增值,10171,0
美女,9965,1
热线,9960,1
诚信,9749,1
三线,9635,1
明星,9635,1
可验证,9504,0
支票,9388,0
需要,9345,0
兑现,8860,0
国内外,8610,1
学妹,8610,1
韩,8610,1
法意,8610,1
国地税,8408,0
机打,8398,0
各种,8340,0
通用机,8322,0
单位,8202,0
承诺,8202,0
真票,8202,0
赵小姐,8202,0
开发票,8097,0
王经理,8014,0
恭喜发财,7918,0
高端,7913,1
全国,7825,0
少妇,7668,1
普通,7571,0
代,7567,0
经理,7415,2
清纯,7342,1
俄,7342,1
税率,7321,0
新,7183,2
学生,7164,1
登录,7037,2
提供,7008,1
工行,6992,2
网上,6990,0
通知,6809,2
及时,6805,2
低验,6758,0
未,6741,2
总行,6739,2
规定,6739,2
个人账户,6739,2
需,6739,2
分类,6739,2
使用,6739,2
点后,6739,2
停止使用,6739,2
联系,6504,0
长期,6383,0
年代,6214,0
核实,6200,2
海涵,6173,1
急用,5920,0
韩欧美,5859,1
查验,5811,0
及,5514,0
联系电话,5463,0
普增,5458,0
空姐,5408,1
低,5329,2
常,5278,0
专业,5166,0
李经理,5065,0
请谅解,4989,0
工程款,4936,0
可验,4773,0
外地,4714,0
代办,4706,2
税点,4502,2
带,4402,0
会计,4143,0
专用,4139,0
李,4087,0
对公,4056,0
各地,4035,0
以备,4004,0
开机,3944,0
打真,3944,0
北京市,3939,0
票,3873,0
王君,3759,0
现房,3716,2
咨询,3714,2
是,3676,2
为,3493,3
短信,3456,3
君邸,3447,3
男士,3447,3
私密,3447,3
会馆,3447,3
馆,3447,3
欢迎,3443,0
姿色,3429,1
材料,3425,0
被,3419,2
来电,3372,0
证件,3355,2
出售,3350,2
文凭,3325,2
高层,3291,2
敬请,3269,0
联系人,3069,0
最新,3062,2
款,3035,0
开发商,3022,2
东三环,3013,2
周庄,3013,2
家园,3013,2
经典,3013,2
一居,3013,2
两居三居,3013,2
板楼,3013,2
南北,3013,2
通透,3013,2
户型,3013,2
热销,3013,2
价,3013,2
每平米,3013,2
直售,3013,2
上网,2998,0
周先生,2998,0
餐饮,2985,0
住宿,2985,0
转账,2982,0
保存,2982,0
佳丽,2960,1
北影,2934,1
在校学生,2934,1
一体,2927,3
实习,2925,1
护士,2925,1
互动,2920,3
双,2917,3
升级版,2913,3
推出,2911,3
双人,2911,3
瑜伽,2911,3
男女,2911,3
修养,2911,3
生,2911,3
展现,2911,3
印度,2911,3
性爱,2911,3
文化,2911,3
之,2911,3
魅力,2911,3
抵元,2911,3
咨询电话,2856,0
办公用品,2683,0
