word,frequency,label
公司,6753,0
电话,5674,0
发票,5299,0
现金,3982,2
尊敬,3972,2
正规,3855,0
用户,3799,2
分,3761,2
小时,3761,2
元,3757,2
登录,3742,2
兑换,3727,2
积分,3724,2
我行,3724,2
即将,3719,2
清零,3718,2
网址,3714,2
到期,3713,2
账户,3712,2
建行,3708,2
建设银行,3708,2
付款,3449,0
增值税,3078,0
行业,2733,0
保真,2671,0
张,2344,0
可开,2202,0
代开,1770,0
不,1741,2
限购,1593,2
独门独院,1580,2
万,1573,2
即,1554,2
自己,1539,2
通州,1535,2
生态,1535,2
农家院,1535,2
一套,1535,2
交通,1535,2
便利,1535,2
远离,1535,2
尾气,1535,2
吃,1535,2
种,1535,2
蔬菜,1535,2
禽蛋,1535,2
低保真,1528,0
详询,1358,2
总价,1311,2
打扰,1308,0
微信,1133,0
联系电话,1044,0
验后,906,0
普通,886,0
海涵,884,0
各种,853,0
现房,850,2
北京,837,0
验证,836,0
买,825,2
经理,805,0
代办,794,0
同号,794,0
国税发,788,0
票普增,788,0
专增点,788,0
标准,788,2
超大,782,2
紧邻,781,2
收费,780,2
联系,779,2
东三环,774,2
外,774,2
十八里店,774,2
两居万,774,2
市政,774,2
统一,774,2
地铁,774,2
公交,774,2
年代,705,0
全国,690,0
兑现,689,0
支票,687,0
办理,676,2
精装,657,2
住,654,2
出售,653,2
信用卡,642,2
对外,638,0
专业,627,3
南,623,2
热线电话,623,2
点底,592,0
及,581,3
需要,562,0
王经理,549,0
专用,533,0
张文,507,0
保頁验,507,0
长,492,0
各地,480,0
走账,471,0
各行,468,0
票据,468,0
可验证,468,0
周强,468,0
可验,461,0
增值,418,0
抵扣,416,0
恭喜发财,412,0
普票,399,0
常,397,0
保证,377,0
真票,377,0
长期有效,377,0
还,365,2
普通发票,349,0
低,348,0
联系人,342,0
急用,328,0
见谅,322,0
以备,316,0
长期,313,0
被,309,2
周涛,281,0
各行各业,270,0
费,270,0
还款,267,2
业务,264,0
赵,261,0
威信,261,0
李经理,253,0
因,248,2
逾期,245,2
冻结,233,2
客服,233,2
材料费,227,0
建筑,227,0
对公,227,0
转账,227,0
保存,227,0
税点,225,0
平安,222,2
专增验,220,0
妈,218,2
热线,217,2
交通银行,214,2
咨询,214,0
钱,212,0
和,203,0
垫,200,2
取现,199,2
中国,190,2
保,187,0
时间,185,0
谢谢,184,0
导致,179,2
专用发票,172,0
朱,172,0
银行,166,2
南桥,151,2
精装修,151,2
让,144,3
利息,140,2
给,139,2
带,133,2
网查,132,0
贷款,131,2
李梅,128,0
敬请,126,3
今天,125,3
解冻,124,2
住购,122,2
客户,121,2
王伟,117,0
同步,117,0
健身,113,3
及时,112,2
激活,107,2
来,107,2
工程款,101,0
抵押,99,2
亩,97,2
请谅解,96,0
我草,96,3
他,96,3
维修,95,3
信用,92,2
库房,90,2
放款,90,2
高,88,2
机打,87,0
老板,85,0
悦,85,3
游泳,85,3
会,85,3
所,85,3
网上,84,0
材料,81,0
保留,78,2
