word,frequency,label
发票,39884,0
公司,36080,0
行业,28102,0
代开,27878,0
电话,27289,1
付款,26695,1
正规,14133,0
打扰,13570,1
尊敬,13378,2
保真,13090,0
验后,12717,0
低保真,12491,0
元,11227,3
兑换,11084,2
积分,11078,2
即将,11070,2
现金,11058,2
北京,10941,1
分,10371,2
到期,10321,2
清零,10320,2
客户,10255,2
登录,10192,2
小时,10015,2
网址,10009,2
农业银行,10009,2
账户,9997,2
增值税,9989,0
微信,7240,0
长期,6998,0
机打,6839,0
普通,6120,0
见谅,5193,1
低,5164,0
办理,4936,2
联系电话,4804,1
材料,4723,0
恭喜发财,4689,0
验证,4536,0
年代,4490,0
各种,4481,0
经理,4182,0
对外,4098,0
高,4070,0
点底,4053,0
额度,4045,2
常,3866,0
税点,3819,0
支票,3760,0
登陆,3726,2
科技,3714,0
兑现,3694,0
广告,3649,0
工程,3634,0
先生,3567,0
国税发,3439,0
代办,3422,0
我行,3305,2
全国,3281,0
工商银行,3193,2
海涵,3173,1
用户,3090,2
模特,3002,1
白领,2992,1
走账,2973,0
逾期,2965,2
服务,2943,1
咨询,2940,0
提升,2783,2
工程款,2758,0
张,2725,0
真点,2685,0
谅解,2674,0
可验,2650,0
酒店,2636,1
常年,2499,0
上门服务,2497,1
王经理,2431,0
专业,2428,0
可开,2390,0
票,2376,0
万,2330,2
增值,2295,0
低验,2147,0
国税,2146,0
需要,2095,0
对公,2086,0
以备,2034,0
征信,2023,2
美女,2016,1
公寓,1972,1
国内外,1971,1
北京市,1880,0
开发票,1865,0
及时,1854,2
代,1847,0
标准,1834,2
提供,1831,1
达到,1824,2
失效,1816,2
信用,1812,2
指定,1805,2
现可,1805,2
办证,1800,2
李,1798,0
急用,1785,0
请谅解,1729,0
刻章,1711,2
及,1709,0
学生,1691,1
租赁,1681,0
各行各业,1640,0
女士,1636,0
业务,1625,0
劳务,1616,0
普通机,1607,0
联系人,1606,0
号码,1570,2
李经理,1556,0
款,1528,0
信用卡,1525,2
绝对,1516,0
各类,1513,0
保留,1478,0
赵,1451,0
欢迎,1450,0
长期有效,1440,0
少妇,1437,1
空姐,1437,1
专增,1435,0
查询,1422,0
来电,1399,0
票机,1391,0
打普增,1391,0
专增票,1391,0
小赵,1391,0
可验证,1368,0
等等,1345,0
是,1337,3
王,1330,0
欧美,1315,1
票普增,1294,0
专增机,1294,0
打票,1294,0
所有,1275,0
办公用品,1265,0
价格,1260,0
可代开,1228,0
另,1206,3
敬请,1201,0
普通发票,1187,0
日本,1182,1
韩国,1182,1
专票,1177,0
良好,1177,2
一套,1127,2
通州,1125,2
生态,1125,2
农家院,1125,2
两室,1125,2
一厅,1125,2
独门独院,1125,2
燃气,1125,2
入户,1125,2
高端,1120,1
公,1120,0
均价,1117,2
远离,1115,2
尾气,1115,2
养老,1115,2
养生,1115,2
加油,1113,0
齐全,1112,2
满意,1095,1
帐户,1069,2
洋妞,1050,1
无需,1050,1
定金,1050,1
诚信,1045,1
保存,1044,0
票点,1042,0
万元,1041,2
申请,1036,2
给,1035,2
發票,1019,0
程,996,0
会计,992,0
同号,990,3
或,983,2
科技咨询,978,0
安装,971,3
走帐,969,0
综合,966,2
评分,966,2
明星,964,1
住宿,963,0
白金,959,2
热线,951,1
可查,918,0
点低,897,0
