word,frequency,label
公司,11273,0
发票,10052,0
付款,7893,2
代开,7771,0
电话,6950,2
行业,5790,0
尊敬,5516,2
登录,5476,2
用户,5474,2
积分,5466,2
小时,5466,2
兑换,5461,2
我行,5460,2
清零,5459,2
账户,5458,2
到期,5456,2
网址,5456,2
正规,5288,0
打扰,4901,0
建行,3889,2
低保真,3887,0
中国银行,3507,2
中行,3505,2
元,2960,2
保真,2956,0
分,2938,2
即将,2921,2
现金,2907,2
北京,2887,0
联系电话,2629,0
海涵,2582,0
分即,2559,2
元现,2559,2
验后,2438,0
微信,2169,2
验证,2161,0
银行,1991,2
代办,1974,0
国税发,1935,0
票普增,1935,0
专增点,1935,0
同号,1935,0
长期,1868,0
可验,1800,0
各种,1722,0
价格,1711,0
增值税,1490,0
请谅解,1457,0
各行各业,1412,0
李,1394,0
对外,1321,0
经理,1287,0
见谅,1161,0
低,1071,0
支票,1052,0
周涛,1050,0
兑现,1002,0
恭喜发财,958,0
李经理,917,0
机打,902,0
年代,891,0
需要,871,0
全国,852,0
联系,846,0
广告,842,0
北京市,822,0
外地,815,0
税点,807,0
详询,800,0
科技,783,0
绝对,780,0
张,776,0
会计,772,0
材料,770,0
咨询,753,0
优惠,697,0
专用,693,0
各地,685,0
可验证,637,0
多余,545,0
和,536,0
退订,526,3
解决,520,3
看,515,3
张文,514,0
安装,511,3
中视,510,3
卫星电视,510,3
凤凰,510,3
新闻,510,3
票房,510,3
影院,510,3
地理,510,3
探索,510,3
手机信号,510,3
放大器,510,3
信号,510,3
弱,510,3
通话,510,3
断续,510,3
回,510,3
常,507,0
普通,500,0
保留,494,2
工程,486,2
长期有效,485,0
王,477,0
等等,457,0
保证,446,0
来电,445,0
票据,441,0
长,432,0
走账,421,0
欢迎,414,0
普增,413,0
谅解,406,0
低验,401,0
如扰,401,0
税率,391,0
平安,387,0
常年,380,0
可查,375,0
王力,371,0
工程款,366,0
备用,354,0
真,350,0
使用,350,0
好人,350,0
一生,350,0
点底,338,0
保頁验,338,0
房租,327,0
税务,313,0
普通发票,311,0
保存,310,0
金,308,0
下午,307,0
好,307,0
各行,307,0
周强,307,0
王经理,305,0
机会,299,0
王望,296,0
合作,296,0
刘,287,0
增值,283,0
或,281,0
都,281,0
小张,281,0
普票,279,0
抵扣,279,0
真票,279,0
京代开,272,0
吴先生,272,0
我们,268,0
王请,265,0
点低,262,0
發票,260,0
程,260,0
最低,258,3
营改,258,0
如有,254,0
打挠,254,0
可保,254,0
想开,242,0
李伟,242,0
新老票,224,0
需王,219,0
窗帘,212,3
以备,208,2
急用,203,0
网上,191,0
保,191,0
高,175,0
可用,175,0
为,172,0
及,172,0
钱,172,0
普通机,169,0
新版,169,0
增点,169,0
敬请,162,0
带開,160,2
查,158,0
出售,158,0
永久,155,0
联系人,154,0
咨询电话,146,0
飞鸽传书,144,0
真假,141,0
刘佳,138,0
最,130,0
餐饮,127,0
专业,125,0
一赔,122,0
十,122,0
上网,122,0
查税,122,0
商贸,122,0
用后,117,0
