word,frequency,label
发票,18888,0
公司,16394,0
付款,16378,1
行业,13982,0
代开,13880,0
打扰,11809,1
电话,11026,0
正规,9006,0
增值税,8806,0
低保真,6487,0
核实,6282,2
北京,6271,1
见谅,6005,1
验后,5981,0
账户,5815,2
登录,5714,2
保真,5583,0
酒店,5193,1
模特,4771,1
少妇,4757,1
空姐,4757,1
白领,4714,1
公寓,4654,1
微信,4568,1
上门服务,4156,1
尊敬,3694,2
机打,3660,0
满意,3652,1
洋妞,3595,1
无需,3595,1
定金,3595,1
用户,3486,2
冻结,3419,2
普通,3406,0
工商银行,3359,2
被,3229,2
因,3204,2
解冻,3204,2
提示,3152,2
工行,3142,2
未分类,3141,2
个人信息,3141,2
按,3141,2
海涵,2911,1
长期,2812,1
提供,2658,1
韩欧美,2592,1
可验,2481,0
建设银行,2416,2
积分,2330,2
兑换,2329,2
美女,2327,1
即将,2327,2
现金,2327,2
建行,2326,2
小时,2258,2
通知,2246,2
手机网,2246,2
清零,2243,2
喜讯,2242,2
到期,2241,2
恭喜发财,2167,0
各种,2120,0
票,2074,0
需要,2069,0
国内外,2052,1
经理,2031,0
支票,2030,0
兑现,2030,0
服务,2014,1
联系电话,2003,1
对公,1995,0
走账,1963,0
专用,1936,0
对外,1908,0
学生,1873,1
王经理,1867,0
会计,1761,0
金发碧眼,1752,1
在校学生,1752,1
同号,1736,0
学生妹,1696,1
点低,1694,0
年代,1638,0
上门,1609,1
短信,1601,1
按摩,1547,1
国外,1547,1
留学生,1547,1
诚电,1547,1
非诚,1547,1
勿扰,1547,1
不回,1547,1
专业,1476,0
等等,1407,0
新版,1406,0
工程款,1387,0
诚信,1380,1
三线,1365,1
可开,1336,0
李经理,1310,0
国税,1304,0
明星,1234,1
各行各业,1213,0
刻章,1207,0
公,1204,0
请谅解,1190,0
热线,1163,1
俄,1142,1
韩,1111,1
联系人,1096,0
普通发票,1095,0
低,1077,0
增值,1052,0
联系,1005,0
清纯,1003,1
学妹,1003,1
法意,1003,1
高端,1003,1
多余,997,0
刘,996,0
姿色,989,1
大胸,989,1
妹意,989,1
北影,989,1
谅解,981,0
验证,972,0
普增,941,0
价低,938,0
张伟,938,0
专,919,0
材料,905,0
增税,897,0
用后,880,0
办理,874,0
常,869,0
敬请,860,0
發票,857,0
全国,855,0
俄法,850,1
实习,844,1
护士,844,1
佳丽,840,1
常年,837,0
优惠,829,0
营改,824,0
可用,785,0
抵扣,776,0
长,769,0
租赁,767,0
可验证,755,0
李,669,0
张,665,0
广告,659,0
办证,649,0
为,641,0
普通机,621,0
增点,621,0
工程,614,0
机,614,0
打发,614,0
飘,614,0
可以,605,0
最近,605,2
微,596,0
还,587,0
票务,585,0
开发票,584,0
款,568,0
走帐,565,0
低验,548,0
毕业证,542,0
科技,511,0
李微信,508,0
如需,505,0
证件,505,0
价格,505,0
会议,502,0
材料费,492,0
胡涛,487,0
广告设计,482,0
医疗器械,482,0
设备,482,0
刘华,482,0
长期有效,482,0
所,480,1
各类,474,0
俄罗斯,469,1
详询,458,0
北京市,454,0
税点,453,0
专增,452,0
保存,447,0
大额,444,0
认证,435,2
永久,424,2
胡,420,0
王兵,407,0
如有,407,0
信号,407,0
