word,frequency,label
发票,33029,0
公司,31561,0
付款,27105,1
行业,22593,0
代开,20054,0
提额,19408,2
我行,19214,2
电话,16755,1
信用卡,15453,2
致电,14303,0
打扰,13353,1
尊敬,13051,2
用户,12975,2
工商银行,12892,2
标准,12872,2
额度,12358,2
北京,12079,1
对外,10406,0
正规,10393,0
低保真,10129,0
酒店,10093,1
模特,9245,1
保真,8964,0
公寓,8953,1
达到,8888,2
白领,8874,1
提升,8633,2
上门服务,8512,1
详情,8039,2
万元,7997,2
满意,7776,1
增值税,7653,0
无需,7615,1
定金,7615,1
洋妞,7096,1
热线,7032,1
票据,6558,0
调整,6353,2
北京市,6233,0
抵扣,5984,0
验后,5898,0
万,5739,2
工作日,5691,2
美女,5473,1
服务,5394,1
会计,5298,0
多余,5044,0
三线,5010,1
明星,5010,1
少妇,4951,1
空姐,4951,1
增值,4867,0
国内外,4709,1
需要,4698,0
见谅,4695,1
诚信,4602,1
提供,4593,1
普增,4534,0
学生,4500,1
海涵,4357,1
走账,4347,0
法意,4294,1
韩,4294,1
学妹,4294,1
最高,4255,2
可验证,4223,0
王,4203,0
高端,4193,1
联系,4184,0
微,4180,2
信号,4180,2
详情请,4102,2
已达,3984,2
普通,3960,0
各种,3927,0
长期,3916,0
清纯,3775,1
俄,3775,1
年代,3771,0
网上,3729,0
兑现,3687,0
支票,3667,0
王经理,3461,0
查验,3414,0
韩欧美,3321,1
常,3317,0
专用,3253,0
工程款,3111,0
微信,2979,0
咨询,2926,0
低,2854,0
联系电话,2765,0
可开,2755,2
整,2731,2
租赁,2693,0
谅解,2685,0
咨询电话,2668,0
经理,2590,0
急用,2570,0
材料,2544,0
广告,2418,0
对公,2400,0
科技,2347,0
全国,2303,0
立即,2293,2
中心,2287,2
以备,2250,0
单位,2234,0
请谅解,2229,2
低验,2213,0
机打,2177,0
通用机,2168,0
代,2161,0
票,2106,0
款,2104,0
可验,2065,0
李,1991,0
金发碧眼,1989,1
北影,1989,1
在校学生,1989,1
赵,1935,0
各行,1857,0
张,1823,0
开发票,1779,0
房屋,1713,0
机械,1712,0
增税,1707,0
以及,1707,0
张婷,1707,0
姿色,1655,1
国地,1634,0
等票,1634,0
真点,1634,0
女士,1634,0
长期有效,1622,0
张勇,1576,0
一层,1576,2
专业,1565,0
恭喜发财,1563,0
点低,1548,0
整详,1519,2
周先生,1517,0
工程,1500,0
办理,1442,2
餐饮,1419,0
保存,1412,0
常年,1388,0
周强,1381,0
各行各业,1360,0
欢迎,1341,0
税率,1340,0
多,1339,0
住宿,1338,0
实习,1332,1
护士,1332,1
佳丽,1332,1
公有,1323,0
转账,1320,0
代办,1308,2
周,1219,0
证件,1209,2
普通机,1147,0
来电,1129,0
發票,1127,0
各地,1123,0
李经理,1120,0
好,1027,0
开机,1017,0
打真,1017,0
费,1014,0
价格,978,0
如扰,968,0
周兴,927,0
送,905,2
到,901,2
保留,884,0
咯,882,2
详询,880,0
外地,877,0
及,876,0
是,873,2
税点,871,0
李先生,864,2
普通发票,846,0
设备,845,0
会议,836,0
全新,835,2
起,834,2
平米,832,2
广告设计,829,0
医疗器械,829,0
刘华,829,0
上午,827,0
小,827,0
首付,822,2
王君,819,0
城,814,2
买,811,2
专票,810,0
户型,805,2
