word,frequency,label
付款,36150,1
公司,34450,0
电话,32536,0
发票,30142,0
行业,25798,0
代开,25246,0
验后,17924,0
保真,16980,0
用户,15900,2
建设银行,15510,2
建行,15472,2
尊敬,15090,2
账户,14974,2
长期,14498,0
兑换,14494,2
现金,14488,2
积分,14472,2
小时,14272,2
公寓,14104,1
北京,13676,1
元,13430,2
打扰,13128,1
分,13002,2
即将,12980,2
到期,12944,2
清零,12940,2
酒店,12616,1
上门服务,11976,1
模特,11882,1
点底,11234,0
满意,10990,1
高,10840,0
先生,10802,0
白领,10740,1
登录,9652,2
洋妞,9650,1
无需,9650,1
定金,9650,1
工商银行,9456,2
工行,9434,2
致电,9294,2
详询,9042,2
信用卡,9004,2
正规,8810,0
用,8526,0
低保真,8192,0
额度,8062,2
可以,8034,2
申请,8034,2
中心,8028,2
固定,8026,2
卡,8018,2
提升,8018,2
情况,8014,2
详情请,8012,2
提额,8010,2
提醒您,8008,2
近期,8008,2
万元,8008,2
美女,7770,1
空姐,7330,1
登陆,7282,2
万,7184,2
手机网,6688,2
不,6670,2
少妇,6618,1
提供,6390,1
我行,6290,2
网址,6250,2
学生,6192,1
微信,5904,0
三线,5818,1
明星,5818,1
支票,5768,0
热线,5716,1
国内外,5702,1
高端,5702,1
诚信,5518,1
清纯,5264,1
学妹,5264,1
韩,5264,1
法意,5264,1
俄,5264,1
兑现,5214,0
海涵,5036,0
独门独院,4510,2
广告,4478,0
服务,4474,0
韩欧美,4386,1
材料,4356,0
租赁,4350,0
见谅,4296,1
生态,4282,2
可验,4272,0
农家院,4000,2
一套,4000,2
远离,4000,2
尾气,4000,2
吃,4000,2
自己,4000,2
种,4000,2
京南,3994,2
两室,3994,2
一厅,3994,2
菜,3994,2
现房,3960,2
走账,3922,0
增值税,3906,0
机打,3534,0
精装,3530,2
限购,3520,2
票,3372,0
多,3316,2
平米,3248,2
总价,3094,2
即可,3092,2
亦庄,3088,2
入住,3088,2
交钱,3084,2
房源,3084,2
欲购从速,3084,2
各种,3050,3
可开,3042,0
核实,2848,2
全国,2574,0
科技,2530,0
被,2458,2
通知,2454,2
分类,2360,2
姿色,2326,1
普通,2296,0
联系电话,2272,0
金发碧眼,2258,1
北影,2258,1
在校学生,2258,1
恭喜发财,2244,0
及,2226,3
工程款,2204,0
款,2202,0
增税,2198,0
房屋,2198,0
机械,2198,0
以及,2198,0
张婷,2198,0
多余,2150,0
业务,2130,0
实习,2128,1
护士,2128,1
佳丽,2128,1
查询,2116,0
设备,2098,0
北京市,2060,0
增值,2028,0
低,1966,0
国税发,1962,0
税点,1960,0
经理,1938,0
谅解,1784,0
常,1734,0
年代,1734,0
李经理,1724,0
私密,1706,3
认证,1700,2
欢迎,1578,0
逾期,1540,2
失效,1526,2
可兑换,1520,2
已满,1514,2
长期有效,1472,0
会计,1460,0
专业,1448,3
请谅解,1438,0
总行,1424,2
实行,1424,2
未,1424,2
停止使用,1424,2
国税,1418,0
走帐,1400,0
信号,1398,0
代,1384,0
开发票,1384,0
敬请,1382,0
工程机械,1364,0
税,1358,0
李,1348,0
短信,1344,0
对外,1312,0
办理,1296,0
网上,1282,0
解决,1272,2
查验,1248,0
钱,1240,0
绝对,1218,0
合作,1218,0
工程,1218,2
直达,1214,2
给,1212,2
俄罗斯,1206,1
资讯,1196,0
永久,1188,0
