word,frequency,label
发票,13185,0
公司,12987,0
代开,11012,0
付款,9752,2
行业,8413,0
现金,7651,2
登录,7423,2
正规,7361,0
电话,7212,2
尊敬,7205,2
元,7141,2
积分,7140,2
兑换,7138,2
账户,7102,2
清零,7102,2
用户,6781,2
我行,6641,2
小时,6630,2
到期,6613,2
网址,6612,2
北京,5035,0
打扰,4619,0
分,4342,2
即将,4200,2
建行,4032,2
建设银行,4032,2
验后,3468,0
低保真,3307,0
保真,3109,0
中行,3065,2
中国银行,3065,2
经理,2725,0
请谅解,2490,0
对外,2468,0
分即,2413,2
增值税,2179,0
长期,2106,0
各行各业,2022,0
咨询,1964,2
各种,1780,0
联系电话,1732,0
需要,1627,0
价格,1595,0
联系,1567,0
外地,1462,0
机打,1435,0
会计,1359,2
可验,1328,0
低验,1301,0
谅解,1288,0
年代,1285,0
专用,1226,0
广告,1201,0
绝对,1168,0
材料,1164,0
联系人,1150,0
支票,1149,0
税点,1121,0
李,1088,0
兑现,1060,0
微信,1038,2
科技,1030,0
常,1027,0
多余,1016,0
李经理,998,0
票据,979,0
普通,918,0
普增,906,0
房租,877,0
北京市,873,0
通州,853,2
开盘,853,2
永久,851,0
可用,830,0
万,828,2
海涵,825,0
不,820,2
公交,810,2
直达,810,2
限购,810,2
农家院,807,2
一套,807,2
起,778,2
张,773,0
啦,772,2
张家湾,764,2
独门独院,764,2
总价,764,2
一次性,764,2
路路,764,2
欢迎,756,0
低,748,0
恭喜发财,728,0
长期有效,687,0
等等,684,0
过,682,0
张莉,682,0
工程款,672,0
详询,669,0
合作,665,0
發票,662,0
客户,651,2
来电,646,2
验证,641,0
营改,640,0
税率,638,0
优惠,630,0
真,624,0
王,613,0
全国,609,0
点底,594,0
税务,589,0
保,584,0
王望,581,0
机会,581,0
刘,580,0
各地,575,0
高,550,0
增值,539,0
逾期,532,2
个,528,0
网上,523,0
王经理,520,0
一,511,0
真假,506,0
可兑换,499,2
点低,491,0
保证,488,0
周先生,484,0
见谅,481,0
已满,479,2
办理,463,2
都,462,0
如扰,461,0
出售,450,0
保頁验,431,0
程,425,2
信号,425,0
安装,419,3
食品,418,0
小张,417,0
回,416,3
退订,409,3
解决,404,3
千分之,401,0
三,401,0
中视,401,3
卫星电视,401,3
看,401,3
地理,401,3
探索,401,3
迪士尼,401,3
凤凰,401,3
高清,401,3
大片,401,3
手机信号,401,3
放大器,401,3
弱,401,3
通话,401,3
断续,401,3
代办,388,0
代,387,0
各行,368,0
国税发,356,0
票普增,356,0
专增点,356,0
同号,356,0
王力,356,0
服务,351,0
增发,350,0
用,345,0
专业,343,0
核实,340,2
培训,336,0
点滴,336,0
长,336,0
新老票,328,0
认证,326,2
公有,325,0
类型,323,0
普票,321,0
抵扣,320,0
真票,320,0
为,320,0
用后,311,0
票点,311,0
周,311,0
工程,305,0
最低,295,0
普通机,291,0
新版,290,0
增点,290,0
查,286,0
敬请,271,3
谢谢,261,0
發,255,2
查询,254,0
过账,250,0
咨询电话,237,0
赔百,236,0
