word,frequency,label
尊敬,16794,2
元,16687,2
用户,16673,2
发票,16616,0
建设银行,16593,2
兑换,16591,2
积分,16588,2
登录,16587,2
建行,16585,2
我行,16585,2
小时,16581,2
清零,16581,2
现金,16581,2
分,16579,2
即将,16577,2
到期,16572,2
网址,16572,2
公司,16026,0
行业,11447,0
代开,11070,0
账户,10669,2
电话,10217,0
付款,9832,0
正规,6223,0
帐户,5907,2
保真,4874,0
打扰,4365,0
验后,4313,0
低保真,4088,0
可开,3773,0
北京,3738,0
材料,3641,0
长期,3635,0
微信,3622,0
电联,2999,0
工程,2927,0
各种,2889,0
联系电话,2822,0
增值税,2804,0
办公用品,2643,0
北京市,2448,0
王经理,2410,0
会议,2408,0
咨询,2156,0
餐费,2115,0
苗木,2001,0
点底,1993,0
可验,1939,0
海涵,1909,0
各行各业,1897,0
年代,1879,0
机打,1658,0
高,1634,0
常,1615,0
全国,1551,0
广告,1522,0
谅解,1411,0
会计,1262,0
对外,1255,0
先生,1251,0
支票,1249,0
兑现,1249,0
恭喜发财,1221,0
需要,1219,0
详询,1148,2
走账,1081,0
代,1078,2
开发票,1074,2
及,1064,0
致电,1062,0
科技,1049,0
见谅,1031,0
款,1023,0
各行,1023,0
抵扣,1020,0
税,994,0
李,994,0
可验证,984,0
普通,978,0
普通发票,966,0
票据,958,0
咨询电话,934,0
验证,920,0
增值,911,0
低验,903,0
点低,885,0
经理,876,0
办理,875,0
长期有效,838,0
常年,832,0
谢谢,825,0
周先生,808,0
诚信,806,0
信用卡,803,0
工程款,795,0
对公,766,0
多余,761,0
同号,754,0
租赁,746,0
以备,734,0
查询,731,0
商业,709,0
急用,701,0
保存,697,0
各地,692,0
还款,687,0
国税,682,0
钱,677,0
号码,676,2
抵押,643,2
代办,636,0
贷款,636,2
国税发,635,0
票普增,635,0
专增点,635,0
带,627,0
合作,626,0
外开,604,0
和,595,0
票,594,0
专用发票,589,0
低,580,2
短信,578,0
无,574,0
套现,573,0
代发,573,0
点位,513,0
保证,508,0
朋友,504,0
地税,504,0
联系,500,0
永久,495,0
各个,465,0
服务,454,0
租赁费,452,0
房租费,452,0
开增,423,0
埴,423,0
专用,420,0
业务,419,0
上门,413,0
都,412,0
另,412,0
酒店,412,0
增税,410,0
广告设计,407,0
医疗器械,407,0
设备,407,0
刘华,407,0
李经理,405,0
全新,402,2
张文,393,0
孔雀,392,2
均价,390,2
新票,388,0
老票,388,0
一,383,2
王,381,0
建筑工程,380,0
税率,374,0
首付,369,2
详情,364,2
建筑,363,0
城,362,2
京西,362,2
又,362,2
立作,362,2
到,362,2
平民,362,2
全明,362,2
户型,362,2
万买居,362,2
材料费,359,0
费,359,0
转账,359,0
李请,359,0
小,351,2
房屋,347,0
税点,342,0
此,340,2
机械,339,0
以及,339,0
张婷,339,0
是,338,2
杨,338,2
改为,338,2
低可验,336,0
网上,334,0
普票,330,0
等等,323,0
价格,309,2
真票,304,0
联系人,288,0
各类,278,0
服务费,269,0
长,268,0
敬请,265,0
查,264,0
劳务,244,0
周涛,242,0
