word,frequency,label
公司,25817,0
发票,25252,0
付款,19901,1
代开,18244,0
行业,17012,0
电话,14775,0
保真,9890,0
长期,7728,0
打扰,7572,1
验后,7328,0
正规,6916,0
中国银行,6652,2
北京,6140,1
低保真,5956,0
酒店,5945,1
点底,5637,0
模特,5233,1
先生,5092,0
公寓,5040,1
高,4998,0
白领,4919,1
致电,4470,0
见谅,4469,1
用,4428,2
上门服务,4336,1
北京市,4307,0
信用卡,4034,2
会计,4004,0
可以,3900,0
无需,3864,1
定金,3864,1
对外,3787,0
满意,3775,1
各种,3746,0
网上,3702,0
被,3614,2
即将,3592,2
尊敬,3577,2
李,3543,0
冻结,3507,2
逾期,3505,2
用户,3412,2
进行,3355,2
账户,3328,2
紧急通知,3326,2
出现异常,3326,2
登陆,3326,2
实名,3326,2
补录,3326,2
冻结资金,3326,2
中心,3291,2
申请,3286,2
提额,3272,2
工商银行,3267,2
固定,3265,2
额度,3265,2
万元,3265,2
提升,3262,2
工行,3260,2
提醒您,3260,2
近期,3260,2
卡,3260,2
情况,3260,2
详情请,3260,2
广告,3254,0
查验,3226,0
咨询,3211,0
洋妞,3191,1
多余,3157,0
增值税,3076,0
美女,3048,1
科技,3021,0
三线,2943,1
明星,2943,1
热线,2876,1
空姐,2847,1
材料,2755,0
少妇,2634,1
机打,2632,0
票据,2586,0
服务,2572,1
诚信,2509,1
国内外,2437,1
支票,2416,0
学妹,2386,1
韩,2386,1
法意,2386,1
需要,2379,0
工程,2365,0
学生,2346,1
兑现,2340,0
工程款,2237,0
联系,2237,0
低验,2224,0
联系电话,2059,1
租赁,1952,0
抵扣,1916,0
提供,1859,1
高端,1773,1
代,1765,0
长期有效,1757,0
海涵,1736,0
清纯,1713,1
俄,1713,1
张,1703,0
可验,1687,0
走账,1678,0
税率,1669,0
款,1515,0
对公,1491,0
韩欧美,1478,1
票,1457,0
普通,1456,0
等等,1449,0
经理,1445,0
详询,1424,0
微信,1421,1
普增,1417,0
一层,1392,2
实习,1372,1
护士,1372,1
以备,1359,0
谅解,1300,0
急用,1239,0
开机,1220,0
打真,1211,0
专用,1190,0
北影,1150,1
在校学生,1150,1
年代,1138,0
代办,1119,2
餐饮,1096,0
李经理,1076,0
送,1002,2
增值,984,0
增税,981,0
常,968,0
户型,965,2
城,956,2
起,914,2
绝对,913,0
上门,910,1
留学生,907,1
开发票,888,0
欢迎,881,2
各行各业,865,0
平米,864,2
万,859,2
房屋,848,0
可开,847,0
机械,847,0
以及,847,0
张婷,847,0
证件,843,2
点低,841,0
商贸,825,0
比,822,0
办理,809,0
住宿,781,0
转账,781,0
保存,781,0
敬请,779,0
常年,776,0
王经理,758,0
来电,753,2
请谅解,751,0
设备,742,0
到,740,2
首付,739,2
低,726,0
税,723,0
全新,721,2
买,717,2
恭喜发财,714,0
会议,711,0
广告设计,710,0
医疗器械,710,0
刘华,710,0
详情,700,2
一,699,2
孔雀,696,2
京东,696,2
又,696,2
立作,696,2
全明,696,2
价格,688,0
信号,686,2
保頁验,683,0
外地,683,0
非诚,679,1
勿扰,679,1
俄黑,673,1
劳务,627,0
税务,622,0
单位,619,0
专业,609,0
联系人,605,0
乌克兰,602,1
姿色,597,1
發票,596,0
